"rgn_id","resilience_score"
1,0.369047619
2,0.380952381
3,0.317857143
4,0.404761905
5,0.226190476
6,0.166666667
7,0.130952381
8,0.380952381
9,0.30952381
10,0.226190476
11,0.333333333
12,0.404761905
13,0.273809524
14,0.369047619
15,0.369047619
16,0.380952381
17,0.380952381
18,0.30952381
19,0.369047619
20,0.380952381
21,0.166666667
22,0.404761905
23,0.380952381
24,0.404761905
25,0.369047619
26,0.404761905
27,0.30952381
28,0.333333333
29,0.404761905
30,0.273809524
31,0.380952381
32,0.369047619
33,0.380952381
34,0.369047619
35,0.369047619
36,0.30952381
37,0.380952381
38,0.166666667
39,0.380952381
40,0.404761905
41,0.226190476
42,0.30952381
43,0.226190476
44,0.333333333
45,0.369047619
46,0.333333333
47,0.273809524
48,0.130952381
49,0.404761905
50,0.369047619
51,0.369047619
52,0.404761905
53,0.380952381
54,0.333333333
55,0.404761905
56,0.273809524
57,0.380952381
58,0.380952381
59,0.130952381
60,0.369047619
61,0.333333333
62,0.369047619
63,0.369047619
64,0.369047619
65,0.404761905
66,0.369047619
67,0.130952381
68,0.130952381
69,0.369047619
70,0.380952381
71,0.380952381
72,0.130952381
73,0.380952381
74,0.380952381
75,0.380952381
76,0.380952381
77,0.380952381
78,0.380952381
79,0.369047619
80,0.380952381
81,0.130952381
82,0.273809524
83,0.369047619
84,0.130952381
85,0.273809524
86,0.404761905
87,0.369047619
88,0.404761905
89,0.273809524
90,0.273809524
91,0.130952381
92,0.404761905
93,0.369047619
94,0.273809524
95,0.404761905
96,0.130952381
97,0.166666667
98,0.404761905
99,0.273809524
100,0.369047619
101,0.369047619
102,0.369047619
103,0.369047619
