"rgn_id","specie","trend"
22,"Falco peregrinus","Estable"
22,"Haematopus palliatus","Estable"
22,"Larosterna inca","Estable"
22,"Leucocarbo bougainvillii","Estable"
22,"Leucophaeus modestus","Decreciendo"
22,"Leucophaeus pipixcan","Decreciendo"
22,"Macronectes giganteus","Decreciendo"
22,"Numenius phaeopus","Estable"
22,"Otaria byronia","Estable"
22,"Pelecanus thagus","Creciendo"
22,"Phalacrocorax gaimardi","Decreciendo"
22,"Puffinus creatopus","Decreciendo"
22,"Puffinus griseus","Decreciendo"
22,"Sula variegata","Decreciendo"
22,"Thalassarche salvini","Creciendo"
22,"Thalasseus elegans","Estable"
23,"Aulacomya atra","Estable"
23,"Cygnus melancoryphus","Decreciendo"
23,"Haematopus palliatus","Estable"
23,"Heterocarpus reedi","Estable"
23,"Leucophaeus modestus","Decreciendo"
23,"Leucophaeus pipixcan","Decreciendo"
23,"Mytilus chilensis","Estable"
23,"Numenius phaeopus","Estable"
23,"Pelecanus thagus","Creciendo"
23,"Phalacrocorax gaimardi","Decreciendo"
23,"Sula variegata","Decreciendo"
23,"Tachyeres patachonicus","Estable"
23,"Thalassarche melanophris","Estable"
24,"Charadrius collaris","Decreciendo"
24,"Coscoroba coscoroba","Decreciendo"
24,"Cygnus melancoryphus","Decreciendo"
24,"Haematopus palliatus","Estable"
24,"Leucocarbo bougainvillii","Estable"
24,"Leucophaeus modestus","Decreciendo"
24,"Leucophaeus pipixcan","Decreciendo"
24,"Numenius phaeopus","Estable"
24,"Pelecanus thagus","Creciendo"
24,"Phalacrocorax gaimardi","Decreciendo"
24,"Puffinus griseus","Decreciendo"
24,"Sula variegata","Decreciendo"
24,"Tringa flavipes","Estable"
25,"Charadrius collaris","Decreciendo"
25,"Charadrius modestus","Decreciendo"
25,"Charadrius nivosus","Decreciendo"
25,"Chroicocephalus serranus","Decreciendo"
25,"Coscoroba coscoroba","Decreciendo"
25,"Cygnus melancoryphus","Decreciendo"
25,"Diomedea epomophora","Decreciendo"
25,"Diomedea exulans","Estable"
25,"Dosidicus gigas","Estable"
25,"Eleginops maclovinus","Decreciendo"
25,"Eubalaena australis","Decreciendo"
25,"Falco peregrinus","Estable"
25,"Geranoaetus melanoleucus","Estable"
25,"Haematopus palliatus","Estable"
25,"Heteronetta atricapilla","Estable"
25,"Ixobrychus involucris","Creciendo"
25,"Larosterna inca","Estable"
25,"Leucocarbo bougainvillii","Estable"
25,"Leucophaeus modestus","Decreciendo"
25,"Leucophaeus pipixcan","Decreciendo"
25,"Macronectes giganteus","Decreciendo"
25,"Mytilus chilensis","Estable"
25,"Numenius phaeopus","Estable"
25,"Otaria byronia","Estable"
25,"Pelecanoides garnotii","Creciendo"
25,"Pelecanus thagus","Creciendo"
25,"Phalacrocorax gaimardi","Decreciendo"
25,"Plegadis chihi","Decreciendo"
25,"Pterodroma defilippiana","Decreciendo"
25,"Puffinus creatopus","Decreciendo"
25,"Puffinus griseus","Decreciendo"
25,"Spheniscus humboldti","Estable"
25,"Sula variegata","Decreciendo"
25,"Thalassarche bulleri","Estable"
25,"Thalassarche eremita","Decreciendo"
25,"Thalassarche melanophris","Estable"
25,"Thalassarche salvini","Creciendo"
25,"Thalasseus elegans","Estable"
25,"Tringa flavipes","Estable"
26,"Charadrius collaris","Decreciendo"
26,"Charadrius modestus","Decreciendo"
26,"Charadrius nivosus","Decreciendo"
26,"Chroicocephalus serranus","Decreciendo"
26,"Coscoroba coscoroba","Decreciendo"
26,"Cygnus melancoryphus","Decreciendo"
26,"Diomedea epomophora","Decreciendo"
26,"Diomedea exulans","Estable"
26,"Engraulis ringens","Creciendo"
26,"Falco peregrinus","Estable"
26,"Haematopus palliatus","Estable"
26,"Heteronetta atricapilla","Estable"
26,"Ixobrychus involucris","Creciendo"
26,"Larosterna inca","Estable"
26,"Laterallus jamaicensis","Estable"
26,"Leucocarbo bougainvillii","Estable"
26,"Leucophaeus modestus","Decreciendo"
26,"Leucophaeus pipixcan","Decreciendo"
26,"Macronectes giganteus","Decreciendo"
26,"Mytilus chilensis","Estable"
26,"Numenius phaeopus","Estable"
26,"Otaria byronia","Estable"
26,"Pelecanoides garnotii","Creciendo"
26,"Pelecanus thagus","Creciendo"
26,"Phalacrocorax gaimardi","Decreciendo"
26,"Phoenicopterus chilensis","Estable"
26,"Plegadis chihi","Decreciendo"
26,"Puffinus creatopus","Decreciendo"
26,"Puffinus griseus","Decreciendo"
26,"Spheniscus humboldti","Estable"
26,"Sula variegata","Decreciendo"
26,"Thalassarche melanophris","Estable"
26,"Thalassarche salvini","Creciendo"
26,"Thalasseus elegans","Estable"
26,"Tringa flavipes","Estable"
27,"Argopecten purpuratus","Estable"
27,"Charadrius modestus","Decreciendo"
27,"Charadrius nivosus","Decreciendo"
27,"Chroicocephalus serranus","Decreciendo"
27,"Coscoroba coscoroba","Decreciendo"
27,"Haematopus palliatus","Estable"
27,"Leucocarbo bougainvillii","Estable"
27,"Leucophaeus modestus","Decreciendo"
27,"Leucophaeus pipixcan","Decreciendo"
27,"Numenius phaeopus","Estable"
27,"Pelecanus thagus","Creciendo"
27,"Phalacrocorax gaimardi","Decreciendo"
27,"Sula variegata","Decreciendo"
28,"Ameghinomya antiqua","Estable"
28,"Argopecten purpuratus","Estable"
28,"Aulacomya atra","Estable"
28,"Charadrius collaris","Decreciendo"
28,"Charadrius modestus","Decreciendo"
28,"Charadrius nivosus","Decreciendo"
28,"Chroicocephalus serranus","Decreciendo"
28,"Coscoroba coscoroba","Decreciendo"
28,"Concholepas concholepas","Decreciendo"
28,"Cryphiops caementarius","Estable"
28,"Cygnus melancoryphus","Decreciendo"
28,"Diomedea epomophora","Decreciendo"
28,"Dosidicus gigas","Estable"
28,"Durvillaea antarctica","Estable"
28,"Engraulis ringens","Creciendo"
28,"Ensis macha","Estable"
28,"Falco peregrinus","Estable"
28,"Geranoaetus melanoleucus","Estable"
28,"Grampus griseus","Estable"
28,"Grimothea johni","Estable"
28,"Grimothea monodon","Estable"
28,"Haematopus palliatus","Estable"
28,"Heterocarpus reedi","Estable"
28,"Ixobrychus involucris","Creciendo"
28,"Lagenorhynchus obscurus","Estable"
28,"Larosterna inca","Estable"
28,"Laterallus jamaicensis","Estable"
28,"Leucocarbo bougainvillii","Estable"
28,"Leucophaeus modestus","Decreciendo"
28,"Leucophaeus pipixcan","Decreciendo"
28,"Lontra felina","Estable"
28,"Loxechinus albus","Decreciendo"
28,"Macronectes giganteus","Decreciendo"
28,"Mesodesma donacium","Decreciendo"
28,"Mulinia edulis","Estable"
28,"Mytilus chilensis","Estable"
28,"Numenius phaeopus","Estable"
28,"Otaria byronia","Estable"
28,"Pandion haliaetus","Estable"
28,"Pelecanoides garnotii","Creciendo"
28,"Pelecanus thagus","Creciendo"
28,"Phalacrocorax gaimardi","Decreciendo"
28,"Phoebastria irrorata","Decreciendo"
28,"Phoenicoparrus jamesi","Decreciendo"
28,"Phoenicopterus chilensis","Estable"
28,"Plegadis chihi","Decreciendo"
28,"Pterodroma defilippiana","Decreciendo"
28,"Puffinus creatopus","Decreciendo"
28,"Puffinus griseus","Decreciendo"
28,"Recurvirostra andina","Decreciendo"
28,"Sardinops sagax","Decreciendo"
28,"Spheniscus humboldti","Estable"
28,"Sula variegata","Decreciendo"
28,"Tagelus dombeii","Decreciendo"
28,"Thalassarche bulleri","Estable"
28,"Thalassarche melanophris","Estable"
28,"Thalassarche salvini","Creciendo"
28,"Thalasseus elegans","Estable"
28,"Tringa flavipes","Estable"
28,"Tursiops truncatus","Decreciendo"
29,"Charadrius collaris","Decreciendo"
29,"Charadrius modestus","Decreciendo"
29,"Cygnus melancoryphus","Decreciendo"
29,"Diomedea epomophora","Decreciendo"
29,"Falco peregrinus","Estable"
29,"Grampus griseus","Estable"
29,"Haematopus palliatus","Estable"
29,"Ixobrychus involucris","Creciendo"
29,"Larosterna inca","Estable"
29,"Leucocarbo bougainvillii","Estable"
29,"Leucophaeus modestus","Decreciendo"
29,"Leucophaeus pipixcan","Decreciendo"
29,"Macronectes giganteus","Decreciendo"
29,"Numenius phaeopus","Estable"
29,"Pelecanus thagus","Creciendo"
29,"Phalacrocorax gaimardi","Decreciendo"
29,"Pterodroma longirostris","Estable"
29,"Puffinus creatopus","Decreciendo"
29,"Puffinus griseus","Decreciendo"
29,"Sula variegata","Decreciendo"
29,"Thalassarche salvini","Creciendo"
29,"Thalasseus elegans","Estable"
30,"Balaenoptera borealis","Creciendo"
30,"Charadrius collaris","Decreciendo"
30,"Charadrius modestus","Decreciendo"
30,"Charadrius nivosus","Decreciendo"
30,"Coscoroba coscoroba","Decreciendo"
30,"Cygnus melancoryphus","Decreciendo"
30,"Desmophyllum dianthus","Decreciendo"
30,"Diomedea epomophora","Decreciendo"
30,"Durvillaea antarctica","Estable"
30,"Enteroctopus megalocyathus","Decreciendo"
30,"Eubalaena australis","Decreciendo"
30,"Falco peregrinus","Estable"
30,"Geranoaetus melanoleucus","Estable"
30,"Haematopus palliatus","Estable"
30,"Lagenorhynchus australis","Estable"
30,"Leucocarbo bougainvillii","Estable"
30,"Leucophaeus modestus","Decreciendo"
30,"Leucophaeus pipixcan","Decreciendo"
30,"Lontra felina","Estable"
30,"Loxechinus albus","Decreciendo"
30,"Macronectes giganteus","Decreciendo"
30,"Megaptera novaeangliae","Creciendo"
30,"Merluccius gayi","Estable"
30,"Mytilus chilensis","Estable"
30,"Numenius phaeopus","Estable"
30,"Otaria byronia","Estable"
30,"Pelecanus thagus","Creciendo"
30,"Phalacrocorax gaimardi","Decreciendo"
30,"Plegadis chihi","Decreciendo"
30,"Primnoella chilensis","Estable"
30,"Puffinus creatopus","Decreciendo"
30,"Puffinus griseus","Decreciendo"
30,"Spheniscus humboldti","Estable"
30,"Sula variegata","Decreciendo"
30,"Thalassarche melanophris","Estable"
30,"Thalassarche salvini","Creciendo"
30,"Thalasseus elegans","Estable"
30,"Tringa flavipes","Estable"
31,"Charadrius modestus","Decreciendo"
31,"Concholepas concholepas","Decreciendo"
31,"Chloephaga hybrida","Decreciendo"
31,"Cygnus melancoryphus","Decreciendo"
31,"Dosidicus gigas","Estable"
31,"Haematopus palliatus","Estable"
31,"Leucophaeus pipixcan","Decreciendo"
31,"Macronectes giganteus","Decreciendo"
31,"Numenius phaeopus","Estable"
31,"Pelecanus thagus","Creciendo"
31,"Puffinus griseus","Decreciendo"
31,"Sula variegata","Decreciendo"
31,"Tachyeres pteneres","Decreciendo"
31,"Tagelus dombeii","Decreciendo"
31,"Tringa flavipes","Estable"
32,"Charadrius collaris","Decreciendo"
32,"Charadrius modestus","Decreciendo"
32,"Charadrius nivosus","Decreciendo"
32,"Coscoroba coscoroba","Decreciendo"
32,"Cygnus melancoryphus","Decreciendo"
32,"Falco peregrinus","Estable"
32,"Geranoaetus melanoleucus","Estable"
32,"Grimothea monodon","Estable"
32,"Haematopus palliatus","Estable"
32,"Heteronetta atricapilla","Estable"
32,"Laterallus jamaicensis","Estable"
32,"Leucocarbo bougainvillii","Estable"
32,"Leucophaeus modestus","Decreciendo"
32,"Leucophaeus pipixcan","Decreciendo"
32,"Numenius phaeopus","Estable"
32,"Pelecanoides garnotii","Creciendo"
32,"Pelecanus thagus","Creciendo"
32,"Phalacrocorax gaimardi","Decreciendo"
32,"Phoenicopterus chilensis","Estable"
32,"Plegadis chihi","Decreciendo"
32,"Puffinus creatopus","Decreciendo"
32,"Puffinus griseus","Decreciendo"
32,"Sula variegata","Decreciendo"
32,"Thalassarche melanophris","Estable"
32,"Thalasseus elegans","Estable"
32,"Tringa flavipes","Estable"
33,"Charadrius nivosus","Decreciendo"
33,"Chloephaga hybrida","Decreciendo"
33,"Coscoroba coscoroba","Decreciendo"
33,"Cygnus melancoryphus","Decreciendo"
33,"Ensis macha","Estable"
33,"Eubalaena australis","Decreciendo"
33,"Haematopus palliatus","Estable"
33,"Leucophaeus pipixcan","Decreciendo"
33,"Numenius phaeopus","Estable"
33,"Pelecanus thagus","Creciendo"
33,"Phoenicopterus chilensis","Estable"
33,"Puffinus griseus","Decreciendo"
33,"Spheniscus humboldti","Estable"
33,"Sula variegata","Decreciendo"
33,"Tachyeres pteneres","Decreciendo"
34,"Charadrius collaris","Decreciendo"
34,"Charadrius modestus","Decreciendo"
34,"Chroicocephalus serranus","Decreciendo"
34,"Coscoroba coscoroba","Decreciendo"
34,"Cygnus melancoryphus","Decreciendo"
34,"Diomedea epomophora","Decreciendo"
34,"Falco peregrinus","Estable"
34,"Grampus griseus","Estable"
34,"Grimothea johni","Estable"
34,"Grimothea monodon","Estable"
34,"Haematopus palliatus","Estable"
34,"Heterocarpus reedi","Estable"
34,"Ixobrychus involucris","Creciendo"
34,"Larosterna inca","Estable"
34,"Leucocarbo bougainvillii","Estable"
34,"Leucophaeus modestus","Decreciendo"
34,"Leucophaeus pipixcan","Decreciendo"
34,"Macronectes giganteus","Decreciendo"
34,"Merluccius gayi","Estable"
34,"Mytilus chilensis","Estable"
34,"Numenius phaeopus","Estable"
34,"Pelecanoides garnotii","Creciendo"
34,"Pelecanus thagus","Creciendo"
34,"Phalacrocorax gaimardi","Decreciendo"
34,"Phoenicopterus chilensis","Estable"
34,"Puffinus creatopus","Decreciendo"
34,"Puffinus griseus","Decreciendo"
34,"Spheniscus humboldti","Estable"
34,"Sula variegata","Decreciendo"
34,"Thalassarche bulleri","Estable"
34,"Thalassarche melanophris","Estable"
34,"Thalassarche salvini","Creciendo"
34,"Thalasseus elegans","Estable"
34,"Tringa flavipes","Estable"
35,"Charadrius collaris","Decreciendo"
35,"Charadrius modestus","Decreciendo"
35,"Charadrius nivosus","Decreciendo"
35,"Chroicocephalus serranus","Decreciendo"
35,"Coscoroba coscoroba","Decreciendo"
35,"Cygnus melancoryphus","Decreciendo"
35,"Durvillaea antarctica","Estable"
35,"Falco peregrinus","Estable"
35,"Geranoaetus melanoleucus","Estable"
35,"Haematopus palliatus","Estable"
35,"Heteronetta atricapilla","Estable"
35,"Ixobrychus involucris","Creciendo"
35,"Larosterna inca","Estable"
35,"Laterallus jamaicensis","Estable"
35,"Leucocarbo bougainvillii","Estable"
35,"Leucophaeus modestus","Decreciendo"
35,"Leucophaeus pipixcan","Decreciendo"
35,"Lontra felina","Estable"
35,"Macronectes giganteus","Decreciendo"
35,"Merluccius gayi","Estable"
35,"Mesodesma donacium","Decreciendo"
35,"Mytilus chilensis","Estable"
35,"Numenius phaeopus","Estable"
35,"Otaria byronia","Estable"
35,"Pelecanoides garnotii","Creciendo"
35,"Pelecanus thagus","Creciendo"
35,"Phalacrocorax gaimardi","Decreciendo"
35,"Plegadis chihi","Decreciendo"
35,"Puffinus griseus","Decreciendo"
35,"Spheniscus humboldti","Estable"
35,"Sula variegata","Decreciendo"
35,"Thalassarche melanophris","Estable"
35,"Thalassarche salvini","Creciendo"
35,"Thalasseus elegans","Estable"
35,"Tringa flavipes","Estable"
36,"Balaenoptera borealis","Creciendo"
36,"Charadrius modestus","Decreciendo"
36,"Charadrius nivosus","Decreciendo"
36,"Diomedea epomophora","Decreciendo"
36,"Falco peregrinus","Estable"
36,"Grampus griseus","Estable"
36,"Haematopus palliatus","Estable"
36,"Lagenorhynchus obscurus","Estable"
36,"Larosterna inca","Estable"
36,"Leucocarbo bougainvillii","Estable"
36,"Leucophaeus modestus","Decreciendo"
36,"Leucophaeus pipixcan","Decreciendo"
36,"Lontra felina","Estable"
36,"Macronectes giganteus","Decreciendo"
36,"Megaptera novaeangliae","Creciendo"
36,"Numenius phaeopus","Estable"
36,"Orcinus orca","Decreciendo"
36,"Otaria byronia","Estable"
36,"Pelecanoides garnotii","Creciendo"
36,"Pelecanus thagus","Creciendo"
36,"Phalacrocorax gaimardi","Decreciendo"
36,"Puffinus creatopus","Decreciendo"
36,"Puffinus griseus","Decreciendo"
36,"Spheniscus humboldti","Estable"
36,"Sula variegata","Decreciendo"
36,"Thalassarche bulleri","Estable"
36,"Thalassarche melanophris","Estable"
36,"Thalassarche salvini","Creciendo"
36,"Thalasseus elegans","Estable"
36,"Trachurus murphyi","Creciendo"
36,"Tursiops truncatus","Decreciendo"
37,"Eubalaena australis","Creciendo"
37,"Diomedea epomophora","Decreciendo"
37,"Haematopus palliatus","Estable"
38,"Aulacomya atra","Estable"
38,"Concholepas concholepas","Decreciendo"
38,"Charadrius modestus","Decreciendo"
38,"Chloephaga hybrida","Decreciendo"
38,"Desmophyllum dianthus","Decreciendo"
38,"Diomedea epomophora","Decreciendo"
38,"Durvillaea antarctica","Estable"
38,"Ensis macha","Estable"
38,"Falco peregrinus","Estable"
38,"Haematopus palliatus","Estable"
38,"Lagenorhynchus australis","Estable"
38,"Lagenorhynchus obscurus","Estable"
38,"Leucophaeus pipixcan","Decreciendo"
38,"Loxechinus albus","Decreciendo"
38,"Macronectes giganteus","Decreciendo"
38,"Megaptera novaeangliae","Creciendo"
38,"Mytilus chilensis","Estable"
38,"Numenius phaeopus","Estable"
38,"Orcinus orca","Decreciendo"
38,"Otaria byronia","Estable"
38,"Pelecanus thagus","Creciendo"
38,"Phalacrocorax gaimardi","Decreciendo"
38,"Phoenicopterus chilensis","Estable"
38,"Puffinus creatopus","Decreciendo"
38,"Puffinus griseus","Decreciendo"
38,"Sarcopeltis skottsbergii","Estable"
38,"Tachyeres pteneres","Decreciendo"
38,"Tawera elliptica","Decreciendo"
38,"Thalassarche melanophris","Estable"
38,"Tursiops truncatus","Decreciendo"
39,"Aulacomya atra","Estable"
39,"Charadrius collaris","Decreciendo"
39,"Charadrius modestus","Decreciendo"
39,"Charadrius nivosus","Decreciendo"
39,"Coscoroba coscoroba","Decreciendo"
39,"Cygnus melancoryphus","Decreciendo"
39,"Desmophyllum dianthus","Decreciendo"
39,"Diomedea exulans","Estable"
39,"Falco peregrinus","Estable"
39,"Haematopus palliatus","Estable"
39,"Heterocarpus reedi","Estable"
39,"Lagenorhynchus australis","Estable"
39,"Leucocarbo bougainvillii","Estable"
39,"Leucophaeus pipixcan","Decreciendo"
39,"Loxechinus albus","Decreciendo"
39,"Macronectes giganteus","Decreciendo"
39,"Mytilus chilensis","Estable"
39,"Numenius phaeopus","Estable"
39,"Otaria byronia","Estable"
39,"Pelecanus thagus","Creciendo"
39,"Phalacrocorax gaimardi","Decreciendo"
39,"Phoenicopterus chilensis","Estable"
39,"Puffinus creatopus","Decreciendo"
39,"Puffinus griseus","Decreciendo"
39,"Spheniscus humboldti","Estable"
39,"Sula variegata","Decreciendo"
39,"Tachyeres patachonicus","Estable"
39,"Tachyeres pteneres","Decreciendo"
39,"Tagelus dombeii","Decreciendo"
39,"Thalassarche melanophris","Estable"
39,"Thalasseus elegans","Estable"
39,"Tringa flavipes","Estable"
39,"Vultur gryphus","Estable"
40,"Ameghinomya antiqua","Estable"
40,"Aulacomya atra","Estable"
40,"Charadrius collaris","Decreciendo"
40,"Charadrius modestus","Decreciendo"
40,"Charadrius nivosus","Decreciendo"
40,"Chroicocephalus serranus","Decreciendo"
40,"Coscoroba coscoroba","Decreciendo"
40,"Cygnus melancoryphus","Decreciendo"
40,"Diomedea epomophora","Decreciendo"
40,"Durvillaea antarctica","Estable"
40,"Falco peregrinus","Estable"
40,"Geranoaetus melanoleucus","Estable"
40,"Haematopus palliatus","Estable"
40,"Heteronetta atricapilla","Estable"
40,"Ixobrychus involucris","Creciendo"
40,"Larosterna inca","Estable"
40,"Laterallus jamaicensis","Estable"
40,"Leptonychotes weddellii","Decreciendo"
40,"Leucocarbo bougainvillii","Estable"
40,"Leucophaeus modestus","Decreciendo"
40,"Leucophaeus pipixcan","Decreciendo"
40,"Loxechinus albus","Decreciendo"
40,"Macronectes giganteus","Decreciendo"
40,"Mytilus chilensis","Estable"
40,"Numenius phaeopus","Estable"
40,"Otaria byronia","Estable"
40,"Pelecanoides garnotii","Creciendo"
40,"Pelecanus thagus","Creciendo"
40,"Phalacrocorax gaimardi","Decreciendo"
40,"Phoenicopterus chilensis","Estable"
40,"Plegadis chihi","Decreciendo"
40,"Puffinus creatopus","Decreciendo"
40,"Puffinus griseus","Decreciendo"
40,"Spheniscus humboldti","Estable"
40,"Sula variegata","Decreciendo"
40,"Thalassarche melanophris","Estable"
40,"Thalassarche salvini","Creciendo"
40,"Thalasseus elegans","Estable"
40,"Tringa flavipes","Estable"
41,"Aulacomya atra","Estable"
41,"Charadrius nivosus","Decreciendo"
41,"Chroicocephalus serranus","Decreciendo"
41,"Larosterna inca","Estable"
41,"Leucocarbo bougainvillii","Estable"
41,"Leucophaeus modestus","Decreciendo"
41,"Leucophaeus pipixcan","Decreciendo"
41,"Loxechinus albus","Decreciendo"
41,"Numenius phaeopus","Estable"
41,"Pandion haliaetus","Estable"
41,"Pelecanus thagus","Creciendo"
41,"Phalacrocorax gaimardi","Decreciendo"
41,"Spheniscus humboldti","Estable"
41,"Sula variegata","Decreciendo"
41,"Thalasseus elegans","Estable"
41,"Trachurus murphyi","Creciendo"
42,"Charadrius collaris","Decreciendo"
42,"Charadrius modestus","Decreciendo"
42,"Charadrius nivosus","Decreciendo"
42,"Chroicocephalus serranus","Decreciendo"
42,"Coscoroba coscoroba","Decreciendo"
42,"Cryphiops caementarius","Estable"
42,"Cygnus melancoryphus","Decreciendo"
42,"Ensis macha","Estable"
42,"Falco peregrinus","Estable"
42,"Haematopus palliatus","Estable"
42,"Heteronetta atricapilla","Estable"
42,"Ixobrychus involucris","Creciendo"
42,"Larosterna inca","Estable"
42,"Laterallus jamaicensis","Estable"
42,"Leucocarbo bougainvillii","Estable"
42,"Leucophaeus modestus","Decreciendo"
42,"Leucophaeus pipixcan","Decreciendo"
42,"Macronectes giganteus","Decreciendo"
42,"Numenius phaeopus","Estable"
42,"Pelecanoides garnotii","Creciendo"
42,"Pelecanus thagus","Creciendo"
42,"Phalacrocorax gaimardi","Decreciendo"
42,"Phoenicopterus chilensis","Estable"
42,"Plegadis chihi","Decreciendo"
42,"Pterodroma defilippiana","Decreciendo"
42,"Puffinus creatopus","Decreciendo"
42,"Puffinus griseus","Decreciendo"
42,"Recurvirostra andina","Decreciendo"
42,"Spheniscus humboldti","Estable"
42,"Sula variegata","Decreciendo"
42,"Thalassarche melanophris","Estable"
42,"Thalasseus elegans","Estable"
42,"Tringa flavipes","Estable"
43,"Ameghinomya antiqua","Estable"
43,"Argopecten purpuratus","Estable"
43,"Aulacomya atra","Estable"
43,"Charadrius collaris","Decreciendo"
43,"Charadrius modestus","Decreciendo"
43,"Charadrius nivosus","Decreciendo"
43,"Chroicocephalus serranus","Decreciendo"
43,"Delphinus delphis","Estable"
43,"Dosidicus gigas","Estable"
43,"Engraulis ringens","Creciendo"
43,"Falco peregrinus","Estable"
43,"Geranoaetus melanoleucus","Estable"
43,"Haematopus palliatus","Estable"
43,"Larosterna inca","Estable"
43,"Leucocarbo bougainvillii","Estable"
43,"Leucophaeus modestus","Decreciendo"
43,"Leucophaeus pipixcan","Decreciendo"
43,"Lontra felina","Estable"
43,"Loxechinus albus","Decreciendo"
43,"Macronectes giganteus","Decreciendo"
43,"Megaptera novaeangliae","Creciendo"
43,"Mesodesma donacium","Decreciendo"
43,"Mirounga leonina","Creciendo"
43,"Mulinia edulis","Estable"
43,"Mytilus chilensis","Estable"
43,"Numenius phaeopus","Estable"
43,"Oceanodroma markhami","Decreciendo"
43,"Oceanodroma tethys","Decreciendo"
43,"Orcinus orca","Decreciendo"
43,"Otaria byronia","Estable"
43,"Pandion haliaetus","Estable"
43,"Pelecanoides garnotii","Creciendo"
43,"Pelecanus thagus","Creciendo"
43,"Phalacrocorax gaimardi","Decreciendo"
43,"Phoenicopterus chilensis","Estable"
43,"Puffinus creatopus","Decreciendo"
43,"Puffinus griseus","Decreciendo"
43,"Spheniscus humboldti","Estable"
43,"Sternula lorata","Decreciendo"
43,"Sula variegata","Decreciendo"
43,"Thalassarche bulleri","Estable"
43,"Thalassarche melanophris","Estable"
43,"Thalassarche salvini","Creciendo"
43,"Thalasseus elegans","Estable"
43,"Tringa flavipes","Estable"
43,"Tursiops truncatus","Decreciendo"
44,"Ameghinomya antiqua","Estable"
44,"Argopecten purpuratus","Estable"
44,"Charadrius collaris","Decreciendo"
44,"Charadrius modestus","Decreciendo"
44,"Charadrius nivosus","Decreciendo"
44,"Chroicocephalus serranus","Decreciendo"
44,"Coscoroba coscoroba","Decreciendo"
44,"Diomedea epomophora","Decreciendo"
44,"Falco peregrinus","Estable"
44,"Geranoaetus melanoleucus","Estable"
44,"Grampus griseus","Estable"
44,"Grimothea johni","Estable"
44,"Grimothea monodon","Estable"
44,"Haematopus palliatus","Estable"
44,"Heterocarpus reedi","Estable"
44,"Larosterna inca","Estable"
44,"Lepidochelys olivacea","Decreciendo"
44,"Leucocarbo bougainvillii","Estable"
44,"Leucophaeus modestus","Decreciendo"
44,"Leucophaeus pipixcan","Decreciendo"
44,"Lontra felina","Estable"
44,"Macronectes giganteus","Decreciendo"
44,"Megaptera novaeangliae","Creciendo"
44,"Mesodesma donacium","Decreciendo"
44,"Mytilus chilensis","Estable"
44,"Numenius phaeopus","Estable"
44,"Otaria byronia","Estable"
44,"Pandion haliaetus","Estable"
44,"Pelecanoides garnotii","Creciendo"
44,"Pelecanus thagus","Creciendo"
44,"Phalacrocorax gaimardi","Decreciendo"
44,"Pterodroma defilippiana","Decreciendo"
44,"Puffinus creatopus","Decreciendo"
44,"Puffinus griseus","Decreciendo"
44,"Recurvirostra andina","Decreciendo"
44,"Spheniscus humboldti","Estable"
44,"Sula variegata","Decreciendo"
44,"Thalassarche bulleri","Estable"
44,"Thalassarche melanophris","Estable"
44,"Thalassarche salvini","Creciendo"
44,"Thalasseus elegans","Estable"
44,"Tringa flavipes","Estable"
44,"Tursiops truncatus","Decreciendo"
44,"Vultur gryphus","Estable"
45,"Charadrius collaris","Decreciendo"
45,"Charadrius modestus","Decreciendo"
45,"Charadrius nivosus","Decreciendo"
45,"Chroicocephalus serranus","Decreciendo"
45,"Coscoroba coscoroba","Decreciendo"
45,"Cygnus melancoryphus","Decreciendo"
45,"Falco peregrinus","Estable"
45,"Geranoaetus melanoleucus","Estable"
45,"Haematopus palliatus","Estable"
45,"Heteronetta atricapilla","Estable"
45,"Larosterna inca","Estable"
45,"Leucocarbo bougainvillii","Estable"
45,"Leucophaeus modestus","Decreciendo"
45,"Leucophaeus pipixcan","Decreciendo"
45,"Lontra felina","Estable"
45,"Loxechinus albus","Decreciendo"
45,"Macronectes giganteus","Decreciendo"
45,"Mytilus chilensis","Estable"
45,"Numenius phaeopus","Estable"
45,"Otaria byronia","Estable"
45,"Pelecanoides garnotii","Creciendo"
45,"Pelecanus thagus","Creciendo"
45,"Phalacrocorax gaimardi","Decreciendo"
45,"Phoenicoparrus jamesi","Decreciendo"
45,"Plegadis chihi","Decreciendo"
45,"Puffinus griseus","Decreciendo"
45,"Spheniscus humboldti","Estable"
45,"Sula variegata","Decreciendo"
45,"Thalassarche salvini","Creciendo"
45,"Thalasseus elegans","Estable"
45,"Tringa flavipes","Estable"
46,"Charadrius collaris","Decreciendo"
46,"Charadrius modestus","Decreciendo"
46,"Charadrius nivosus","Decreciendo"
46,"Chelonia mydas","Decreciendo"
46,"Chroicocephalus serranus","Decreciendo"
46,"Coscoroba coscoroba","Decreciendo"
46,"Cryphiops caementarius","Estable"
46,"Cygnus melancoryphus","Decreciendo"
46,"Diomedea epomophora","Decreciendo"
46,"Enteroctopus megalocyathus","Decreciendo"
46,"Falco peregrinus","Estable"
46,"Geranoaetus melanoleucus","Estable"
46,"Grimothea johni","Estable"
46,"Grimothea monodon","Estable"
46,"Haematopus palliatus","Estable"
46,"Heterocarpus reedi","Estable"
46,"Heteronetta atricapilla","Estable"
46,"Ixobrychus involucris","Creciendo"
46,"Larosterna inca","Estable"
