"rgn_id","spp","catch","year"
3,"COJINOBA DEL NORTE / PIAFRI",13,2015
3,"COJINOBA DEL NORTE / PIAFRI",6,2016
3,"COJINOBA DEL NORTE / PIAFRI",10,2017
3,"COJINOBA DEL NORTE / PIAFRI",1,2018
3,"COJINOBA DEL NORTE / PIAFRI",2,2020
3,"CONGRIO COLORADO",23,2012
3,"CONGRIO COLORADO",31,2013
3,"CONGRIO COLORADO",34,2014
3,"CONGRIO COLORADO",25,2015
3,"CONGRIO COLORADO",11,2016
3,"CONGRIO COLORADO",11,2017
3,"CONGRIO COLORADO",4,2018
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",376,2012
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",389,2013
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",23,2017
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",379,2018
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",803,2019
3,"CONGRIO NEGRO",1,2017
3,"CONGRIO NEGRO",1,2018
3,"CORVINA",2,2012
3,"CORVINA",9,2013
3,"CORVINA",8,2014
3,"CORVINA",3,2015
3,"CORVINA",1,2017
3,"DORADO DE ALTURA",16,2013
3,"DORADO DE ALTURA / MAHI MAHI",4,2018
3,"DORADO DE ALTURA / MAHI MAHI",1,2019
3,"DORADO DE ALTURA / MAHI MAHI",5,2020
3,"DORADO DE ALTURA / MAHI MAHI",2,2021
3,"ERIZO",195,2012
3,"ERIZO",161,2013
3,"ERIZO",121,2014
3,"ERIZO",114,2015
3,"ERIZO",10,2016
3,"ERIZO",12,2017
3,"ERIZO",14,2018
3,"ERIZO",26,2019
3,"ERIZO",64,2020
3,"ERIZO",6,2021
3,"JAIBA MARMOLA",2,2012
3,"JAIBA MORA",29,2012
3,"JAIBA MORA",4,2013
3,"JAIBA MORA",2,2014
3,"JAIBA PELUDA O PACHONA",31,2012
3,"JAIBA PELUDA O PACHONA",39,2013
3,"JAIBA PELUDA O PACHONA",30,2014
3,"JAIBA PELUDA O PACHONA",22,2015
3,"JAIBA PELUDA O PACHONA",8,2016
3,"JAIBA PELUDA O PACHONA",1,2017
3,"JAIBA PELUDA O PACHONA",3,2018
3,"JAIBA PELUDA O PACHONA",1,2019
3,"JAIBA PELUDA O PACHONA",1,2020
3,"JAIBA REMADORA",4,2014
3,"JIBIA O CALAMAR ROJO",10,2012
3,"JIBIA O CALAMAR ROJO",4,2013
3,"JUREL",108,2012
3,"JUREL",65,2013
3,"JUREL",33,2014
3,"JUREL",3,2015
3,"JUREL",6,2016
3,"JUREL",5,2017
3,"JUREL",5,2018
3,"JUREL",9,2019
3,"JUREL",2,2021
3,"LAPA NEGRA",357,2012
3,"LAPA NEGRA",47,2013
3,"LAPA NEGRA",102,2014
3,"LAPA NEGRA",98,2015
3,"LAPA NEGRA",68,2016
3,"LAPA NEGRA",26,2017
3,"LAPA NEGRA",28,2018
3,"LAPA NEGRA",26,2019
3,"LAPA NEGRA",1,2021
3,"LAPA ROSADA",13,2012
3,"LENGUADO",1,2017
3,"LENGUADO OJOS CHICOS",1,2013
3,"LIQUEN GOMOSO",2,2013
3,"LIQUEN GOMOSO",1,2014
3,"LIQUEN GOMOSO",1,2020
3,"LISA",1,2012
3,"LUCHE",2,2013
3,"LUCHE",1,2014
3,"LUCHE",1,2015
3,"MACHA",7,2015
3,"MARLIN",1,2012
3,"MARLIN",4,2013
3,"MARLIN",14,2014
3,"MARLIN",7,2015
3,"MARLIN",8,2016
3,"MARLIN",3,2018
3,"MARLIN",1,2019
3,"MERLUZA COMUN",3,2012
3,"PEJEPERRO",5,2012
3,"PEJEPERRO",2,2013
3,"PEJEPERRO",3,2014
3,"PEJEPERRO",2,2015
3,"PEJERREY DE MAR",1,2013
3,"PEJERREY DE MAR",1,2014
3,"PEJESAPO",4,2013
3,"PEJEZORRO",2,2013
3,"PEJEZORRO",1,2015
3,"PEJEZORRO",4,2016
3,"PEJEZORRO",24,2018
3,"PEJEZORRO",1,2019
3,"PEJEZORRO",6,2020
3,"PELILLO",316,2012
3,"PELILLO",3243,2013
3,"PELILLO",1555,2014
3,"PELILLO",14,2016
3,"PELILLO",14,2017
3,"PELILLO",1,2018
3,"CHORO",26,2015
3,"CHORO",15,2016
3,"CHORO",16,2017
3,"CHORO",7,2018
3,"CHORO",15,2019
3,"CHORO",4,2020
3,"PESCADO NO CLASIFICADO",1,2015
3,"PEZ SOL",1,2015
3,"PEZ SOL",1,2017
3,"PEZ SOL",4,2018
3,"PEZ SOL",15,2019
3,"PEZ SOL",1,2020
3,"PEZ SOL",11,2021
3,"PIURE",28,2012
3,"PIURE",13,2013
3,"PIURE",3,2014
3,"PIURE",6,2015
3,"PIURE",1,2018
3,"PIURE",7,2019
3,"PULPO",225,2012
3,"PULPO",483,2013
3,"PULPO DEL NORTE",559,2014
3,"PULPO DEL NORTE",324,2015
3,"PULPO DEL NORTE",931,2016
3,"PULPO DEL NORTE",664,2017
3,"PULPO DEL NORTE",557,2018
3,"PULPO DEL NORTE",441,2019
3,"ALBACORA O PEZ ESPADA / IVI HEHEU",394,2020
