"rgn_id","spp","catch","year"
9,"CABALLA",1043,2020
9,"CABALLA",16405,2021
9,"CABINZA",21,2014
9,"CABINZA",1,2020
9,"CABRILLA",1,2012
9,"CABRILLA COMUN",1,2014
9,"CABRILLA COMUN",1,2015
9,"CABRILLA COMUN",3,2016
9,"CABRILLA COMUN",1,2020
9,"CABRILLA ESPAÑOLA",1,2014
9,"CABRILLA ESPAÑOLA",1,2016
9,"CABRILLA ESPAÑOLA",1,2019
9,"CARACOL LOCATE",2,2014
9,"CARACOL PALO PALO",1,2012
9,"CARACOL RUBIO",4,2015
9,"CARACOL TEGULA",1,2014
9,"CARACOL TEGULA",10,2016
9,"CARACOL TEGULA",1,2017
9,"CHASCA",10,2015
9,"CHICOREA DE MAR",55,2012
9,"CHICOREA DE MAR",651,2013
9,"CHICOREA DE MAR",894,2014
9,"CHICOREA DE MAR",746,2015
9,"CHICOREA DE MAR",643,2016
9,"CHICOREA DE MAR",185,2017
9,"CHICOREA DE MAR",123,2018
9,"CHICOREA DE MAR",16,2019
9,"BRECA O BILAGAY",1,2013
9,"BRECA O BILAGAY",10,2014
9,"CHORITO",1,2012
9,"CHORITO",1,2015
9,"COJINOBA DEL NORTE",2,2012
9,"COJINOBA DEL NORTE",2,2013
9,"COJINOBA DEL NORTE / PIAFRI",4,2014
9,"COJINOBA DEL NORTE / PIAFRI",12,2015
9,"COJINOBA DEL NORTE / PIAFRI",8,2016
9,"COJINOBA DEL NORTE / PIAFRI",8,2017
9,"COJINOBA DEL NORTE / PIAFRI",7,2018
9,"COJINOBA DEL NORTE / PIAFRI",1,2019
9,"CONGRIO COLORADO",44,2012
9,"CONGRIO COLORADO",34,2013
9,"CONGRIO COLORADO",49,2014
9,"CONGRIO COLORADO",56,2015
9,"CONGRIO COLORADO",45,2016
9,"ACHA O HACHA",3,2015
9,"AGUJILLA",6,2012
9,"AGUJILLA",1,2014
9,"ALBACORA O PEZ ESPADA",335,2012
9,"ALBACORA O PEZ ESPADA",175,2013
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",161,2014
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",295,2015
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",974,2016
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",764,2017
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",358,2018
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",929,2019
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",533,2020
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",397,2021
9,"ALMEJA",5,2013
9,"ALMEJA",16,2014
9,"ALMEJA",8,2015
9,"ALMEJA",2,2016
9,"ALMEJA",1,2017
9,"ALMEJA",1,2019
9,"ANCHOVETA",19290,2012
9,"ANCHOVETA",22856,2013
9,"ANCHOVETA",12680,2014
9,"ANCHOVETA",10363,2015
9,"ANCHOVETA",19428,2016
9,"ANCHOVETA",5032,2017
9,"PEZ SOL",1,2017
9,"PEZ SOL",3,2018
9,"PEZ SOL",15,2019
9,"ALBACORA O PEZ ESPADA / IVI HEHEU",570,2020
9,"ATUN ALETA AMARILLA / KAHI AVE AVE",31,2012
9,"ATUN OJOS GRANDES / KAHI MATA TATA",5,2012
9,"BONITO",2,2017
9,"CABALLA",21754,2015
9,"COJINOBA DEL NORTE / PIAFRI",2,2012
9,"COJINOBA DEL NORTE / PIAFRI",2,2013
9,"COJINOBA DEL NORTE / PIAFRI",3,2014
9,"COJINOBA DEL NORTE / PIAFRI",7,2017
9,"COJINOBA DEL NORTE / PIAFRI",4,2018
9,"CONGRIO COLORADO",36,2012
9,"CONGRIO COLORADO",31,2013
9,"CONGRIO COLORADO",42,2014
9,"CONGRIO COLORADO",54,2015
9,"CONGRIO COLORADO",43,2016
9,"CONGRIO COLORADO",21,2017
9,"CONGRIO COLORADO",40,2018
9,"CONGRIO COLORADO",18,2019
9,"CONGRIO COLORADO",7,2020
9,"CONGRIO COLORADO",7,2021
9,"DORADO DE ALTURA / MAHI MAHI",15,2018
9,"ERIZO",82,2012
9,"ERIZO",117,2014
9,"ROLLIZO",1,2020
9,"SARDINA COMUN",3,2012
9,"SARDINA ESPAÑOLA",1,2014
9,"SARDINA ESPAÑOLA",2,2015
9,"SARDINA ESPAÑOLA",8,2017
9,"SARDINA ESPAÑOLA",289,2018
9,"SARDINA ESPAÑOLA",549,2019
9,"SARDINA ESPAÑOLA",347,2020
9,"SARDINA ESPAÑOLA",222,2021
9,"SARGO",1,2012
9,"SIERRA",2,2012
9,"TIBURON NARIGON GRIS",1,2017
9,"TIBURON O MARRAJO",26,2012
9,"TIBURON O MARRAJO",49,2013
9,"TIBURON O MARRAJO DENTUDO",49,2014
9,"TIBURON O MARRAJO DENTUDO",70,2015
9,"TIBURON O MARRAJO DENTUDO",11,2016
9,"TIBURON O MARRAJO DENTUDO",24,2017
9,"TIBURON O MARRAJO DENTUDO",24,2018
9,"TIBURON O MARRAJO DENTUDO",16,2019
9,"TIBURON O MARRAJO DENTUDO",41,2020
9,"TIBURON O MARRAJO DENTUDO",17,2021
9,"TIBURON SARDINERO",1,2019
9,"TOLLO",1,2014
9,"TOLLO",1,2016
9,"TOMOYO",1,2018
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",24,2012
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",7,2013
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",6,2014
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",16,2015
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",49,2016
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",87,2017
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",23,2018
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",49,2019
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",67,2020
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",10,2021
9,"VIEJA O MULATA",6,2014
9,"VIEJA O MULATA",6,2015
9,"VIEJA O MULATA",2,2016
9,"VIEJA O MULATA",2,2019
9,"VIEJA O MULATA",1,2020
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",76,2017
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",22,2018
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",48,2019
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",65,2020
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",9,2021
9,"LOCO",45,2017
9,"LOCO",27,2018
9,"LOCO",42,2019
9,"LOCO",25,2020
9,"LOCO",15,2021
9,"LUCHE",2,2012
9,"LUCHE",5,2014
9,"CHICOREA DE MAR",13,2020
9,"CHICOREA DE MAR",33,2021
9,"CHOLGA",1,2013
9,"LUCHE",1,2020
9,"LUCHE",3,2021
9,"LUGA-ROJA",54,2016
9,"LUGA CUCHARA O CORTA",11,2018
9,"LUGA NEGRA O CRESPA",8,2018
9,"LUGA NEGRA O CRESPA",39,2019
9,"MACHUELO O TRITRE",40,2019
9,"MARLIN",4,2014
9,"MARLIN",5,2015
9,"MARLIN",9,2016
9,"MARLIN",1,2017
9,"MARLIN",3,2019
9,"MARLIN",1,2020
9,"MARLIN",1,2021
9,"MARLIN RAYADO",1,2019
9,"MARLIN RAYADO",4,2020
9,"MARLIN RAYADO",1,2021
9,"MERLUZA COMUN",1,2015
9,"MERLUZA COMUN",1,2017
9,"MERLUZA COMUN",2,2018
9,"PEJEPERRO",1,2012
9,"PEJEPERRO",3,2014
9,"PEJEPERRO",4,2015
9,"PEJESAPO",1,2012
9,"PEJEZORRO",3,2017
9,"PEJEZORRO",6,2018
9,"PEJEZORRO",20,2019
9,"PEJEZORRO",3,2020
9,"PELILLO",217,2012
9,"PELILLO",303,2013
9,"PELILLO",1460,2014
9,"PELILLO",1783,2015
9,"PELILLO",968,2016
9,"PELILLO",817,2017
9,"PELILLO",544,2018
9,"PELILLO",395,2019
9,"PELILLO",479,2020
9,"PELILLO",219,2021
9,"PESCADO NO CLASIFICADO",3,2012
9,"PESCADO NO CLASIFICADO",1,2014
9,"PESCADO NO CLASIFICADO",5,2015
9,"LENGUADO DE OJOS CHICOS",11,2012
9,"PEZ SOL",4,2020
9,"PEZ SOL",2,2021
9,"PICOROCO",1,2016
9,"LOCO",10,2014
9,"LOCO",9,2015
9,"LOCO",30,2016
9,"LOCO",19,2017
9,"LOCO",6,2018
9,"LOCO",13,2019
9,"LOCO",4,2020
9,"LOCO",4,2021
9,"PEJEZORRO",4,2020
9,"PELILLO",967,2016
9,"PIURE",11,2016
9,"PULPO DEL NORTE",221,2017
9,"PULPO DEL NORTE",207,2018
9,"PULPO DEL NORTE",490,2019
9,"PULPO DEL NORTE",9,2020
9,"ROLLIZO",6,2014
9,"TIBURON O MARRAJO DENTUDO",26,2012
9,"TIBURON O MARRAJO DENTUDO",49,2013
9,"JIBIA O CALAMAR ROJO",113,2013
9,"JIBIA O CALAMAR ROJO",144,2014
9,"ERIZO",189,2015
9,"ERIZO",40,2018
9,"ERIZO",10,2019
9,"ERIZO",11,2021
9,"JAIBA PELUDA O PACHONA",23,2016
9,"JUREL",16036,2015
9,"JUREL",11433,2017
9,"JUREL",5788,2020
9,"JUREL",28303,2021
9,"LAPA NEGRA",416,2012
9,"LAPA NEGRA",105,2013
9,"LAPA NEGRA",117,2014
9,"LAPA NEGRA",67,2015
9,"LAPA NEGRA",83,2016
9,"LAPA NEGRA",128,2017
9,"LAPA NEGRA",92,2018
9,"JUREL",28304,2021
9,"LIQUEN GOMOSO",3898,2021
9,"LOCO",7,2012
9,"LOCO",23,2013
9,"LAPA NEGRA",422,2012
9,"LAPA NEGRA",144,2013
9,"LAPA NEGRA",136,2014
9,"LAPA NEGRA",69,2015
9,"LAPA NEGRA",86,2016
9,"LAPA NEGRA",143,2017
9,"LAPA NEGRA",93,2018
9,"LAPA NEGRA",4,2020
9,"LAPA NEGRA",5,2021
9,"LAPA REINA",1,2016
9,"LAPA ROSADA",1,2012
9,"LAPA ROSADA",1,2014
9,"LENGUADO OJOS CHICOS",11,2012
9,"LIQUEN GOMOSO",50,2013
9,"LIQUEN GOMOSO",403,2014
9,"LIQUEN GOMOSO",902,2015
9,"LIQUEN GOMOSO",239,2016
9,"LIQUEN GOMOSO",610,2017
9,"TIBURON O MARRAJO DENTUDO",22,2018
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",5,2014
9,"VIDRIOLA, PALOMETA, DORADO O TOREMO",45,2016
9,"LOCO",17,2012
9,"LOCO",42,2013
9,"LOCO",31,2014
9,"LOCO",23,2015
9,"LOCO",60,2016
9,"JIBIA O CALAMAR ROJO",32,2021
9,"JUREL",1447,2012
9,"JUREL",3009,2013
9,"JUREL",4115,2014
9,"JUREL",16038,2015
9,"JUREL",7395,2016
9,"JUREL",11435,2017
9,"LUCHE",10,2015
9,"LUCHE",5,2016
9,"LUCHE",3,2018
9,"JIBIA O CALAMAR ROJO",3,2015
9,"LANGOSTINO AMARILLO",1,2016
9,"LANGOSTINO COLORADO",1,2018
9,"LAPA BONETE",1,2016
9,"LIQUEN GOMOSO",3900,2021
9,"LIQUEN GOMOSO",1045,2018
9,"LIQUEN GOMOSO",2366,2019
9,"LIQUEN GOMOSO",3075,2020
9,"JIBIA O CALAMAR ROJO",448,2019
9,"JUREL",5743,2020
9,"JIBIA O CALAMAR ROJO",12,2016
9,"JIBIA O CALAMAR ROJO",7,2017
9,"JUREL",6260,2018
9,"JUREL",5318,2019
10,"ERIZO",2,2014
10,"PULPO",6,2012
10,"CORVINA",1,2018
10,"PESCADO NO CLASIFICADO",1,2014
10,"ERIZO",21,2012
10,"PULPO",4,2013
10,"CARACOL LOCATE",10,2014
10,"ERIZO",12,2013
10,"ERIZO",166,2020
10,"ERIZO",104,2019
10,"ERIZO",4,2018
10,"BONITO",4,2020
10,"BONITO",9,2019
10,"BONITO",1,2013
10,"ERIZO",6,2017
10,"CORVINA",1,2015
10,"CARACOL LOCATE",1,2017
10,"CHORO",2,2014
10,"ANCHOVETA",37,2013
10,"CHOLGA",1,2014
10,"LAPA NEGRA",3,2014
10,"ALMEJA",2,2013
10,"ERIZO",32,2021
10,"CHOLGA",2,2013
10,"CHOLGA",1,2019
10,"PULPO DEL NORTE",4,2018
10,"CHORO",1,2013
10,"PULPO DEL NORTE",4,2017
10,"CARACOL LOCATE",5,2020
10,"PULPO DEL NORTE",3,2021
10,"CHORO",1,2017
10,"CHORO",2,2012
10,"LAPA NEGRA",1,2012
10,"PULPO DEL NORTE",3,2014
10,"ALMEJA",3,2014
10,"PULPO DEL NORTE",3,2019
10,"PULPO DEL NORTE",1,2016
10,"LAPA NEGRA",5,2013
10,"PULPO DEL NORTE",3,2020
11,"CONGRIO COLORADO",5,2012
11,"LAPA REINA",8,2016
11,"LAPA ROSADA",1,2019
11,"COCHAYUYO",370,2021
11,"CONGRIO COLORADO",8,2013
11,"COCHAYUYO",260,2019
11,"LAPA REINA",1,2019
11,"LUCHE",1,2016
11,"LAPA REINA",4,2017
11,"PEJEGALLO",2,2016
11,"CONGRIO COLORADO",4,2017
11,"LAPA ROSADA",1,2012
11,"MERLUZA COMUN",2,2021
11,"LAPA NEGRA",1,2020
11,"LAPA NEGRA",1,2021
11,"COCHAYUYO",232,2016
11,"COCHAYUYO",242,2017
11,"COCHAYUYO",327,2018
11,"CONGRIO COLORADO",5,2016
11,"LOCO",2,2012
11,"CONGRIO COLORADO",9,2018
11,"LAPA REINA",5,2015
11,"MERLUZA COMUN",1,2020
11,"LOCO",43,2021
11,"CONGRIO COLORADO",3,2015
11,"LUGA CUCHARA O CORTA",2,2015
11,"COCHAYUYO",378,2020
11,"CONGRIO COLORADO",8,2014
11,"CHASCA",3,2017
11,"LOCO",5,2013
11,"LOCO",12,2017
11,"LAPA NEGRA",2,2018
11,"LUGA CUCHARA O CORTA",6,2014
11,"CHASCA",9,2018
11,"LOCO",27,2020
11,"CHASCA",3,2020
11,"LOCO",7,2018
11,"CHASCA",5,2021
11,"CHASCA",12,2019
11,"CHICOREA DE MAR",4,2013
11,"MERLUZA COMUN",2,2019
11,"CHASCA",3,2015
11,"LAPA ROSADA",1,2021
11,"LAPA NEGRA",4,2019
11,"LUGA CUCHARA O CORTA",5,2013
11,"JAIBA MORA",1,2012
11,"CHASCA",8,2016
11,"ERIZO",1,2021
11,"JUREL",1,2015
11,"LOCO",2,2016
11,"VIDRIOLA, PALOMETA, DORADO O TOREMO",1,2018
11,"LAPA ROSADA",1,2020
11,"COCHAYUYO",273,2014
11,"LAPA NEGRA",14,2016
11,"LAPA NEGRA",4,2017
11,"ERIZO",2,2019
11,"ERIZO",1,2020
11,"JAIBA LIMON",1,2018
11,"COCHAYUYO",119,2012
11,"CONGRIO COLORADO",5,2019
11,"CHICOREA DE MAR",1,2012
11,"LUGA CUCHARA O CORTA",1,2021
11,"MERLUZA COMUN",5,2018
11,"LAPA NEGRA",5,2013
11,"COCHAYUYO",211,2015
11,"COCHAYUYO",189,2013
11,"ERIZO",3,2018
11,"CHASCA",15,2014
11,"CHASCA",11,2013
11,"ERIZO",6,2016
11,"MERLUZA COMUN",1,2017
11,"LAPA NEGRA",8,2012
11,"LUGA NEGRA O CRESPA",1,2015
11,"JIBIA O CALAMAR ROJO",3,2020
11,"CONGRIO NEGRO",2,2019
11,"LAPA NEGRA",7,2015
11,"CHASCA",2,2012
11,"LOCO",12,2019
11,"JAIBA MORA",1,2013
11,"MERLUZA COMUN",3,2014
11,"CARACOL TEGULA",1,2013
11,"CARACOL LOCATE",1,2014
11,"LAPA NEGRA",6,2014
11,"CONGRIO COLORADO",2,2020
11,"CONGRIO COLORADO",2,2021
11,"CARACOL PALO PALO",2,2012
11,"CONGRIO NEGRO",1,2015
11,"CONGRIO NEGRO",1,2017
11,"CONGRIO NEGRO",1,2014
11,"CONGRIO NEGRO",1,2012
12,"ROBALO",7,2013
12,"COCHAYUYO",7,2021
12,"ROBALO",11,2012
12,"CORVINA",1,2013
12,"CORVINA",2,2012
12,"LUGA NEGRA O CRESPA",40,2013
12,"COCHAYUYO",1,2017
12,"ROBALO",4,2014
12,"LUCHE",1,2017
12,"COCHAYUYO",5,2019
13,"ROBALO",4,2013
13,"LUGA NEGRA O CRESPA",11,2019
13,"PIURE",1,2019
13,"ROBALO",2,2016
13,"LUCHE",1,2015
13,"COCHAYUYO",74,2013
13,"LUGA NEGRA O CRESPA",1,2020
13,"PIURE",1,2014
13,"ROBALO",1,2015
13,"ERIZO",2,2013
13,"ROBALO",2,2017
13,"LUCHE",2,2019
13,"COCHAYUYO",2,2012
13,"ROBALO",5,2014
13,"LUCHE",3,2018
13,"CHORO",6,2015
13,"PIURE",1,2017
13,"LUGA-ROJA",1,2019
13,"CHORO",12,2017
13,"LUGA NEGRA O CRESPA",1,2017
13,"CHORO",1,2019
13,"LUGA NEGRA O CRESPA",5,2018
13,"COCHAYUYO",12,2021
13,"LUCHE",2,2014
13,"CORVINA",2,2014
13,"COCHAYUYO",168,2014
13,"PIURE",2,2013
13,"CHORO",7,2016
13,"CHORO",7,2014
13,"LUGA-ROJA",28,2013
13,"LUGA-ROJA",3,2014
13,"CHORO",2,2018
13,"LUGA NEGRA O CRESPA",4,2015
13,"LUGA NEGRA O CRESPA",3,2013
13,"LUGA NEGRA O CRESPA",13,2014
13,"LUCHE",1,2020
13,"LAPA NEGRA",6,2016
13,"LUGA-ROJA",1,2012
13,"LUGA NEGRA O CRESPA",7,2016
13,"LUGA-ROJA",1,2017
13,"PIURE",1,2015
13,"LUGA CUCHARA O CORTA",1,2013
13,"COCHAYUYO",164,2015
13,"LUGA CUCHARA O CORTA",1,2019
13,"LUGA-ROJA",3,2015
13,"CORVINA",2,2013
13,"COCHAYUYO",31,2020
13,"COCHAYUYO",109,2019
13,"PESCADO NO CLASIFICADO",1,2014
13,"COCHAYUYO",129,2016
13,"LUGA-ROJA",4,2016
13,"COCHAYUYO",31,2018
13,"COCHAYUYO",29,2017
14,"LAPA NEGRA",1,2013
14,"CHASCA",286,2014
14,"LUGA CUCHARA O CORTA",1,2016
14,"COCHAYUYO",1,2017
14,"COCHAYUYO",2,2015
14,"CHASCA",10,2013
14,"LUGA CUCHARA O CORTA",1,2012
14,"CHASCA",5,2015
15,"COCHAYUYO",10,2021
15,"CARACOL TEGULA",1,2015
15,"COCHAYUYO",12,2020
15,"CARACOL TEGULA",2,2013
15,"LAPA ROSADA",2,2014
15,"CABRILLA ESPAÑOLA",2,2016
15,"LAPA ROSADA",1,2013
15,"CONGRIO NEGRO",17,2017
15,"LAPA ROSADA",1,2015
15,"SIERRA",2,2018
15,"CONGRIO COLORADO",10,2013
15,"COCHAYUYO",34,2016
15,"SIERRA",6,2016
15,"COCHAYUYO",43,2018
15,"LAPA ROSADA",4,2012
15,"CONGRIO NEGRO",8,2016
15,"COCHAYUYO",78,2017
15,"CABRILLA COMUN",8,2021
15,"VIDRIOLA, PALOMETA, DORADO O TOREMO",2,2021
15,"CARACOL TEGULA",3,2016
15,"SIERRA",2,2015
15,"CONGRIO COLORADO",5,2014
15,"COCHAYUYO",40,2014
15,"COCHAYUYO",3,2019
15,"LAPA REINA",1,2021
15,"COCHAYUYO",81,2013
15,"CONGRIO COLORADO",7,2015
15,"LAPA REINA",2,2016
15,"CABRILLA COMUN",9,2020
15,"TOLLO",1,2017
15,"LAPA NEGRA",21,2014
15,"LAPA NEGRA",16,2015
15,"CONGRIO NEGRO",33,2018
15,"LAPA REINA",4,2019
15,"LAPA REINA",1,2020
15,"JAIBA PELUDA O PACHONA",1,2012
15,"COCHAYUYO",76,2015
15,"COJINOBA DEL NORTE / PIAFRI",2,2013
15,"COJINOBA DEL NORTE / PIAFRI",1,2016
15,"LAPA REINA",2,2015
15,"CONGRIO COLORADO",12,2012
15,"TOLLO",1,2012
15,"LAPA NEGRA",32,2013
15,"SIERRA",2,2013
15,"LAPA REINA",5,2017
15,"LAPA REINA",4,2018
15,"CONGRIO NEGRO",17,2021
15,"ERIZO",24,2012
15,"ERIZO",15,2013
15,"JIBIA O CALAMAR ROJO",204,2012
15,"TIBURON O MARRAJO DENTUDO",16,2017
15,"LAPA REINA",2,2014
15,"TIBURON O MARRAJO DENTUDO",5,2020
15,"CABRILLA COMUN",28,2019
15,"CONGRIO NEGRO",14,2015
15,"SIERRA",1,2012
15,"JIBIA O CALAMAR ROJO",893,2017
15,"VIDRIOLA, PALOMETA, DORADO O TOREMO",4,2016
15,"VIDRIOLA, PALOMETA, DORADO O TOREMO",3,2017
15,"SIERRA",14,2020
15,"SIERRA",4,2021
15,"COCHAYUYO",21,2012
15,"ERIZO",18,2014
15,"TIBURON O MARRAJO DENTUDO",2,2012
15,"TIBURON O MARRAJO DENTUDO",11,2019
15,"CABRILLA COMUN",21,2018
15,"JIBIA O CALAMAR ROJO",1405,2015
15,"REINETA",3,2021
15,"JIBIA O CALAMAR ROJO",1603,2016
15,"JUREL",4,2021
15,"LAPA NEGRA",32,2012
15,"AZULEJO",1,2016
15,"LAPA NEGRA",1,2016
15,"CONGRIO NEGRO",29,2019
15,"CONGRIO NEGRO",27,2020
15,"JAIBA LIMON",11,2012
15,"JAIBA LIMON",6,2013
15,"TIBURON O MARRAJO DENTUDO",72,2016
15,"TIBURON O MARRAJO DENTUDO",25,2018
15,"ERIZO",10,2016
15,"CABRILLA COMUN",12,2017
15,"JUREL",4,2020
15,"ERIZO",9,2017
15,"ERIZO",13,2018
15,"ERIZO",13,2019
15,"ERIZO",3,2020
15,"ERIZO",2,2021
15,"CONGRIO COLORADO",2,2017
15,"LAPA NEGRA",3,2017
15,"LAPA NEGRA",4,2018
15,"JIBIA O CALAMAR ROJO",70,2013
15,"ERIZO",17,2015
15,"LAPA REINA",8,2012
15,"LAPA NEGRA",5,2021
15,"LAPA REINA",3,2013
15,"ANGUILA BABOSA",83,2020
15,"ATUN ALETA LARGA",1,2021
15,"JIBIA O CALAMAR ROJO",494,2018
15,"LAPA ROSADA",1,2017
15,"CONGRIO COLORADO",3,2016
15,"AZULEJO",3,2018
15,"BLANQUILLO",1,2012
15,"BLANQUILLO",1,2015
15,"LAPA NEGRA",13,2019
15,"JIBIA O CALAMAR ROJO",1189,2014
15,"JAIBA MARMOLA",1,2012
15,"CONGRIO NEGRO",20,2012
15,"CABRILLA",3,2013
15,"CABRILLA COMUN",1,2016
15,"REINETA",1,2018
15,"AZULEJO",4,2012
15,"LOCO",12,2021
15,"AZULEJO",3,2017
15,"MERLUZA COMUN",39,2012
15,"MERLUZA COMUN",19,2013
15,"CONGRIO COLORADO",4,2018
15,"CABALLA",3,2012
15,"LAPA NEGRA",4,2020
15,"CABALLA",2,2016
15,"MERLUZA COMUN",15,2018
15,"CONGRIO NEGRO",16,2013
15,"CONGRIO NEGRO",11,2014
15,"JUREL",1,2018
15,"REINETA",2,2020
15,"LOCO",12,2020
15,"JIBIA O CALAMAR ROJO",91,2019
15,"JAIBA LIMON",1,2015
15,"MERLUZA COMUN",4,2017
15,"MERLUZA COMUN",15,2014
15,"MERLUZA COMUN",51,2015
15,"MERLUZA COMUN",1,2020
15,"MERLUZA COMUN",2,2021
15,"CONGRIO COLORADO",3,2020
15,"CABRILLA",5,2012
15,"LAPA ROSADA",3,2019
15,"CABALLA",1,2013
15,"LOCO",3,2019
15,"LOCO",5,2018
15,"LOCO",5,2015
15,"JUREL",1,2016
15,"CONGRIO COLORADO",6,2019
15,"JIBIA O CALAMAR ROJO",431,2021
15,"LOCO",6,2017
15,"JUREL",3,2012
15,"JUREL",1,2017
15,"REINETA",5,2012
15,"ANGUILA BABOSA",6,2019
15,"LOCO",8,2016
15,"MERLUZA COMUN",7,2016
15,"JUREL",2,2015
15,"LOCO",2,2013
15,"JIBIA O CALAMAR ROJO",242,2020
15,"MERLUZA COMUN",2,2019
15,"JUREL",2,2013
15,"LOCO",5,2012
15,"LAPA ROSADA",3,2021
16,"LUGA NEGRA O CRESPA",11932,2013
16,"LUGA NEGRA O CRESPA",12307,2014
16,"LUGA CUCHARA O CORTA",11,2021
16,"LUGA NEGRA O CRESPA",13043,2012
16,"MACHA",106,2015
16,"MACHA",152,2016
16,"LUGA NEGRA O CRESPA",16755,2015
16,"MACHA",308,2014
16,"LUGA NEGRA O CRESPA",15549,2016
16,"LUGA NEGRA O CRESPA",9637,2017
16,"MACHA",713,2017
16,"MACHA",233,2018
16,"LUGA CUCHARA O CORTA",41,2018
16,"LUGA NEGRA O CRESPA",5563,2021
16,"MACHA",666,2012
16,"MACHA",814,2013
16,"ALMEJA",2327,2017
16,"ALMEJA",2101,2018
16,"ALMEJA",1835,2019
16,"ALMEJA",643,2020
16,"ALMEJA",737,2021
16,"ANCHOVETA",5,2017
16,"ANCHOVETA",2,2018
16,"LUGA NEGRA O CRESPA",9500,2018
16,"LUGA NEGRA O CRESPA",10255,2019
16,"LUGA NEGRA O CRESPA",6323,2020
16,"JAIBA MORA",16,2013
16,"JAIBA PANCHOTE O CANGREJO",1,2021
16,"JIBIA O CALAMAR ROJO",1,2021
16,"JULIANA O TAWERA",7397,2012
16,"JULIANA O TAWERA",4893,2013
16,"JULIANA O TAWERA",5054,2014
16,"JULIANA O TAWERA",3748,2015
16,"JULIANA O TAWERA",1894,2016
16,"JULIANA O TAWERA",1458,2017
16,"JULIANA O TAWERA",828,2018
16,"JULIANA O TAWERA",619,2019
16,"JULIANA O TAWERA",334,2020
16,"JULIANA O TAWERA",117,2021
16,"JUREL",20,2012
16,"LAPA NEGRA",8,2014
16,"LAPA NEGRA",3,2018
16,"LAPA NEGRA",1,2021
16,"LOCO",2,2021
16,"LUCHE",1,2014
16,"LUCHE",1,2016
16,"LUCHE",6,2017
16,"LUCHE",31,2018
16,"LUCHE",30,2019
16,"LUCHE",1,2020
16,"LUCHE",4,2021
16,"LUGA-ROJA",423,2012
16,"LUGA-ROJA",1333,2013
16,"LUGA-ROJA",306,2014
16,"LUGA-ROJA",1785,2015
16,"LUGA-ROJA",1146,2016
16,"LUGA-ROJA",948,2017
16,"LUGA-ROJA",727,2018
16,"LUGA-ROJA",1720,2019
16,"LUGA-ROJA",442,2020
16,"LUGA-ROJA",807,2021
16,"LUGA CUCHARA O CORTA",25,2012
16,"LUGA CUCHARA O CORTA",363,2013
16,"LUGA CUCHARA O CORTA",941,2014
16,"LUGA CUCHARA O CORTA",547,2015
16,"LUGA CUCHARA O CORTA",740,2016
16,"LUGA CUCHARA O CORTA",10,2017
16,"JAIBA MARMOLA",642,2012
16,"JAIBA MARMOLA",277,2013
16,"LUGA CUCHARA O CORTA",30,2019
16,"LUGA CUCHARA O CORTA",21,2020
16,"ROBALO",6,2021
16,"ROLLIZO",1,2015
16,"ROLLIZO",2,2016
16,"ROLLIZO",1,2017
16,"ROLLIZO",3,2018
16,"ROLLIZO",2,2019
16,"ROLLIZO",4,2020
16,"ROLLIZO",1,2021
16,"SARDINA AUSTRAL",2,2013
16,"SARDINA AUSTRAL",29,2014
16,"SARDINA AUSTRAL",2,2015
16,"SARDINA AUSTRAL",99,2016
16,"SARDINA AUSTRAL",288,2017
16,"SARDINA AUSTRAL",259,2018
16,"SARDINA AUSTRAL",666,2019
16,"SARDINA AUSTRAL",127,2020
16,"SARDINA AUSTRAL",154,2021
16,"SARDINA COMUN",136,2014
16,"SARDINA COMUN",15,2015
16,"SARDINA COMUN",2,2016
16,"SARDINA COMUN",34,2017
16,"ALMEJA",1636,2012
16,"ALMEJA",879,2013
16,"ALMEJA",2157,2014
16,"ALMEJA",2651,2015
16,"ALMEJA",1926,2016
16,"JAIBA MARMOLA",1493,2012
16,"JAIBA MARMOLA",966,2013
16,"JAIBA MARMOLA",1241,2014
16,"JAIBA MARMOLA",1274,2015
16,"JAIBA MARMOLA",1628,2016
