"rgn_id","resilience_score"
1,0.00452485240008677
2,0.0039346997634593
3,0.0642084674859772
4,0.0188021732478032
5,0.00930568593979655
6,0.000278582748251244
7,0.00130958474704001
8,0.000321745807782544
9,0.00234279332688446
10,0.018019271033628
11,0.00305722149326959
12,0.00193223709572862
13,0.00245996132766975
14,0.00405678657542127
15,0.00286406322211233
16,0.00454451274237495
17,0.00642892143706017
18,0.00569723458791089
19,0.00315682802437766
20,0.00530469164654766
21,0.00791328140470392
22,0.00572267191658755
23,0.00551800891588503
24,0.00250031126602492
25,0.00245403100938097
26,0.00259280258002951
27,0.00178652226566938
28,0.0015177827887878
29,0.00172717658232105
30,0.00399294583050666
31,0.00828344133551749
32,0.00351233146901628
33,0.00491463320089417
34,0.00735759459376725
35,0.00718030058186159
36,0.00332175736528988
37,0.00273958738939392
38,0.0116364812535562
39,0.00309081919778205
40,0.00144039398019292
41,0.0106125377164936
42,0.00325207522204622
43,0.00258349205157556
44,0.0100600765912509
45,0.0017742197160653
46,0.00240924439323234
47,0.0019154442061824
48,1
49,0.00201525802251053
50,0.00609074404094448
51,0.004297067519319
52,0.00261192788057684
53,0.00207516699046829
54,0.00313903693560174
55,0.00269132940879201
56,0.00200082543183221
57,0.00226809334599023
58,0.00467768645302107
59,0.00412381669162635
60,0.00771841785550838
61,0.00200146808697299
62,0.00765424218682598
63,0.00506846875530423
64,0.00699959210778006
65,0.00165941277766467
66,0.00558151731487434
67,0.00397667689810419
68,0.024704679564858
69,0.00430817462526554
70,0.00172020316810267
71,0.00207853541919286
72,0.00287263661818576
73,0.00775344786383437
74,0.00200436586437186
75,0.0055911046921225
76,0.00401428554716599
77,0.00364743812586448
78,0.00635728349669167
79,0.00320879943861344
80,0.00221044886834366
81,0.0936789685234656
82,0.00335296817778686
83,0.00195976657696188
84,0.0187135688394011
85,0.00422166921305588
86,0.00124056792442084
87,0.0113488711802035
88,0.00158584750577294
89,0.00320094376780094
90,0.00246510200894906
91,0.0498308783776833
92,0.00269924431753857
93,0.00174420642048448
94,0.00305483006805659
95,0.00214956870908307
96,0.0189550038277886
97,0.0245876384151303
98,0.00438015392187805
99,0.00174522428709802
100,0.00224913467071802
101,0.00820192448713032
102,0.00192100317732073
103,0.0188795277997961
