"rgn_id","resilience_score"
89,0.115529668958957
3,0.115529668958957
58,0.115529668958957
93,0.115529668958957
94,0.417257190242095
90,0.417257190242095
82,0.417257190242095
13,0.417257190242095
10,0.618698202146973
5,0.618698202146973
42,0.167726856845964
36,0.167726856845964
18,0.167726856845964
27,0.167726856845964
9,0.167726856845964
38,0.0242106002572042
6,0.0242106002572042
21,0.0242106002572042
97,0.0242106002572042
92,0.205444418807667
49,0.205444418807667
4,0.205444418807667
40,0.205444418807667
12,0.205444418807667
52,0.205444418807667
95,0.205444418807667
86,0.205444418807667
88,0.205444418807667
65,0.205444418807667
29,0.205444418807667
55,0.205444418807667
28,0.18602240050509
61,0.18602240050509
44,0.18602240050509
54,0.18602240050509
11,0.18602240050509
46,0.18602240050509
78,0.0655099135563825
77,0.0655099135563825
20,0.0655099135563825
23,0.0655099135563825
76,0.0655099135563825
33,0.0655099135563825
71,0.0655099135563825
53,0.0655099135563825
75,0.0655099135563825
73,0.0655099135563825
80,0.0655099135563825
85,0.0655099135563825
16,0.0655099135563825
31,0.0655099135563825
39,0.0655099135563825
8,0.0655099135563825
57,0.0655099135563825
70,0.0655099135563825
37,0.0655099135563825
74,0.0655099135563825
2,0.0655099135563825
17,0.0655099135563825
56,0.596407253609139
99,0.596407253609139
30,0.596407253609139
47,0.596407253609139
81,0.0112853044731044
59,0.0112853044731044
68,0.0112853044731044
7,0.0112853044731044
91,0.0112853044731044
96,0.0112853044731044
67,0.0112853044731044
72,0.0112853044731044
84,0.0112853044731044
48,0.0112853044731044
64,0.342641310747015
26,0.342641310747015
101,0.342641310747015
19,0.342641310747015
32,0.342641310747015
50,0.342641310747015
24,0.565760207944806
98,0.565760207944806
22,0.565760207944806
63,0.497296211361233
66,0.497296211361233
51,0.497296211361233
60,0.497296211361233
43,0.209412651332082
41,0.209412651332082
83,0.389094089508631
62,0.389094089508631
45,0.389094089508631
14,0.389094089508631
87,0.389094089508631
102,0.389094089508631
25,0.389094089508631
79,0.389094089508631
69,0.389094089508631
103,0.389094089508631
34,0.389094089508631
1,0.389094089508631
15,0.389094089508631
35,0.389094089508631
100,0.389094089508631
