"rgn_id","resilience_score"
1,0.00122850122850123
2,0.0078789135392909
3,0.00611353711790393
4,0.000649814802781207
5,0.000280898876404494
6,0.00735294117647059
7,0.00213219616204691
8,0.00317523318118674
9,0.00242175856929955
10,0.015625
11,0.00411946446961895
12,0
13,0.0769230769230769
14,0
15,0.00134048257372654
16,0.00217391304347826
17,0.130434782608696
18,0.00909090909090909
19,0.0018796992481203
20,0.0078125
21,0.00599315068493151
22,0.0060790273556231
23,0.107142857142857
24,1
25,0.00267379679144385
26,0.000501504513540622
27,0
28,0.000741427247451344
29,0.000527983104540655
30,0.0022310361923649
31,1
32,0
33,0.000732332478945441
34,0.000478240076518412
35,0.25
36,0.00316455696202532
37,0
38,0.000664893617021277
39,0.00559179869524697
40,0.0315789473684211
41,0.00458715596330275
42,0.005380476556495
43,0.00210687607737981
44,0.00759493670886076
45,0.00193236714975845
46,0
47,0
48,0
49,0.000538535184298708
50,0.000391491582930967
51,0
52,0
53,0
54,0.00346820809248555
55,0.00260416666666667
56,0.00283085633404105
57,0.00191204588910134
58,0.00160320641282565
59,0.00214592274678112
60,0.0731707317073171
61,0.00429645542427497
62,0.0011142061281337
63,0.00149253731343284
64,0.000652599521427018
65,0.00266240681576145
66,0.00110253583241455
67,0.00315955766192733
68,0
69,0.00282485875706215
70,0.0141342756183746
71,0
72,0.00530503978779841
73,0.0357142857142857
74,0.133333333333333
75,0.00164473684210526
76,0.00198019801980198
77,0.00841968911917098
78,0.148148148148148
79,0.00106467926537131
80,0
81,0.0142857142857143
82,0.0714285714285714
83,0.000341724569996583
84,0
85,0.0214592274678112
86,0
87,0
88,0.000759685996454799
89,0.0108254397834912
90,0
91,0
92,0.0129032258064516
93,0.00569105691056911
94,0.000925640234495526
95,0.00261848651479445
96,0
97,0.0526315789473684
98,0
99,0.00275229357798165
100,0.000798562587342783
101,0.00290275761973875
102,0.0144927536231884
103,0.0104166666666667
