"rgn_id","year","status"
1,2017,0.530707480186783
1,2018,0.484148536315612
1,2019,0.206834122014176
1,2020,0.237829668804924
1,2021,0.306232494677586
2,2017,0.479353500145337
2,2018,0.143450730926734
2,2019,0.201767274009277
2,2020,0.335766061995504
2,2021,0.199035204378268
3,2017,0.480341602183487
3,2018,0.284957361038148
3,2019,0.133243847659436
3,2020,0.243081084416131
3,2021,0.218336768470474
4,2017,0.279598125755001
4,2018,0.445677295254357
4,2019,0.218373497179438
4,2020,0.30104671760896
4,2021,0.222289962621578
5,2017,0.071138739793772
5,2018,0.415471245977998
5,2019,0.113529054216787
5,2020,0.368998897191089
5,2021,0.475807835391043
6,2017,0.428932834181453
6,2018,0.114692147348715
6,2019,0.242006943150734
6,2020,0.257576662337477
6,2021,0.36846193341826
7,2017,0.51775938750106
7,2018,0.718778638874082
7,2019,0.448832399390249
7,2020,0.546655961643568
7,2021,0.307722379020273
8,2017,0.494346168890717
8,2018,0.184388846505614
8,2019,0.137873851212625
8,2020,0.348729388079297
8,2021,0.409193865958022
9,2017,0.507724803740697
9,2018,0.30266608419902
9,2019,0.132004524279653
9,2020,0.208739514196731
9,2021,0.329941091992667
10,2017,0.243485955476368
10,2018,0.117360632964856
10,2019,0.366685979081734
10,2020,0.488349082969251
10,2021,0.268485076386505
11,2017,0.614058127234975
11,2018,0.369377298511561
11,2019,0.241049044524743
11,2020,0.453472060195994
11,2021,0.499411482000645
12,2017,0.37213944969109
12,2018,0.0660852199708627
12,2019,0.245246510314065
12,2020,0.00855127991559775
12,2021,0.344700198920148
13,2017,0.442380280974545
13,2018,0.307430027461488
13,2019,0.441238209474258
13,2020,0.282319721337725
13,2021,0.171847153977874
14,2017,0.465779370405088
14,2018,0.170236253089416
14,2019,0.00245181890751512
14,2020,0.0199169051198733
14,2021,0.0396695129697783
15,2017,0.504510887515497
15,2018,0.297271555072853
15,2019,0.20225408888651
15,2020,0.23538935025635
15,2021,0.232645768680025
16,2017,0.252113904410612
16,2018,0.495848892494206
16,2019,0.201762557747168
16,2020,0.168375067673968
16,2021,0.502380814433945
17,2017,0.498790227057841
17,2018,0.410640938959533
17,2019,0.312613036702657
17,2020,0.343781050569486
17,2021,0.0939042563506775
18,2017,0.504654047530432
18,2018,0.257403042569426
18,2019,0.182674487839988
18,2020,0.233751249102219
18,2021,0.218647173276357
19,2017,0.432050506171465
19,2018,0.512642775031166
19,2019,0.22740170903326
19,2020,0.399326593944016
19,2021,0.277882771908131
20,2017,0.603236209639202
20,2018,0.710897841363145
20,2019,0.424857255985143
20,2020,0.420832974543076
20,2021,0.436079877907481
21,2017,0.107740101269108
21,2018,0.198137209983302
21,2019,0.34523703456875
21,2020,0.534444380871182
21,2021,0.326852573034958
22,2017,0.494964251016348
22,2018,0.609873592268011
22,2019,0.640683259916168
22,2020,0.352953747324711
22,2021,0.264209253223338
23,2017,0.639728948477073
23,2018,0.462108334541678
23,2019,0.407097932458024
23,2020,0.349255149581145
23,2021,0.360141048733667
24,2017,0.0948923646627761
24,2018,0.117593482170115
24,2019,0.275651912108534
24,2020,0.308712524218883
24,2021,0.446481881780796
25,2017,0.764838677039402
25,2018,0.455354391017464
25,2019,0.356643490844631
25,2020,0.358928169400462
25,2021,0.351888144836147
26,2017,0.125018505413638
26,2018,0.4586104950934
26,2019,0.160047498477216
26,2020,0.243404181070259
26,2021,0.25408785522732
28,2017,0.359536830474186
28,2018,0.0908664666756782
28,2019,0.252268544632692
28,2020,0.32706035383659
28,2021,0.435061490610564
29,2017,0.250628176830129
29,2018,0.109016939637545
29,2019,0.407051097906767
29,2020,0.369198799240491
29,2021,0.521674854851047
30,2017,0.166050255016871
30,2018,0.0757670051574675
30,2019,0.411457306804061
30,2020,0.177448953670227
30,2021,0.341857634333508
31,2017,0.563524186920805
31,2018,0.613926423156905
31,2019,0.390708941583078
31,2020,0.306413327408084
31,2021,0.12475786454804
32,2017,0.623820158608738
32,2018,0.352685956450623
32,2019,0.333333333333333
32,2021,0.385066068312142
33,2017,0.547433874292805
33,2018,0.466374198692742
33,2019,0.484868734678133
33,2020,0.324465390209515
33,2021,0.275004076101216
34,2017,0.238148422328247
34,2018,0.479235096323415
34,2019,0.200669933957555
34,2020,0.246765957772407
34,2021,0.158946004484895
35,2017,0.327509919154148
35,2018,0.415958121954369
35,2019,0.15828802465276
35,2020,0.190156428927823
35,2021,0.0983885440593905
36,2017,0.572228891849149
36,2018,0.568239250197299
36,2019,0.61316959225712
36,2020,0.375888298655202
36,2021,0.257932352533535
37,2017,0.212254793916685
37,2018,0.333333333333333
37,2019,0.0595106898831827
37,2020,0
38,2017,0.191137389503052
38,2018,0.217361299832192
38,2019,0.383523651518722
38,2020,0.387201653703138
38,2021,0.465280892303083
39,2017,0.47431304383473
39,2018,0.499340341776311
39,2019,0.363857273207398
39,2020,0.22798824572471
39,2021,0.493665719256396
40,2017,0.555638435225833
40,2018,0.509885552820128
40,2019,0.588459386807888
40,2020,0.301532206635903
40,2021,0.433433936884912
41,2017,0.668821222951783
41,2018,0.344777112441783
41,2019,0.431160650410816
41,2020,0.572556343445702
41,2021,0.646866625824075
42,2017,0.584827205854243
42,2018,0.449930380332211
42,2019,0.239069709765039
42,2020,0.272264167461827
42,2021,0.353870392369952
43,2017,0.233243712897434
43,2018,0.156396946499035
43,2019,0.217083425351459
43,2020,0.28450240864603
43,2021,0.559915692871484
44,2017,0.453013969834261
44,2018,0.157560698816484
44,2019,0.42354502218976
44,2020,0.232583451280869
44,2021,0.476114523554657
45,2017,0.458189957587843
45,2018,0.454539565215397
45,2019,0.501369663486109
45,2020,0.334448815523899
45,2021,0.201295762560216
46,2017,0.111778333508522
46,2018,0.102857103461967
46,2019,0.383065497930363
46,2020,0.03720962341652
46,2021,0.0412159018421106
47,2018,0.0287275565964091
47,2019,0.0457455113192817
47,2020,0
47,2021,0.333333333333333
49,2017,0.418795978729831
49,2018,0.495348078380345
49,2019,0.194411055721817
49,2020,0.473805469434014
49,2021,0.486254849219852
50,2017,0.24387427534055
50,2018,0.409211126391357
50,2019,0.389558120558779
50,2020,0.753580146566935
50,2021,0.825758563539397
51,2017,0.483705175426402
51,2018,0.185078607112101
51,2019,0.205043576564298
51,2020,0.280825357804669
51,2021,0.141060005712631
53,2017,0.320013138790287
53,2018,0.398142367919179
53,2019,0.292959544614846
53,2020,0.324247496073097
53,2021,0.63680029659908
54,2017,0.439455188002668
54,2018,0.335026697718178
54,2019,0.119656130582868
54,2020,0.408992435785934
54,2021,0.271793088303208
55,2017,0.379141582863535
55,2018,0.161493311158797
55,2019,0.341674464922543
55,2020,0.315879384168467
55,2021,0.511715526612393
56,2017,0.0841702728081744
56,2018,0.427251682034311
56,2019,0.347565660463397
56,2020,0.213317549488169
56,2021,0.346148208958081
57,2017,0.157334650441465
57,2018,0.287534007323502
57,2019,0.399068903184762
57,2020,0.253438659684445
57,2021,0.105698008168056
58,2017,0.414105092784966
58,2018,0.302888050279207
58,2019,0.114125460845735
58,2020,0.359511139647235
58,2021,0.515933057447939
59,2017,0.658306609812955
59,2018,0.643226004282741
59,2019,0.580568421059102
59,2020,0.635878117483302
59,2021,0.348743974512108
60,2017,0.503329824610371
60,2018,0.367566275869678
60,2019,0.313950601409579
60,2020,0.160980247297671
60,2021,0.1528312351695
61,2017,0.541075264814497
61,2018,0.276790371835197
61,2019,0.2896687385419
61,2020,0.270351995944686
61,2021,0.359798502854511
62,2017,0.432680702797806
62,2018,0.238582303164546
62,2019,0.133653023786768
62,2020,0.322935604298058
62,2021,0.272244657502157
63,2017,0.588405080092865
63,2018,0.337570662781095
63,2019,0.317785033248754
63,2020,0.473815091712459
63,2021,0.490479146821034
64,2017,0.272788586597846
64,2018,0.582129247157141
64,2019,0.338732932631374
64,2020,0.431118173557323
64,2021,0.428158730549876
65,2017,0.384538007776058
65,2018,0.108594950012086
65,2019,0.440362007743871
65,2020,0.198199206321717
65,2021,0.144561127553028
66,2017,0.455389245595042
66,2018,0.429328552771879
66,2019,0.144547905486171
66,2020,0.212551820983406
66,2021,0.324166538140316
67,2017,0.782461758074202
67,2018,0.618788895703904
67,2019,0.643656149962586
67,2020,0.507341738545974
67,2021,0.299525615948808
69,2017,0.457995695055782
69,2018,0.42956064578414
69,2019,0.13339804754528
69,2020,0.492872077178203
69,2021,0.30108199815405
70,2017,0.573509373720327
70,2018,0.40935651838241
70,2019,0.238785278323887
70,2020,0.35427920122877
70,2021,0.229691142612036
71,2017,0.407710672108487
71,2018,0.210166139793768
71,2019,0.218837643836381
71,2020,0.216255807216101
71,2021,0.137598899208806
72,2017,0.606188234210567
72,2018,0.688353810401474
72,2019,0.488361043852694
72,2020,0.496344790724487
72,2021,0.237556112454718
73,2017,0.206423060753665
73,2018,0.213738082311731
73,2019,0.26944717135742
73,2020,0.256514734121382
73,2021,0.444158899729871
74,2017,0.219404715626515
74,2018,0.465322787131025
74,2019,0.197653531101901
74,2020,0.144936481307306
74,2021,0.0743132755079517
75,2017,0.244635399765427
75,2018,0.451171709384567
75,2019,0.180801147670109
75,2020,0.475618063805531
75,2021,0.374669179145436
76,2017,0.541935210799053
76,2018,0.284438983095576
76,2019,0.31525595432728
76,2020,0.252889421785669
76,2021,0.160789308414198
77,2017,0.598314389981632
77,2018,0.37129136600886
77,2019,0.371412172244342
77,2020,0.517183580488693
77,2021,0.216621891987535
78,2017,0.628350842513897
78,2018,0.457540489135601
78,2019,0.333495573292911
78,2020,0.301283925072515
78,2021,0.252158292579947
79,2017,0.547778576864372
79,2018,0.255053744124633
79,2019,0.159180211082598
79,2020,0.205090843492489
79,2021,0.285924984304518
80,2017,0.290750225971678
80,2018,0.0946068092799037
80,2019,0
80,2021,0.333333333333333
81,2017,0.762643346991077
81,2018,0.375143268050064
81,2019,0.718640280998063
81,2020,0.452291010128628
81,2021,0.397984032616945
82,2017,0.584201089812062
82,2018,0.381303930216246
82,2019,0.221179588172941
82,2020,0.343602336340469
82,2021,0.237726156778641
83,2017,0.46065380839826
83,2018,0.272101273913472
83,2019,0.150175887340628
83,2020,0.126349650987714
83,2021,0.24614820133303
85,2017,0.464602324623846
85,2018,0.279773859103034
85,2019,0.098105909127385
85,2020,0.162737067682125
85,2021,0.215157201286172
86,2017,0.529094094186223
86,2018,0.140035633031231
86,2019,0.0645645645645646
86,2020,0.131119625372499
86,2021,0.174291938997821
87,2017,0.518337833051007
87,2018,0.288138875472814
87,2019,0.176112980344059
87,2020,0.353616775947625
87,2021,0.249874472710925
88,2017,0.327899191639425
88,2018,0.176477524347949
88,2019,0.14717156640384
88,2020,0.245262187562565
88,2021,0.509468316021644
89,2017,0.570629746044778
89,2018,0.462663877866199
89,2019,0.483330308200566
89,2020,0.342127573416781
89,2021,0.376187750968798
92,2017,0.445771473606704
92,2018,0.375243397420793
92,2019,0.179158140358436
92,2020,0.411797580088022
92,2021,0.28636845138743
93,2017,0.570070627923935
93,2018,0.383922475434521
93,2019,0.248734287301952
93,2020,0.374694883370111
93,2021,0.398943010011803
94,2017,0.395491203880699
94,2018,0.412662832232519
94,2019,0.212802751580035
94,2020,0.356406943804998
94,2021,0.623142414237279
95,2017,0.325647567668723
95,2018,0.44963377025942
95,2019,0.157998861596375
95,2020,0.182671388319599
95,2021,0.146881829030462
97,2017,0.187567944392848
97,2018,0.399996667281532
97,2019,0.517013487426638
97,2020,0.333333333333333
97,2021,0.426070069252986
98,2017,0.079520316684131
98,2018,0.333333333333333
98,2019,0.00367912446152057
98,2020,0.00374898125509373
98,2021,0
99,2017,0.460302333957448
99,2018,0.342915761272104
99,2019,0.195078120928343
99,2020,0.12801495100206
99,2021,0.154080739614365
100,2017,0.481008698981574
100,2018,0.213166204513046
100,2019,0.150130781891502
100,2020,0.205493373246856
100,2021,0.233590573321825
101,2017,0.495510580440816
101,2018,0.263073506248302
101,2019,0.247840113859489
101,2020,0.751174088230115
101,2021,0.585626318909647
102,2017,0.258742993952833
