"rgn_id","specie","status"
55,"Thalasseus elegans","NT"
56,"Charadrius collaris","NT"
56,"Charadrius modestus","LC"
56,"Charadrius nivosus","VU"
56,"Coscoroba coscoroba","LC"
56,"Cygnus melancoryphus","LC"
56,"Falco peregrinus","LC"
56,"Haematopus palliatus","NT"
56,"Leucocarbo bougainvillii","NT"
56,"Leucophaeus modestus","VU"
56,"Leucophaeus pipixcan","LC"
56,"Lontra felina","EN"
56,"Mytilus chilensis","NT"
56,"Numenius phaeopus","LC"
56,"Pelecanus thagus","NT"
56,"Phalacrocorax gaimardi","NT"
56,"Plegadis chihi","NT"
56,"Puffinus creatopus","EN"
56,"Puffinus griseus","NT"
56,"Spheniscus humboldti","VU"
56,"Sula variegata","LC"
56,"Thalassarche melanophris","LC"
56,"Thalasseus elegans","NT"
56,"Tringa flavipes","LC"
57,"Charadrius collaris","NT"
57,"Charadrius modestus","LC"
57,"Charadrius nivosus","VU"
57,"Chloephaga hybrida","VU"
57,"Coscoroba coscoroba","LC"
57,"Cygnus melancoryphus","LC"
57,"Diomedea epomophora","VU"
57,"Ensis macha","VU"
57,"Falco peregrinus","LC"
57,"Haematopus palliatus","NT"
57,"Heteronetta atricapilla","LC"
57,"Ixobrychus involucris","LC"
57,"Lagenorhynchus australis","LC"
57,"Leucocarbo bougainvillii","NT"
57,"Leucophaeus modestus","VU"
57,"Leucophaeus pipixcan","LC"
57,"Lontra felina","EN"
57,"Macronectes giganteus","VU"
57,"Numenius phaeopus","LC"
57,"Pelecanus thagus","NT"
57,"Phalacrocorax gaimardi","NT"
57,"Phoenicopterus chilensis","NT"
57,"Plegadis chihi","NT"
57,"Puffinus creatopus","EN"
57,"Puffinus griseus","NT"
57,"Spheniscus humboldti","VU"
57,"Sula variegata","LC"
57,"Tachyeres pteneres","NT"
57,"Tagelus dombeii","EN"
57,"Thalassarche melanophris","LC"
57,"Thalasseus elegans","NT"
57,"Tringa flavipes","LC"
57,"Zearaja chilensis","EN"
58,"Argopecten purpuratus","LC"
58,"Charadrius collaris","NT"
58,"Charadrius modestus","LC"
58,"Charadrius nivosus","VU"
58,"Chroicocephalus serranus","LC"
58,"Delphinus delphis","LC"
58,"Dermochelys coriacea","CR"
58,"Falco peregrinus","LC"
58,"Haematopus palliatus","NT"
58,"Lagenorhynchus obscurus","LC"
58,"Larosterna inca","NT"
58,"Leucocarbo bougainvillii","NT"
58,"Leucophaeus modestus","VU"
58,"Leucophaeus pipixcan","LC"
58,"Macronectes giganteus","VU"
58,"Numenius phaeopus","LC"
58,"Oceanodroma markhami","EN"
58,"Otaria byronia","LC"
58,"Pandion haliaetus","LC"
58,"Pelecanoides garnotii","EN"
58,"Pelecanus thagus","NT"
58,"Phalacrocorax gaimardi","NT"
58,"Pterodroma defilippiana","VU"
58,"Puffinus creatopus","EN"
58,"Puffinus griseus","NT"
58,"Spheniscus humboldti","VU"
58,"Sternula lorata","EN"
58,"Sula variegata","LC"
58,"Tagelus dombeii","EN"
58,"Thalassarche bulleri","NT"
58,"Thalassarche salvini","VU"
58,"Thalasseus elegans","NT"
59,"Balaenoptera borealis","EN"
59,"Charadrius modestus","LC"
59,"Chloephaga hybrida","VU"
59,"Coscoroba coscoroba","LC"
59,"Cygnus melancoryphus","LC"
59,"Desmophyllum dianthus","NT"
59,"Diomedea epomophora","VU"
59,"Diomedea exulans","VU"
59,"Durvillaea antarctica","LC"
59,"Eleginops maclovinus","LC"
59,"Errina antarctica","VU"
59,"Falco peregrinus","LC"
59,"Geranoaetus melanoleucus","LC"
59,"Lagenorhynchus australis","LC"
59,"Lagenorhynchus obscurus","LC"
59,"Leucophaeus pipixcan","LC"
59,"Lithodes santolla","VU"
59,"Macronectes giganteus","VU"
59,"Megaptera novaeangliae","VU"
59,"Mirounga leonina","LC"
59,"Mulinia edulis","VU"
59,"Mytilus chilensis","NT"
59,"Numenius phaeopus","LC"
59,"Orcinus orca","LC"
59,"Otaria byronia","LC"
59,"Pelecanus thagus","NT"
59,"Phoenicopterus chilensis","NT"
59,"Pterodroma longirostris","EN"
59,"Puffinus creatopus","EN"
59,"Puffinus griseus","NT"
59,"Speculanas specularis","NT"
59,"Tachyeres patachonicus","LC"
59,"Tachyeres pteneres","NT"
59,"Tawera elliptica","EN"
59,"Thalassarche chrysostoma","VU"
59,"Thalassarche eremita","VU"
59,"Thalassarche melanophris","LC"
59,"Thalassarche salvini","VU"
59,"Tringa flavipes","LC"
59,"Vultur gryphus","NT"
60,"Charadrius collaris","NT"
60,"Charadrius modestus","LC"
60,"Charadrius nivosus","VU"
60,"Chroicocephalus serranus","LC"
60,"Coscoroba coscoroba","LC"
60,"Cygnus melancoryphus","LC"
60,"Falco peregrinus","LC"
60,"Haematopus palliatus","NT"
60,"Heteronetta atricapilla","LC"
60,"Ixobrychus involucris","LC"
60,"Larosterna inca","NT"
60,"Leucocarbo bougainvillii","NT"
60,"Leucophaeus modestus","VU"
60,"Leucophaeus pipixcan","LC"
60,"Numenius phaeopus","LC"
60,"Pelecanus thagus","NT"
60,"Phalacrocorax gaimardi","NT"
60,"Phoenicopterus chilensis","NT"
60,"Plegadis chihi","NT"
60,"Puffinus griseus","NT"
60,"Spheniscus humboldti","VU"
60,"Sula variegata","LC"
60,"Thalasseus elegans","NT"
60,"Tringa flavipes","LC"
61,"Charadrius collaris","NT"
61,"Charadrius modestus","LC"
61,"Charadrius nivosus","VU"
61,"Chroicocephalus serranus","LC"
61,"Coscoroba coscoroba","LC"
61,"Cygnus melancoryphus","LC"
61,"Durvillaea antarctica","LC"
61,"Eubalaena australis","EN"
61,"Falco peregrinus","LC"
61,"Geranoaetus melanoleucus","LC"
61,"Grimothea johni","VU"
61,"Grimothea monodon","VU"
61,"Haematopus palliatus","NT"
61,"Ixobrychus involucris","LC"
61,"Laterallus jamaicensis","NT"
61,"Leucocarbo bougainvillii","NT"
61,"Leucophaeus modestus","VU"
61,"Leucophaeus pipixcan","LC"
61,"Macronectes giganteus","VU"
61,"Numenius phaeopus","LC"
61,"Pelecanoides garnotii","EN"
61,"Pelecanus thagus","NT"
61,"Phalacrocorax gaimardi","NT"
61,"Phoenicopterus chilensis","NT"
61,"Puffinus creatopus","EN"
61,"Puffinus griseus","NT"
61,"Spheniscus humboldti","VU"
61,"Sula variegata","LC"
61,"Thalassarche salvini","VU"
61,"Tringa flavipes","LC"
62,"Charadrius collaris","NT"
62,"Charadrius modestus","LC"
62,"Charadrius nivosus","VU"
62,"Chroicocephalus serranus","LC"
62,"Coscoroba coscoroba","LC"
62,"Cygnus melancoryphus","LC"
62,"Diomedea epomophora","VU"
62,"Falco peregrinus","LC"
62,"Geranoaetus melanoleucus","LC"
62,"Haematopus palliatus","NT"
62,"Larosterna inca","NT"
62,"Leucocarbo bougainvillii","NT"
62,"Leucophaeus modestus","VU"
62,"Leucophaeus pipixcan","LC"
62,"Lontra felina","EN"
62,"Macronectes giganteus","VU"
62,"Mytilus chilensis","NT"
62,"Numenius phaeopus","LC"
62,"Pelecanoides garnotii","EN"
62,"Pelecanus thagus","NT"
62,"Plegadis chihi","NT"
62,"Puffinus griseus","NT"
62,"Spheniscus humboldti","VU"
62,"Sula variegata","LC"
62,"Thalassarche bulleri","NT"
62,"Thalassarche melanophris","LC"
62,"Thalassarche salvini","VU"
62,"Thalasseus elegans","NT"
62,"Tringa flavipes","LC"
62,"Tursiops truncatus","LC"
63,"Charadrius collaris","NT"
63,"Charadrius modestus","LC"
63,"Charadrius nivosus","VU"
63,"Chroicocephalus serranus","LC"
63,"Coscoroba coscoroba","LC"
63,"Cygnus melancoryphus","LC"
63,"Falco peregrinus","LC"
63,"Haematopus palliatus","NT"
63,"Leucocarbo bougainvillii","NT"
63,"Leucophaeus modestus","VU"
63,"Leucophaeus pipixcan","LC"
63,"Numenius phaeopus","LC"
63,"Pelecanus thagus","NT"
63,"Phalacrocorax gaimardi","NT"
63,"Plegadis chihi","NT"
63,"Puffinus griseus","NT"
63,"Sula variegata","LC"
63,"Thalassarche melanophris","LC"
63,"Thalasseus elegans","NT"
63,"Tringa flavipes","LC"
64,"Charadrius collaris","NT"
64,"Charadrius modestus","LC"
64,"Charadrius nivosus","VU"
64,"Coscoroba coscoroba","LC"
64,"Cygnus melancoryphus","LC"
64,"Haematopus palliatus","NT"
64,"Larosterna inca","NT"
64,"Leucocarbo bougainvillii","NT"
64,"Leucophaeus modestus","VU"
64,"Leucophaeus pipixcan","LC"
64,"Macronectes giganteus","VU"
64,"Mytilus chilensis","NT"
64,"Numenius phaeopus","LC"
64,"Pelecanus thagus","NT"
64,"Phalacrocorax gaimardi","NT"
64,"Puffinus creatopus","EN"
64,"Puffinus griseus","NT"
64,"Sula variegata","LC"
64,"Thalasseus elegans","NT"
65,"Aulacomya atra","LC"
65,"Charadrius collaris","NT"
65,"Charadrius modestus","LC"
65,"Coscoroba coscoroba","LC"
65,"Cygnus melancoryphus","LC"
65,"Diomedea epomophora","VU"
65,"Durvillaea antarctica","LC"
65,"Falco peregrinus","LC"
65,"Geranoaetus melanoleucus","LC"
65,"Haematopus palliatus","NT"
65,"Larosterna inca","NT"
65,"Leucocarbo bougainvillii","NT"
65,"Leucophaeus modestus","VU"
65,"Leucophaeus pipixcan","LC"
65,"Lontra felina","EN"
65,"Mesodesma donacium","EN"
65,"Mytilus chilensis","NT"
65,"Numenius phaeopus","LC"
65,"Otaria byronia","LC"
65,"Pelecanoides garnotii","EN"
65,"Pelecanus thagus","NT"
65,"Phalacrocorax gaimardi","NT"
65,"Phoenicopterus chilensis","NT"
65,"Plegadis chihi","NT"
65,"Puffinus creatopus","EN"
65,"Puffinus griseus","NT"
65,"Spheniscus humboldti","VU"
65,"Sula variegata","LC"
65,"Tagelus dombeii","EN"
65,"Thalassarche bulleri","NT"
65,"Thalassarche melanophris","LC"
65,"Thalasseus elegans","NT"
65,"Tringa flavipes","LC"
66,"Charadrius collaris","NT"
66,"Charadrius modestus","LC"
66,"Charadrius nivosus","VU"
66,"Chroicocephalus serranus","LC"
66,"Coscoroba coscoroba","LC"
66,"Cygnus melancoryphus","LC"
66,"Diomedea epomophora","VU"
66,"Engraulis ringens","VU"
66,"Falco peregrinus","LC"
66,"Haematopus palliatus","NT"
66,"Heteronetta atricapilla","LC"
66,"Ixobrychus involucris","LC"
66,"Larosterna inca","NT"
66,"Laterallus jamaicensis","NT"
66,"Leucocarbo bougainvillii","NT"
66,"Leucophaeus modestus","VU"
66,"Leucophaeus pipixcan","LC"
66,"Macronectes giganteus","VU"
66,"Numenius phaeopus","LC"
66,"Pelecanoides garnotii","EN"
66,"Pelecanus thagus","NT"
66,"Phalacrocorax gaimardi","NT"
66,"Phoenicopterus chilensis","NT"
66,"Physeter macrocephalus","VU"
66,"Plegadis chihi","NT"
66,"Puffinus creatopus","EN"
66,"Puffinus griseus","NT"
66,"Spheniscus humboldti","VU"
66,"Sula variegata","LC"
66,"Thalassarche melanophris","LC"
66,"Thalassarche salvini","VU"
66,"Thalasseus elegans","NT"
66,"Tringa flavipes","LC"
67,"Ameghinomya antiqua","NT"
67,"Aulacomya atra","LC"
67,"Balaenoptera borealis","EN"
67,"Charadrius modestus","LC"
67,"Chloephaga hybrida","VU"
67,"Chloephaga rubidiceps","EN"
67,"Coscoroba coscoroba","LC"
67,"Cygnus melancoryphus","LC"
67,"Diomedea epomophora","VU"
67,"Diomedea exulans","VU"
67,"Ensis macha","VU"
67,"Falco peregrinus","LC"
67,"Geranoaetus melanoleucus","LC"
67,"Haematopus palliatus","NT"
67,"Lagenorhynchus australis","LC"
67,"Leucophaeus pipixcan","LC"
67,"Macronectes giganteus","VU"
67,"Mytilus chilensis","NT"
67,"Numenius phaeopus","LC"
67,"Orcinus orca","LC"
67,"Otaria byronia","LC"
67,"Phoenicopterus chilensis","NT"
67,"Pluvianellus socialis","EN"
67,"Puffinus creatopus","EN"
67,"Puffinus griseus","NT"
67,"Speculanas specularis","NT"
67,"Tachyeres patachonicus","LC"
67,"Tachyeres pteneres","NT"
67,"Tawera elliptica","EN"
67,"Thalassarche chrysostoma","VU"
67,"Thalassarche melanophris","LC"
67,"Vultur gryphus","NT"
68,"Aulacomya atra","LC"
68,"Charadrius modestus","LC"
68,"Chloephaga hybrida","VU"
68,"Chloephaga rubidiceps","EN"
68,"Coscoroba coscoroba","LC"
68,"Cygnus melancoryphus","LC"
68,"Diomedea exulans","VU"
68,"Durvillaea antarctica","LC"
68,"Falco peregrinus","LC"
68,"Geranoaetus melanoleucus","LC"
68,"Grampus griseus","VU"
68,"Haematopus palliatus","NT"
68,"Leucophaeus pipixcan","LC"
68,"Macronectes giganteus","VU"
68,"Mirounga leonina","LC"
68,"Mulinia edulis","VU"
68,"Mytilus chilensis","NT"
68,"Numenius phaeopus","LC"
68,"Otaria byronia","LC"
68,"Phoenicopterus chilensis","NT"
68,"Pluvianellus socialis","EN"
68,"Speculanas specularis","NT"
68,"Sprattus fuegensis","VU"
68,"Tachyeres patachonicus","LC"
68,"Tachyeres pteneres","NT"
68,"Thalassarche melanophris","LC"
68,"Tringa flavipes","LC"
69,"Aulacomya atra","LC"
69,"Beryx splendens","CR"
69,"Charadrius collaris","NT"
69,"Charadrius modestus","LC"
69,"Charadrius nivosus","VU"
69,"Chroicocephalus serranus","LC"
69,"Coscoroba coscoroba","LC"
69,"Cygnus melancoryphus","LC"
69,"Diomedea epomophora","VU"
69,"Diomedea exulans","VU"
69,"Diomedea sanfordi","EN"
69,"Eleginops maclovinus","LC"
69,"Ensis macha","VU"
69,"Falco peregrinus","LC"
69,"Geranoaetus melanoleucus","LC"
69,"Grimothea johni","VU"
69,"Grimothea monodon","VU"
69,"Haematopus palliatus","NT"
69,"Heterocarpus reedi","VU"
69,"Heteronetta atricapilla","LC"
69,"Ixobrychus involucris","LC"
69,"Larosterna inca","NT"
69,"Leucocarbo bougainvillii","NT"
69,"Leucophaeus modestus","VU"
69,"Leucophaeus pipixcan","LC"
69,"Lontra felina","EN"
69,"Loxechinus albus","VU"
69,"Macronectes giganteus","VU"
69,"Mytilus chilensis","NT"
69,"Numenius phaeopus","LC"
69,"Oceanodroma markhami","EN"
69,"Otaria byronia","LC"
69,"Pelecanoides garnotii","EN"
69,"Pelecanus thagus","NT"
69,"Phalacrocorax gaimardi","NT"
69,"Phoebastria irrorata","CR"
69,"Physeter macrocephalus","VU"
69,"Plegadis chihi","NT"
69,"Pterodroma defilippiana","VU"
69,"Puffinus creatopus","EN"
69,"Puffinus griseus","NT"
69,"Spheniscus humboldti","VU"
69,"Sula variegata","LC"
69,"Thalassarche bulleri","NT"
69,"Thalassarche cauta","NT"
69,"Thalassarche eremita","VU"
69,"Thalassarche melanophris","LC"
69,"Thalassarche salvini","VU"
69,"Thalasseus elegans","NT"
69,"Tringa flavipes","LC"
70,"Ameghinomya antiqua","NT"
70,"Aulacomya atra","LC"
70,"Charadrius collaris","NT"
70,"Charadrius modestus","LC"
70,"Chloephaga hybrida","VU"
70,"Coscoroba coscoroba","LC"
70,"Cygnus melancoryphus","LC"
70,"Desmophyllum dianthus","NT"
70,"Diomedea epomophora","VU"
70,"Diomedea exulans","VU"
70,"Eleginops maclovinus","LC"
70,"Ensis macha","VU"
70,"Falco peregrinus","LC"
70,"Geranoaetus melanoleucus","LC"
70,"Haematopus palliatus","NT"
70,"Lagenorhynchus australis","LC"
70,"Lagenorhynchus obscurus","LC"
70,"Larosterna inca","NT"
70,"Leucocarbo bougainvillii","NT"
70,"Leucophaeus modestus","VU"
70,"Leucophaeus pipixcan","LC"
70,"Loxechinus albus","VU"
70,"Macronectes giganteus","VU"
70,"Mesodesma donacium","EN"
70,"Mytilus chilensis","NT"
70,"Numenius phaeopus","LC"
70,"Ostrea chilensis","LC"
70,"Otaria byronia","LC"
70,"Pelecanus thagus","NT"
70,"Phalacrocorax gaimardi","NT"
70,"Phoenicopterus chilensis","NT"
70,"Plegadis chihi","NT"
70,"Puffinus creatopus","EN"
70,"Puffinus griseus","NT"
70,"Spheniscus humboldti","VU"
70,"Sula variegata","LC"
70,"Tachyeres patachonicus","LC"
70,"Tachyeres pteneres","NT"
70,"Tagelus dombeii","EN"
70,"Tawera elliptica","EN"
70,"Thalassarche melanophris","LC"
70,"Thalassarche salvini","VU"
70,"Thalasseus elegans","NT"
70,"Tringa flavipes","LC"
70,"Vultur gryphus","NT"
71,"Cygnus melancoryphus","LC"
71,"Geranoaetus melanoleucus","LC"
71,"Pelecanus thagus","NT"
71,"Phoenicopterus chilensis","NT"
72,"Ameghinomya antiqua","NT"
72,"Arctocephalus tropicalis","LC"
72,"Argopecten purpuratus","LC"
72,"Aulacomya atra","LC"
72,"Balaenoptera borealis","EN"
72,"Charadrius modestus","LC"
72,"Chloephaga hybrida","VU"
72,"Chloephaga rubidiceps","EN"
72,"Coscoroba coscoroba","LC"
72,"Cygnus melancoryphus","LC"
72,"Desmophyllum dianthus","NT"
72,"Diomedea epomophora","VU"
72,"Diomedea exulans","VU"
72,"Durvillaea antarctica","LC"
72,"Eleginops maclovinus","LC"
72,"Ensis macha","VU"
72,"Errina antarctica","VU"
72,"Falco peregrinus","LC"
72,"Genypterus blacodes","EN"
72,"Geranoaetus melanoleucus","LC"
72,"Haematopus palliatus","NT"
72,"Heteronetta atricapilla","LC"
72,"Lagenorhynchus australis","LC"
72,"Lagenorhynchus obscurus","LC"
72,"Leucophaeus pipixcan","LC"
72,"Lithodes santolla","VU"
72,"Loxechinus albus","VU"
72,"Macronectes giganteus","VU"
72,"Megaptera novaeangliae","VU"
72,"Mirounga leonina","LC"
72,"Mulinia edulis","VU"
72,"Mytilus chilensis","NT"
72,"Numenius phaeopus","LC"
72,"Otaria byronia","LC"
72,"Phoenicopterus chilensis","NT"
72,"Pluvianellus socialis","EN"
72,"Pterodroma longirostris","EN"
72,"Puffinus griseus","NT"
72,"Speculanas specularis","NT"
72,"Sprattus fuegensis","VU"
72,"Tachyeres patachonicus","LC"
72,"Tachyeres pteneres","NT"
72,"Tawera elliptica","EN"
72,"Thalassarche chrysostoma","VU"
72,"Thalassarche melanophris","LC"
72,"Thalassarche salvini","VU"
72,"Tringa flavipes","LC"
72,"Vultur gryphus","NT"
73,"Charadrius nivosus","VU"
73,"Cygnus melancoryphus","LC"
73,"Haematopus palliatus","NT"
73,"Lagenorhynchus australis","LC"
73,"Leucophaeus modestus","VU"
73,"Leucophaeus pipixcan","LC"
73,"Macronectes giganteus","VU"
73,"Numenius phaeopus","LC"
73,"Pelecanus thagus","NT"
73,"Phalacrocorax gaimardi","NT"
73,"Plegadis chihi","NT"
73,"Tachyeres patachonicus","LC"
73,"Tachyeres pteneres","NT"
73,"Thalassarche melanophris","LC"
73,"Tringa flavipes","LC"
74,"Ameghinomya antiqua","NT"
74,"Diomedea epomophora","VU"
74,"Durvillaea antarctica","LC"
74,"Haematopus palliatus","NT"
74,"Leucophaeus pipixcan","LC"
74,"Loxechinus albus","VU"
74,"Numenius phaeopus","LC"
74,"Puffinus griseus","NT"
74,"Sarcopeltis skottsbergii","VU"
74,"Spheniscus humboldti","VU"
75,"Charadrius modestus","LC"
75,"Chloephaga hybrida","VU"
75,"Cygnus melancoryphus","LC"
75,"Haematopus palliatus","NT"
75,"Lagenorhynchus australis","LC"
75,"Leucophaeus pipixcan","LC"
75,"Macronectes giganteus","VU"
75,"Mytilus chilensis","NT"
75,"Numenius phaeopus","LC"
75,"Pelecanus thagus","NT"
75,"Phalacrocorax gaimardi","NT"
75,"Phoenicopterus chilensis","NT"
75,"Puffinus creatopus","EN"
75,"Puffinus griseus","NT"
75,"Speculanas specularis","NT"
75,"Spheniscus humboldti","VU"
75,"Sula variegata","LC"
75,"Tachyeres pteneres","NT"
75,"Tagelus dombeii","EN"
75,"Thalassarche melanophris","LC"
75,"Tringa flavipes","LC"
76,"Arctocephalus tropicalis","LC"
76,"Balaenoptera borealis","EN"
76,"Charadrius collaris","NT"
76,"Charadrius modestus","LC"
76,"Chloephaga hybrida","VU"
76,"Coscoroba coscoroba","LC"
76,"Cygnus melancoryphus","LC"
76,"Desmophyllum dianthus","NT"
76,"Diomedea epomophora","VU"
76,"Diomedea exulans","VU"
76,"Errina antarctica","VU"
76,"Eubalaena australis","EN"
76,"Falco peregrinus","LC"
76,"Haematopus palliatus","NT"
76,"Lagenorhynchus australis","LC"
76,"Leucophaeus modestus","VU"
76,"Leucophaeus pipixcan","LC"
76,"Lontra felina","EN"
76,"Loxechinus albus","VU"
76,"Macronectes giganteus","VU"
76,"Megaptera novaeangliae","VU"
76,"Mirounga leonina","LC"
76,"Mytilus chilensis","NT"
76,"Numenius phaeopus","LC"
76,"Orcinus orca","LC"
76,"Otaria byronia","LC"
76,"Pelecanus thagus","NT"
76,"Phalacrocorax gaimardi","NT"
76,"Phoenicopterus chilensis","NT"
76,"Puffinus creatopus","EN"
76,"Puffinus griseus","NT"
76,"Speculanas specularis","NT"
76,"Spheniscus humboldti","VU"
76,"Sprattus fuegensis","VU"
76,"Tachyeres patachonicus","LC"
76,"Tachyeres pteneres","NT"
76,"Tawera elliptica","EN"
76,"Thalassarche melanophris","LC"
76,"Thalassarche salvini","VU"
76,"Tringa flavipes","LC"
76,"Tursiops truncatus","LC"
77,"Charadrius modestus","LC"
77,"Chloephaga hybrida","VU"
77,"Coscoroba coscoroba","LC"
77,"Cygnus melancoryphus","LC"
77,"Falco peregrinus","LC"
77,"Haematopus palliatus","NT"
77,"Lagenorhynchus australis","LC"
77,"Leucophaeus pipixcan","LC"
77,"Macronectes giganteus","VU"
77,"Numenius phaeopus","LC"
77,"Pelecanus thagus","NT"
77,"Phalacrocorax gaimardi","NT"
77,"Phoenicopterus chilensis","NT"
77,"Puffinus creatopus","EN"
77,"Puffinus griseus","NT"
77,"Speculanas specularis","NT"
77,"Spheniscus humboldti","VU"
77,"Sula variegata","LC"
77,"Tachyeres patachonicus","LC"
77,"Tachyeres pteneres","NT"
77,"Tagelus dombeii","EN"
77,"Thalassarche melanophris","LC"
77,"Thalasseus elegans","NT"
77,"Tringa flavipes","LC"
78,"Ameghinomya antiqua","NT"
78,"Aulacomya atra","LC"
78,"Charadrius collaris","NT"
78,"Charadrius modestus","LC"
78,"Charadrius nivosus","VU"
78,"Cygnus melancoryphus","LC"
78,"Falco peregrinus","LC"
78,"Genypterus blacodes","EN"
78,"Haematopus palliatus","NT"
78,"Lagenorhynchus australis","LC"
78,"Leucophaeus pipixcan","LC"
78,"Macronectes giganteus","VU"
78,"Macruronus magellanicus","CR"
78,"Mytilus chilensis","NT"
78,"Numenius phaeopus","LC"
78,"Pelecanus thagus","NT"
78,"Phoenicopterus chilensis","NT"
78,"Puffinus creatopus","EN"
78,"Puffinus griseus","NT"
78,"Speculanas specularis","NT"
78,"Tachyeres patachonicus","LC"
78,"Tachyeres pteneres","NT"
78,"Tawera elliptica","EN"
78,"Thalassarche melanophris","LC"
79,"Aulacomya atra","LC"
79,"Charadrius collaris","NT"
79,"Charadrius modestus","LC"
79,"Charadrius nivosus","VU"
79,"Chroicocephalus serranus","LC"
79,"Coscoroba coscoroba","LC"
79,"Cygnus melancoryphus","LC"
79,"Diomedea epomophora","VU"
79,"Diomedea sanfordi","EN"
79,"Falco peregrinus","LC"
79,"Geranoaetus melanoleucus","LC"
79,"Grampus griseus","VU"
79,"Haematopus palliatus","NT"
79,"Heteronetta atricapilla","LC"
79,"Ixobrychus involucris","LC"
79,"Larosterna inca","NT"
79,"Laterallus jamaicensis","NT"
79,"Leucocarbo bougainvillii","NT"
79,"Leucophaeus modestus","VU"
79,"Leucophaeus pipixcan","LC"
79,"Lontra felina","EN"
79,"Macronectes giganteus","VU"
79,"Numenius phaeopus","LC"
79,"Otaria byronia","LC"
79,"Pelecanoides garnotii","EN"
79,"Pelecanus thagus","NT"
79,"Phalacrocorax gaimardi","NT"
79,"Plegadis chihi","NT"
79,"Pterodroma defilippiana","VU"
79,"Puffinus creatopus","EN"
79,"Puffinus griseus","NT"
79,"Spheniscus humboldti","VU"
79,"Sula variegata","LC"
79,"Thalassarche bulleri","NT"
79,"Thalassarche melanophris","LC"
79,"Thalassarche salvini","VU"
79,"Thalasseus elegans","NT"
79,"Tringa flavipes","LC"
79,"Zearaja chilensis","EN"
80,"Cygnus melancoryphus","LC"
80,"Diomedea exulans","VU"
80,"Eubalaena australis","EN"
80,"Haematopus palliatus","NT"
80,"Lagenorhynchus australis","LC"
80,"Leucophaeus pipixcan","LC"
80,"Macronectes giganteus","VU"
80,"Numenius phaeopus","LC"
80,"Pelecanus thagus","NT"
80,"Phalacrocorax gaimardi","NT"
80,"Puffinus creatopus","EN"
80,"Puffinus griseus","NT"
80,"Thalassarche melanophris","LC"
81,"Ameghinomya antiqua","NT"
81,"Aulacomya atra","LC"
81,"Charadrius modestus","LC"
81,"Chloephaga hybrida","VU"
81,"Chloephaga rubidiceps","EN"
81,"Coscoroba coscoroba","LC"
81,"Cygnus melancoryphus","LC"
81,"Desmophyllum dianthus","NT"
81,"Diomedea exulans","VU"
81,"Eleginops maclovinus","LC"
81,"Falco peregrinus","LC"
81,"Geranoaetus melanoleucus","LC"
81,"Lagenorhynchus australis","LC"
81,"Lagenorhynchus obscurus","LC"
81,"Loxechinus albus","VU"
81,"Macronectes giganteus","VU"
81,"Mirounga leonina","LC"
81,"Mytilus chilensis","NT"
81,"Otaria byronia","LC"
81,"Phoenicopterus chilensis","NT"
81,"Puffinus griseus","NT"
81,"Speculanas specularis","NT"
81,"Tachyeres patachonicus","LC"
81,"Tachyeres pteneres","NT"
81,"Tawera elliptica","EN"
81,"Thalassarche chrysostoma","VU"
81,"Thalassarche melanophris","LC"
81,"Thalassarche salvini","VU"
81,"Vultur gryphus","NT"
82,"Charadrius collaris","NT"
82,"Charadrius modestus","LC"
82,"Charadrius nivosus","VU"
82,"Chroicocephalus serranus","LC"
82,"Coscoroba coscoroba","LC"
82,"Cygnus melancoryphus","LC"
82,"Diomedea epomophora","VU"
82,"Falco peregrinus","LC"
82,"Geranoaetus melanoleucus","LC"
82,"Haematopus palliatus","NT"
82,"Ixobrychus involucris","LC"
82,"Larosterna inca","NT"
82,"Laterallus jamaicensis","NT"
82,"Leucocarbo bougainvillii","NT"
82,"Leucophaeus modestus","VU"
82,"Leucophaeus pipixcan","LC"
82,"Macronectes giganteus","VU"
82,"Numenius phaeopus","LC"
82,"Otaria byronia","LC"
82,"Pelecanus thagus","NT"
82,"Phalacrocorax gaimardi","NT"
82,"Phoenicopterus chilensis","NT"
82,"Plegadis chihi","NT"
82,"Puffinus creatopus","EN"
82,"Puffinus griseus","NT"
82,"Speculanas specularis","NT"
82,"Sula variegata","LC"
82,"Thalassarche chrysostoma","VU"
82,"Thalassarche melanophris","LC"
82,"Thalassarche salvini","VU"
82,"Thalasseus elegans","NT"
82,"Tringa flavipes","LC"
83,"Charadrius collaris","NT"
83,"Charadrius modestus","LC"
83,"Charadrius nivosus","VU"
83,"Chroicocephalus serranus","LC"
83,"Coscoroba coscoroba","LC"
83,"Cygnus melancoryphus","LC"
83,"Diomedea epomophora","VU"
83,"Diomedea exulans","VU"
83,"Falco peregrinus","LC"
83,"Geranoaetus melanoleucus","LC"
83,"Haematopus palliatus","NT"
83,"Heteronetta atricapilla","LC"
83,"Ixobrychus involucris","LC"
83,"Larosterna inca","NT"
83,"Leucocarbo bougainvillii","NT"
83,"Leucophaeus modestus","VU"
83,"Leucophaeus pipixcan","LC"
83,"Macronectes giganteus","VU"
83,"Mirounga leonina","LC"
83,"Numenius phaeopus","LC"
83,"Otaria byronia","LC"
83,"Pelecanoides garnotii","EN"
83,"Pelecanus thagus","NT"
83,"Phalacrocorax gaimardi","NT"
83,"Plegadis chihi","NT"
83,"Pterodroma defilippiana","VU"
83,"Puffinus creatopus","EN"
