"rgn_id","pressure_score"
1,0.0165827142653962
2,0.0468492181765345
3,0.0043326212211113
4,0.0266615858650658
5,0.0091620000918578
6,0.0378865515640014
7,0.0339311121147426
8,0.076285470211077
9,0.0148738965059562
10,0.00393629598330385
11,0.00475709522307218
12,0.0744193863080231
13,0.0183552911464735
14,0.0255359986775735
15,0.00423129109056701
16,0.0336852165915536
17,0.0213409234575618
18,0.00982700007235263
19,0.032082832605022
20,0.021235854714203
21,0.0186179923850272
22,0.0131110359357015
23,0.0659054052803856
24,0.0426661206194895
25,0.0267734260932516
26,0.0443613295865936
27,0.0128088191853677
28,0.0133343034416881
29,0.0152651334049323
30,0.0156184572584837
31,0.0243138059776897
32,0.0399596100382629
33,0.00935612227802724
34,0.00800985945221972
35,0.0207983449954584
36,0.00675102321323531
37,0.00316684181750686
38,0.0119811320250304
39,0.033451176301461
40,0.0160216629299624
41,0.00472487427365707
42,0.0118087980204103
43,0.0114617298003986
44,0.0110677874824972
45,0.0124317565159304
46,0.00728815598053847
47,0.00937890727958562
48,0.0330196365914347
49,0.0182907324543693
50,0.0181620822382073
51,0.012177990853201
52,0.0541644791895818
53,0.0257811146048443
54,0.0110690045136472
55,0.00901545798269998
56,0.0055776962790487
57,0.145483291394187
58,0.00868453201721435
59,0.130541910094185
60,0.00357746968810044
61,0.00442211153983237
62,0.0176870538157865
63,0.00684484665026956
64,0.008811872119645
65,0.0226715032661206
66,0.00755402734520914
67,0.04552512170971
68,0.0834901502310431
69,0.00993160483827703
70,0.0592675026477686
71,0.577125214109272
72,0.0600327030960658
73,0.024293323094107
74,0.00328236328946204
75,0.0166694158364234
76,0.00985397334719128
77,0.0233451690821077
78,0.0221609436377335
79,0.0258936249857513
80,0.00539794246278308
81,0.072236377235574
82,0.0217283618042708
83,0.020359229952706
84,0.11572265873291
85,0.00413907916104227
86,0.0284601527092056
87,0.0169480782775121
88,0.0535952532175256
89,0.00593400976185966
90,0.0594728947066017
91,0.0287320278391438
92,0.00556814184368178
93,0.00769500172326713
94,0.0892458040927473
95,0.00840358782132022
96,0.0354781551194683
97,0.0378241136714517
98,0.0497540494249267
99,0.00211416488861674
100,0.00999436051353106
101,0.00675752857197688
102,0.0149420855081798
103,0.00843406879095246
