"rgn_id","pressure_score"
1,1
2,0.919588647809103
3,0.989493027631239
4,0.965694240243493
5,0.979214099164656
6,0.990831174008372
7,0.964195663136662
8,0.978863151066303
9,0.97878849683867
10,1
11,0.990573942186845
12,0.96828132152185
13,0.982121152715154
14,0.984737555684679
15,0.98876708620923
16,0.979868152042392
17,0.945956685873237
18,0.980987147311583
19,0.965125013413456
20,0.984277902063137
21,0.968006843455945
22,0.979487179487179
23,0.935354547732398
24,0.97154881157015
25,0.990951490532379
26,0.991263693813269
27,0.993927955071485
28,0.994056781418657
29,0.980951479140528
30,0.956657483930211
31,0.973813020068527
32,0.979151074521544
33,0.982145210172618
34,0.972917589720868
35,0.991293617604717
36,0.970797260627988
37,0.990267447380915
38,0.977556109725686
39,0.975591870940708
40,0.989091207349081
41,0.928688793953335
42,0.991647617372956
43,0.945834219885103
44,0.960920053595355
45,0.992649577153094
46,0.995307433826564
47,0.99520117192433
48,0.969111969111969
49,0.96361692716013
50,0.985985985985986
51,0.989296187683285
52,0.988475294741025
53,0.967579089073368
54,0.98893020111543
55,1
56,0.981967772188592
57,0.974224375799179
58,0.980880801687764
59,0.968765596406588
60,0.98105625717566
61,0.995582496870935
62,0.978947368421053
63,0.951381215469613
64,0.975571027238305
65,0.993696848424212
66,0.974084693427437
67,0.996226923595203
68,0.994194484760523
69,1
70,0.996899708315753
71,0.990898402659531
72,0.995537865297999
73,0.969278399618957
74,0.985090218423552
75,0.979808905714801
76,0.990182138262577
77,0.987811823670122
78,0.968085106382979
79,0.993020287336031
80,0.978916297701876
81,0.971698113207547
82,0.947038545910373
83,0.995201545369543
84,0.989614243323442
85,0.936231884057971
86,0.996602958060377
87,0.988207158172522
88,0.98560755808446
89,0.995726495726496
90,0.986188545362392
91,0.98932384341637
92,0.986692015209126
93,0.986496065782945
94,0.951530866660018
95,0.988976270956126
96,0.984615384615385
97,0.965277777777778
98,0.979538300104932
99,0.975082199005757
100,0.997035510862443
101,0.970904925544101
102,1
103,0.981975308641975
