"rgn_id","pressure_score"
1,0.000258458594203192
2,0.0021779488474389
3,0.364552484454305
4,0.000907842719991887
5,0.0083067268536382
6,0.00167939236463104
7,0
8,0.00183003627052572
9,0.000324678045752359
10,0
11,2.80428415183298e-05
12,0.000124209437647751
13,0
14,0.000206164457775652
15,0.00521091457171027
16,0.00491099118768853
17,0
18,0.000972216465411644
19,0
20,0.0445334594678733
21,0.00064958119930331
22,0
23,0.000163727497891355
24,0.000191509778938789
25,0.00371523409294901
26,0.00130202617434304
27,0.0623920136381689
28,0.0173701204534468
29,0.0361475038657094
30,0
31,0
32,0
33,0.00126562580987676
36,0.000128039159783317
37,0.000132008969986088
38,0
39,0.000227523442548396
40,0.0079423956607357
41,0
42,9.06717097646248e-05
43,0.20908793486757
44,8.75143103284339e-05
45,0.000878189810364372
46,0.207721575040445
47,0.000626621731979332
49,0.000146426343749171
50,0
51,7.80358605690238e-05
52,4.7585238030452e-05
53,6.68732143856118e-05
54,0.00023887716085362
55,0.00042349536817367
56,0.000466329170157115
57,0.000295320732504654
58,0.000211561654802032
59,0.00253306001166748
60,0
61,0.00612195064392671
62,5.11565390805195e-05
63,1.41908489689668e-05
64,9.50980981523218e-05
65,0
66,0.000448659902805409
67,7.67691221398192e-05
68,0
69,0.0003179787965456
70,1
71,0.0193712752705124
72,0.0171879356719875
73,0.000165982826863846
74,0.0035549225822847
75,0.000106491603469096
76,0.0251113670703845
77,0
78,0.000484274696067375
79,0.000196975880845508
80,5.29956325641551e-05
81,0
82,0
83,0.00193545606969483
84,0
85,0
86,0
87,0.000307011779097055
88,0.0393084139499852
89,0.0130750298151202
90,0
91,0
92,0
93,0.00307733391013253
94,0
95,0.000602064199331775
96,0
97,0
98,0
99,0.0130223981281317
100,0.0232369902315182
101,0
102,0.0315412739070323
103,0
