"rgn_id","year","jobs"
27,"2019",136992.335455916
28,"2019",159509.413534886
29,"2019",122802.109732007
30,"2019",4440.92527690358
31,"2019",2880.99808632319
32,"2019",54280.0425723567
33,"2019",10654.2032670165
34,"2019",15252.8709967389
35,"2019",12329.1186187724
36,"2019",6132.52579972007
37,"2019",9025.84404178461
38,"2019",3102.41240892363
39,"2019",6763.67949639895
40,"2019",95378.7694113416
41,"2019",2484.15371176704
42,"2019",8971.31393180818
43,"2019",184569.229685756
44,"2019",2801.85654684765
45,"2019",32856.863986814
46,"2019",155201.749783074
47,"2019",32177.9460824281
48,"2019",134.736933591109
49,"2019",26619.1165853562
50,"2019",39938.2438384555
51,"2019",85591.205176298
52,"2019",22024.1148761467
53,"2019",12680.3840542797
54,"2019",14626.479355606
55,"2019",45074.9192944325
56,"2019",18775.2270707591
57,"2019",10634.9538365957
58,"2019",9326.68620918286
59,"2019",11859.3828051452
60,"2019",87176.7010594562
61,"2019",76234.9062619601
62,"2019",5373.24032694469
63,"2019",81231.091497613
64,"2019",45723.0747974172
65,"2019",48922.7902630057
66,"2019",224833.54523753
67,"2019",3641.94944556418
68,"2019",352.544758569217
69,"2019",17291.3297739273
70,"2019",189544.863703079
71,"2019",34110.7036476449
72,"2019",70981.0375112378
73,"2019",2993.64290137864
74,"2019",15029.527507493
75,"2019",3945.42029441043
76,"2019",20705.9706560466
77,"2019",6259.62959611919
78,"2019",5931.676337097
79,"2019",31038.850342359
80,"2019",10197.2075299878
81,"2019",4.86934491738139
82,"2019",101761.707733845
83,"2019",84266.2498216795
84,"2019",347.479460313912
85,"2019",5482.52296061008
86,"2019",141214.60051409
87,"2019",10278.3640971287
88,"2019",155729.017866766
89,"2019",8817.58617711829
90,"2019",125264.119003315
91,"2019",143.347940625127
92,"2019",10803.3726989233
93,"2019",18239.8935063133
94,"2019",80022.5730111214
95,"2019",57600.9254533208
96,"2019",505.516765879423
97,"2019",1105.63660330591
98,"2019",5578.3793243552
99,"2019",142851.122651639
100,"2019",275060.19480127
101,"2019",25143.9682275663
102,"2019",313741.728590029
103,"2019",6908.45184892889
1,"2020",13418.4844084795
2,"2020",30704.8542093848
3,"2020",272559.395650379
4,"2020",37718.2027423902
5,"2020",76212.7050492852
6,"2020",50751.8696036279
7,"2020",1012.88002768594
8,"2020",26572.5932231767
9,"2020",12436.9929412279
10,"2020",379.598085758825
11,"2020",6014.09188306907
12,"2020",36083.8350545946
13,"2020",209562.150411427
14,"2020",22423.3892939116
15,"2020",25795.2543953702
16,"2020",34428.5174606949
17,"2020",3630.3727950236
18,"2020",7318.08493522508
19,"2020",78325.577218748
20,"2020",11580.3106706599
21,"2020",11830.3294156445
22,"2020",56956.7915417081
23,"2020",2897.0664177021
24,"2020",181883.820572526
25,"2020",40579.9941360693
26,"2020",299569.747934482
27,"2020",134712.054118944
28,"2020",161746.059040408
29,"2020",122703.372188325
30,"2020",4662.64954425675
31,"2020",2940.45732760278
32,"2020",56084.5404788756
33,"2020",10897.6270215559
34,"2020",15689.3864752368
35,"2020",12679.2032060616
36,"2020",6024.02854865114
37,"2020",9152.58926171686
38,"2020",3245.82991345497
39,"2020",6888.30694673302
40,"2020",94856.7112738312
41,"2020",2542.18430783963
42,"2020",8834.09159901138
43,"2020",189355.085695232
44,"2020",2803.55215584091
45,"2020",33372.8867201534
46,"2020",157286.2060716
47,"2020",33844.6553480491
48,"2020",134.846357694951
49,"2020",26426.828364714
50,"2020",41584.4317215003
51,"2020",87596.1485749735
52,"2020",21964.4974939785
53,"2020",12884.9306950071
54,"2020",14725.8939529495
55,"2020",44613.5571101722
56,"2020",19902.0748859867
57,"2020",10771.0702010122
58,"2020",9459.95097804921
59,"2020",12147.4093890202
60,"2020",89395.9807482065
61,"2020",76400.8913228475
62,"2020",5483.59178970485
63,"2020",82209.6004881754
64,"2020",48147.2630548548
65,"2020",48626.339350792
66,"2020",231543.877134911
67,"2020",3740.45408106108
68,"2020",354.482470607182
69,"2020",17748.9390116378
70,"2020",194823.739090392
71,"2020",35161.1006561847
72,"2020",72522.8229203027
73,"2020",3038.08687487931
74,"2020",15244.6730117724
75,"2020",4008.5968929912
76,"2020",21195.7363046507
77,"2020",6351.70602762794
78,"2020",6000.96283926411
79,"2020",31954.4572360885
80,"2020",10323.4206472036
81,"2020",4.86825004940917
82,"2020",105192.207102464
83,"2020",85566.4933339189
84,"2020",347.842309054021
85,"2020",5524.3860121883
86,"2020",142281.653851733
87,"2020",10553.327595281
88,"2020",154411.665587109
89,"2020",8743.54023465201
90,"2020",129802.562441921
91,"2020",144.040427537789
92,"2020",10745.2849354533
93,"2020",17976.8518890528
94,"2020",82678.6244364318
95,"2020",57270.1550934055
96,"2020",521.508072752064
97,"2020",1161.10988773999
98,"2020",5554.50975518122
99,"2020",151319.113371846
100,"2020",279204.225600241
101,"2020",26066.8758580473
102,"2020",319563.142821711
103,"2020",7069.15542120635
1,"2021",13694.4985147267
2,"2021",31074.9331546456
3,"2021",277660.307313587
4,"2021",38262.0339909853
5,"2021",75521.16095096
6,"2021",51826.2928915564
7,"2021",1022.60271835484
8,"2021",27055.0972354314
9,"2021",12555.5067580193
10,"2021",373.096427034987
11,"2021",6063.37182699009
12,"2021",36653.3488197065
13,"2021",213760.515386564
14,"2021",22902.531689406
15,"2021",26221.4691695558
16,"2021",35053.0862200495
17,"2021",3680.5228636356
18,"2021",7394.68576197268
19,"2021",79897.1374081998
20,"2021",11767.7277809704
21,"2021",12075.9291190412
22,"2021",57739.0641575549
23,"2021",2918.53104485788
24,"2021",185017.236733544
25,"2021",41277.7877944215
26,"2021",306725.043670889
27,"2021",137477.357261407
28,"2021",166260.72909469
29,"2021",125071.81783496
30,"2021",4735.01343401592
31,"2021",2988.00246787504
32,"2021",56831.5405109813
33,"2021",11099.3395637316
34,"2021",16018.9080838239
35,"2021",12941.2833528323
36,"2021",6140.945714337
37,"2021",9241.89309569377
38,"2021",3313.90766585834
39,"2021",6980.78109601936
40,"2021",96260.5624943832
41,"2021",2587.61501999782
42,"2021",9025.34133025831
43,"2021",193132.248817401
44,"2021",2843.7137663659
45,"2021",33674.6618374891
46,"2021",161583.01681174
47,"2021",34430.3740850308
48,"2021",133.562331847657
49,"2021",26773.2584824847
50,"2021",42491.4960754081
51,"2021",89102.5626212413
52,"2021",22350.8546465951
53,"2021",13037.2266268419
54,"2021",15030.1512778803
55,"2021",45074.7663451799
56,"2021",20399.2553048936
57,"2021",10866.0618380213
58,"2021",9710.47963010591
59,"2021",12399.1224206373
60,"2021",91036.1666194736
61,"2021",77628.0514770733
62,"2021",5562.61373978599
63,"2021",82766.0900594669
64,"2021",49746.5863534057
65,"2021",49321.4978126722
66,"2021",236944.879134726
67,"2021",3826.89600247668
68,"2021",355.306743795504
69,"2021",18090.4715738399
70,"2021",199313.512636241
71,"2021",36075.4130556073
72,"2021",73848.6244488173
73,"2021",3070.63689735861
74,"2021",15400.7175656995
75,"2021",4056.39982606531
76,"2021",21600.4936113786
77,"2021",6419.8907649229
78,"2021",6049.13274945236
79,"2021",32666.8262380638
80,"2021",10405.356611697
81,"2021",4.9360249974707
82,"2021",106976.64059573
83,"2021",86342.9436997117
84,"2021",347.571473611277
85,"2021",5550.40106000283
86,"2021",146133.750497696
87,"2021",10757.9352804856
88,"2021",156276.362464096
89,"2021",8838.53387218105
90,"2021",132287.628890866
91,"2021",144.907394784523
92,"2021",10901.556074813
93,"2021",18062.4652085844
94,"2021",84037.5098130201
95,"2021",58103.1423857019
96,"2021",536.312066106421
97,"2021",1190.03168050773
98,"2021",5643.22810390915
99,"2021",154986.685820188
100,"2021",281611.978267596
101,"2021",26523.0059157953
102,"2021",323351.986438163
103,"2021",7186.15172125463
