"rgn_id","resilience_score"
2,0.03
3,0
6,0.01
7,0.33
8,0.01
9,0.09
13,0
16,0.02
17,0.04
18,0
20,0.02
21,0.01
23,0.2
27,0
28,0
31,0.02
33,0.01
38,0.1
39,0.02
43,0
44,0
58,0
59,0.04
70,0.02
72,0.13
73,0.02
75,0.02
76,0.01
77,0.03
78,0.02
81,0.03
95,1
