"rgn_id","pressure_score"
1,0.278296988577362
2,0.104188300449983
3,0.608861197646244
4,0
5,0.913464866735895
6,0.816891658013153
7,0.630321910695742
8,0.104188300449983
9,0.759432329525787
10,0.913464866735895
11,0.584631360332295
12,0
13,0.796469366562824
14,0.278296988577362
15,0.278296988577362
16,0.104188300449983
17,0.104188300449983
18,0.759432329525787
19,0.913464866735895
20,0.104188300449983
21,0.816891658013153
22,0.913464866735895
23,0.104188300449983
24,0.913464866735895
25,0.278296988577362
26,0
27,0.759432329525787
28,0.584631360332295
29,0
30,0.879543094496366
31,0.104188300449983
32,0.913464866735895
33,0.104188300449983
34,0.278296988577362
35,0.278296988577362
36,0.759432329525787
37,0.104188300449983
38,0.816891658013153
39,0.104188300449983
40,0
41,0.747317410868813
42,0.759432329525787
43,0.747317410868813
44,0.584631360332295
45,0.278296988577362
46,0.584631360332295
47,0.879543094496366
48,0.630321910695742
49,0
50,0.913464866735895
51,0.861543786777432
52,0
53,0.104188300449983
54,0.584631360332295
55,0
56,0.879543094496366
57,0.104188300449983
58,0.608861197646244
59,0.630321910695742
60,0.861543786777432
61,0.584631360332295
62,0.278296988577362
63,0.861543786777432
64,0.913464866735895
65,0
66,0.861543786777432
67,0.630321910695742
68,0.630321910695742
69,0.278296988577362
70,0.104188300449983
71,0.104188300449983
72,0.630321910695742
73,0.104188300449983
74,0.104188300449983
75,0.104188300449983
76,0.104188300449983
77,0.104188300449983
78,0.104188300449983
79,0.278296988577362
80,0.104188300449983
81,0.630321910695742
82,0.796469366562824
83,0.278296988577362
84,0.630321910695742
85,0.879543094496366
86,0
87,0.278296988577362
88,0
89,0.608861197646244
90,0.796469366562824
91,0.630321910695742
92,0
93,0.608861197646244
94,0.796469366562824
95,0
96,0.630321910695742
97,0.816891658013153
98,0.913464866735895
99,0.879543094496366
100,0.278296988577362
101,0.913464866735895
102,0.278296988577362
103,0.278296988577362
