"rgn_id","year","trend"
1,2021,0.392964399342833
2,2021,-0.175652191649277
3,2021,1.20983229304645e-15
4,2021,-0.198662241677061
5,2021,-1
6,2021,0.0213352335023396
7,2021,0.0186281586679703
8,2021,-0.341765369846661
9,2021,0.295870851585198
10,2021,-0.0273066584410213
11,2021,0.023906621193912
12,2021,0.428809783747758
13,2021,-0.23643993471936
14,2021,0.404674465531319
15,2021,-0.0920145384930163
16,2021,0.689151675262746
17,2021,-0.0127263653105312
18,2021,0.728066663956332
19,2021,-0.184577586570914
20,2021,-0.19051805965151
21,2021,-0.0193297822385212
22,2021,-0.0372914507868311
23,2021,-0.0544871548406182
24,2021,-0.0925849247279385
25,2021,0.0282000881499889
26,2021,-0.14416767382408
27,2021,-0.478706644571513
28,2021,-0.0523461353190144
29,2021,0.0932509528449917
30,2021,-0.0393242828762165
31,2021,-0.0294813791799098
32,2021,-0.102320706640308
33,2021,0.0564564953622438
34,2021,0.336505388023936
35,2021,0.525319207225819
36,2021,-0.058084606667275
37,2021,-0.144398378327615
38,2021,0.0369034322504538
39,2021,-0.0188709794963644
40,2021,-0.119940375277561
41,2021,-0.0250719113304404
42,2021,-0.0420225258754752
43,2021,1
44,2021,-0.0192786217184085
45,2021,-0.136714194859875
46,2021,-0.608082053682357
47,2021,-0.234771027411095
48,2021,0.00059399195995323
49,2021,-0.667638256287555
50,2021,0.0483254751169089
51,2021,-0.0297361649340564
52,2021,0.0393970252729318
53,2021,-0.210710099652605
54,2021,0.99536441676224
55,2021,-0.386086720684127
56,2021,-0.172948084119916
57,2021,-0.0203800818710243
58,2021,-0.300844706175291
59,2021,0.229809136645243
60,2021,0.115187912755485
61,2021,0.912482194108574
62,2021,-0.0113832223136456
63,2021,-0.0401558020417623
64,2021,0.0741686229088877
65,2021,0.0502745984149421
66,2021,1
67,2021,0.191038138008628
68,2021,0.0277779198545372
69,2021,0.166179617093292
70,2021,-0.439440309423382
71,2021,-0.0739431331247826
72,2021,0.31774192970104
73,2021,0.0510870559658216
74,2021,-0.0605379284616079
75,2021,0.0327501713674565
76,2021,0.0663173704478543
77,2021,-0.0136282880274074
78,2021,0.0334687240318855
79,2021,0.0105359106391011
80,2021,-0.13827314538306
81,2021,0.000647210849864097
82,2021,-0.0238909518636782
83,2021,-0.367797294461704
84,2021,0.0121367796450348
85,2021,-0.00895952954726481
86,2021,-1
87,2021,0.0383959169323479
88,2021,0.175978306546728
89,2021,0.257214352113363
90,2021,-0.200021192170714
91,2021,0.000842081024138463
92,2021,0.107658063855029
93,2021,0.367534453076064
94,2021,0.0490571787954449
95,2021,-0.51517465404993
96,2021,-0.0138128969997386
97,2021,-0.00550642153355807
98,2021,0.156678198231678
99,2021,-0.0283783637421701
100,2021,-0.31860471762463
101,2021,-0.00432862115010566
102,2021,-0.0961657212929902
103,2021,-0.013449785552413
