"rgn_id","year","percent"
22,"2019",8.05978353627054
23,"2019",3.5891874112317
24,"2019",8.05978353627054
25,"2019",7.99772296231993
26,"2019",6.56506859992991
27,"2019",8.37672484023368
28,"2019",6.82305147412906
29,"2019",8.05978353627054
30,"2019",5.10406812099266
31,"2019",3.5891874112317
32,"2019",6.56506859992991
33,"2019",3.5891874112317
34,"2019",7.99772296231993
35,"2019",7.99772296231993
36,"2019",8.37672484023368
37,"2019",3.5891874112317
38,"2019",4.25309615040732
39,"2019",3.5891874112317
40,"2019",8.05978353627054
41,"2019",6.84257248476197
42,"2019",8.37672484023368
43,"2019",6.84257248476197
44,"2019",6.82305147412906
45,"2019",7.99772296231993
46,"2019",6.82305147412906
47,"2019",5.10406812099266
48,"2019",3.54319174546242
49,"2019",8.05978353627054
50,"2019",6.56506859992991
51,"2019",7.66664038889583
52,"2019",8.05978353627054
53,"2019",3.5891874112317
54,"2019",6.82305147412906
55,"2019",8.05978353627054
56,"2019",5.10406812099266
57,"2019",3.5891874112317
58,"2019",8.13180943459526
59,"2019",3.54319174546242
60,"2019",7.66664038889583
61,"2019",6.82305147412906
62,"2019",7.99772296231993
63,"2019",7.66664038889583
64,"2019",6.56506859992991
65,"2019",8.05978353627054
66,"2019",7.66664038889583
67,"2019",3.54319174546242
68,"2019",3.54319174546242
69,"2019",7.99772296231993
70,"2019",3.5891874112317
71,"2019",3.5891874112317
72,"2019",3.54319174546242
73,"2019",3.5891874112317
74,"2019",3.5891874112317
75,"2019",3.5891874112317
76,"2019",3.5891874112317
77,"2019",3.5891874112317
78,"2019",3.5891874112317
79,"2019",7.99772296231993
80,"2019",3.5891874112317
81,"2019",3.54319174546242
82,"2019",6.90743671644942
83,"2019",7.99772296231993
84,"2019",3.54319174546242
85,"2019",3.5891874112317
86,"2019",8.05978353627054
87,"2019",7.99772296231993
88,"2019",8.05978353627054
89,"2019",8.13180943459526
90,"2019",6.90743671644942
91,"2019",3.54319174546242
92,"2019",8.05978353627054
93,"2019",8.13180943459526
94,"2019",6.90743671644942
95,"2019",8.05978353627054
96,"2019",3.54319174546242
97,"2019",4.25309615040732
98,"2019",8.05978353627054
99,"2019",5.10406812099266
100,"2019",7.99772296231993
101,"2019",6.56506859992991
102,"2019",7.99772296231993
103,"2019",7.99772296231993
1,"2020",11.6614768311941
2,"2020",6.09139714940217
3,"2020",11.1011521290313
4,"2020",8.24923284658642
5,"2020",10.0522585280904
6,"2020",6.73922676965051
7,"2020",6.88128404762768
8,"2020",6.09139714940217
9,"2020",11.1011521290313
10,"2020",10.0522585280904
11,"2020",12.4134336091085
12,"2020",8.24923284658642
13,"2020",9.64053597990124
14,"2020",11.6614768311941
15,"2020",11.6614768311941
16,"2020",6.09139714940217
17,"2020",6.09139714940217
18,"2020",10.6624732494537
19,"2020",8.81012496837847
20,"2020",6.09139714940217
21,"2020",6.73922676965051
22,"2020",8.24923284658642
23,"2020",6.09139714940217
24,"2020",8.24923284658642
25,"2020",11.6614768311941
26,"2020",8.81012496837847
27,"2020",10.6624732494537
28,"2020",12.4134336091085
29,"2020",8.24923284658642
30,"2020",10.1769270438727
31,"2020",6.09139714940217
32,"2020",8.81012496837847
33,"2020",6.09139714940217
34,"2020",11.6614768311941
35,"2020",11.6614768311941
36,"2020",10.6624732494537
37,"2020",6.09139714940217
38,"2020",6.73922676965051
39,"2020",6.09139714940217
40,"2020",8.24923284658642
41,"2020",10.0522585280904
42,"2020",10.6624732494537
43,"2020",10.0522585280904
44,"2020",12.4134336091085
45,"2020",11.6614768311941
46,"2020",12.4134336091085
47,"2020",10.1769270438727
48,"2020",6.88128404762768
49,"2020",8.24923284658642
50,"2020",8.81012496837847
51,"2020",10.7385906740432
52,"2020",8.24923284658642
53,"2020",6.09139714940217
54,"2020",12.4134336091085
55,"2020",8.24923284658642
56,"2020",10.1769270438727
57,"2020",6.09139714940217
58,"2020",11.1011521290313
59,"2020",6.88128404762768
60,"2020",10.7385906740432
61,"2020",12.4134336091085
62,"2020",11.6614768311941
63,"2020",10.7385906740432
64,"2020",8.81012496837847
65,"2020",8.24923284658642
66,"2020",10.7385906740432
67,"2020",6.88128404762768
68,"2020",6.88128404762768
69,"2020",11.6614768311941
70,"2020",6.09139714940217
71,"2020",6.09139714940217
72,"2020",6.88128404762768
73,"2020",6.09139714940217
74,"2020",6.09139714940217
75,"2020",6.09139714940217
76,"2020",6.09139714940217
77,"2020",6.09139714940217
78,"2020",6.09139714940217
79,"2020",11.6614768311941
80,"2020",6.09139714940217
81,"2020",6.88128404762768
82,"2020",9.64053597990124
83,"2020",11.6614768311941
84,"2020",6.88128404762768
85,"2020",6.09139714940217
86,"2020",8.24923284658642
87,"2020",11.6614768311941
88,"2020",8.24923284658642
89,"2020",11.1011521290313
90,"2020",9.64053597990124
91,"2020",6.88128404762768
92,"2020",8.24923284658642
93,"2020",11.1011521290313
94,"2020",9.64053597990124
95,"2020",8.24923284658642
96,"2020",6.88128404762768
97,"2020",6.73922676965051
98,"2020",8.24923284658642
99,"2020",10.1769270438727
100,"2020",11.6614768311941
101,"2020",8.81012496837847
102,"2020",11.6614768311941
103,"2020",11.6614768311941
1,"2021",9.43602385975768
2,"2021",3.53394447551279
3,"2021",9.74207327832031
4,"2021",8.4386821569023
5,"2021",8.66369751163788
6,"2021",4.67993346695743
7,"2021",5.50873005543424
8,"2021",3.53394447551279
9,"2021",9.74207327832031
10,"2021",8.66369751163788
11,"2021",9.83109029690988
12,"2021",8.4386821569023
13,"2021",7.47080795423952
14,"2021",9.43602385975768
15,"2021",9.43602385975768
16,"2021",3.53394447551279
17,"2021",3.53394447551279
18,"2021",9.51246914107375
19,"2021",7.13537508859061
20,"2021",3.53394447551279
21,"2021",4.67993346695743
22,"2021",8.4386821569023
23,"2021",3.53394447551279
24,"2021",8.4386821569023
25,"2021",9.43602385975768
26,"2021",7.13537508859061
27,"2021",9.51246914107375
28,"2021",9.83109029690988
29,"2021",8.4386821569023
30,"2021",8.70648298404122
31,"2021",3.53394447551279
32,"2021",7.13537508859061
33,"2021",3.53394447551279
34,"2021",9.43602385975768
35,"2021",9.43602385975768
36,"2021",9.51246914107375
37,"2021",3.53394447551279
38,"2021",4.67993346695743
39,"2021",3.53394447551279
40,"2021",8.4386821569023
41,"2021",8.66369751163788
42,"2021",9.51246914107375
43,"2021",8.66369751163788
44,"2021",9.83109029690988
45,"2021",9.43602385975768
46,"2021",9.83109029690988
47,"2021",8.70648298404122
48,"2021",5.50873005543424
49,"2021",8.4386821569023
50,"2021",7.13537508859061
51,"2021",9.1887613308793
52,"2021",8.4386821569023
53,"2021",3.53394447551279
54,"2021",9.83109029690988
55,"2021",8.4386821569023
56,"2021",8.70648298404122
57,"2021",3.53394447551279
58,"2021",9.74207327832031
59,"2021",5.50873005543424
60,"2021",9.1887613308793
61,"2021",9.83109029690988
62,"2021",9.43602385975768
63,"2021",9.1887613308793
64,"2021",7.13537508859061
65,"2021",8.4386821569023
66,"2021",9.1887613308793
67,"2021",5.50873005543424
68,"2021",5.50873005543424
69,"2021",9.43602385975768
70,"2021",3.53394447551279
71,"2021",3.53394447551279
72,"2021",5.50873005543424
73,"2021",3.53394447551279
74,"2021",3.53394447551279
75,"2021",3.53394447551279
76,"2021",3.53394447551279
77,"2021",3.53394447551279
78,"2021",3.53394447551279
79,"2021",9.43602385975768
80,"2021",3.53394447551279
81,"2021",5.50873005543424
82,"2021",7.47080795423952
83,"2021",9.43602385975768
84,"2021",5.50873005543424
85,"2021",3.53394447551279
86,"2021",8.4386821569023
87,"2021",9.43602385975768
88,"2021",8.4386821569023
89,"2021",9.74207327832031
90,"2021",7.47080795423952
91,"2021",5.50873005543424
92,"2021",8.4386821569023
93,"2021",9.74207327832031
94,"2021",7.47080795423952
95,"2021",8.4386821569023
96,"2021",5.50873005543424
97,"2021",4.67993346695743
98,"2021",8.4386821569023
99,"2021",8.70648298404122
100,"2021",9.43602385975768
101,"2021",7.13537508859061
102,"2021",9.43602385975768
103,"2021",9.43602385975768
