"rgn_id","habitat","year","health"
41,"Playas y dunas",2018,85.7429547395389
42,"Macrocystis",2018,98.2318271119843
42,"Bosques y matorrales",2018,42.9951690821256
42,"Marismas y humedales",2018,14.5772594752187
42,"Playas y dunas",2018,87.1954674220963
43,"Macrocystis",2018,98.2318271119843
43,"Bosques y matorrales",2018,75
43,"Marismas y humedales",2018,1.15384615384615
43,"Playas y dunas",2018,90.7927533588668
44,"Macrocystis",2018,98.2318271119843
44,"Bosques y matorrales",2018,12.5700560448359
44,"Marismas y humedales",2018,100
44,"Playas y dunas",2018,84.8298511634407
45,"Macrocystis",2018,98.2318271119843
45,"Bosques y matorrales",2018,95.5899880810489
45,"Marismas y humedales",2018,
45,"Playas y dunas",2018,84.5225027442371
46,"Macrocystis",2018,98.2318271119843
46,"Bosques y matorrales",2018,80.6621519939804
46,"Marismas y humedales",2018,42.4409448818898
46,"Playas y dunas",2018,100
47,"Macrocystis",2018,98.2318271119843
47,"Bosques y matorrales",2018,100
47,"Marismas y humedales",2018,90.9090909090909
47,"Playas y dunas",2018,100
48,"Macrocystis",2018,98.2318271119843
48,"Bosques y matorrales",2018,100
48,"Marismas y humedales",2018,37.7358490566037
48,"Playas y dunas",2018,27.3972602739727
49,"Macrocystis",2018,98.2318271119843
49,"Bosques y matorrales",2018,99.7688776317872
49,"Marismas y humedales",2018,36.1651313544866
49,"Playas y dunas",2018,74.3751270067059
50,"Macrocystis",2018,98.2318271119843
50,"Bosques y matorrales",2018,93.9695857367593
50,"Marismas y humedales",2018,100
50,"Playas y dunas",2018,100
51,"Macrocystis",2018,98.2318271119843
51,"Bosques y matorrales",2018,95.5993930197269
51,"Marismas y humedales",2018,100
51,"Playas y dunas",2018,100
52,"Macrocystis",2018,98.2318271119843
52,"Bosques y matorrales",2018,93.8202247191011
52,"Marismas y humedales",2018,92.0454545454546
52,"Playas y dunas",2018,0
53,"Macrocystis",2018,98.2318271119843
53,"Bosques y matorrales",2018,97.4084958589367
53,"Marismas y humedales",2018,100
53,"Playas y dunas",2018,100
54,"Macrocystis",2018,98.2318271119843
54,"Bosques y matorrales",2018,99.1643454038997
54,"Marismas y humedales",2018,98.305857327357
54,"Playas y dunas",2018,87.9317035312377
55,"Macrocystis",2018,98.2318271119843
55,"Bosques y matorrales",2018,89.5513021650456
55,"Marismas y humedales",2018,82.089552238806
55,"Playas y dunas",2018,100
56,"Macrocystis",2018,98.2318271119843
56,"Bosques y matorrales",2018,100
56,"Marismas y humedales",2018,63.3333333333333
56,"Playas y dunas",2018,89.0909090909091
57,"Macrocystis",2018,98.2318271119843
57,"Bosques y matorrales",2018,88.1708020773226
57,"Marismas y humedales",2018,100
57,"Playas y dunas",2018,100
58,"Macrocystis",2018,98.2318271119843
58,"Bosques y matorrales",2018,
58,"Marismas y humedales",2018,0
58,"Playas y dunas",2018,98.9860410130496
59,"Macrocystis",2018,98.2318271119843
59,"Bosques y matorrales",2018,91.8367346938776
59,"Marismas y humedales",2018,76.1791807316851
59,"Playas y dunas",2018,100
60,"Macrocystis",2018,98.2318271119843
60,"Bosques y matorrales",2018,10.4374520337682
60,"Marismas y humedales",2018,91.9296663660956
60,"Playas y dunas",2018,79.8219584569735
61,"Macrocystis",2018,98.2318271119843
61,"Bosques y matorrales",2018,43.0485394245553
61,"Marismas y humedales",2018,54.9603174603175
61,"Playas y dunas",2018,64.3911632289813
62,"Macrocystis",2018,98.2318271119843
62,"Bosques y matorrales",2018,62.2485207100592
62,"Marismas y humedales",2018,91.9280205655526
62,"Playas y dunas",2018,21.517897130258
63,"Macrocystis",2018,98.2318271119843
63,"Bosques y matorrales",2018,100
63,"Marismas y humedales",2018,92.0863309352517
63,"Playas y dunas",2018,42.0262664165103
64,"Macrocystis",2018,98.2318271119843
64,"Bosques y matorrales",2018,78.4233106900251
64,"Marismas y humedales",2018,42.8714859437751
64,"Playas y dunas",2018,100
65,"Macrocystis",2018,98.2318271119843
65,"Bosques y matorrales",2018,97.9710144927536
65,"Marismas y humedales",2018,76.1904761904762
65,"Playas y dunas",2018,61.5384615384616
66,"Macrocystis",2018,98.2318271119843
66,"Bosques y matorrales",2018,91.2399631433459
66,"Marismas y humedales",2018,100
66,"Playas y dunas",2018,77.7576853526221
67,"Macrocystis",2018,98.2318271119843
67,"Bosques y matorrales",2018,100
67,"Marismas y humedales",2018,91.0436713545522
67,"Playas y dunas",2018,70.5882352941177
68,"Macrocystis",2018,98.2318271119843
68,"Bosques y matorrales",2018,100
68,"Marismas y humedales",2018,5.06329113924051
68,"Playas y dunas",2018,63.1168831168831
69,"Macrocystis",2018,98.2318271119843
69,"Bosques y matorrales",2018,74.9784296807593
69,"Marismas y humedales",2018,72.6244343891404
69,"Playas y dunas",2018,100
70,"Macrocystis",2018,98.2318271119843
70,"Bosques y matorrales",2018,82.3048817618999
