goal,dimension,region_id,score
AO,future,0,28.73
AO,future,1,17.18
AO,future,2,14.53
AO,future,3,11.3
AO,future,4,14.47
AO,future,5,77.06
AO,future,6,34.63
AO,future,7,16
AO,future,8,37.78
AO,future,9,20.57
AO,future,10,39.85
AO,future,11,43.53
AO,future,12,30.98
AO,future,13,9.33
AO,future,14,1.21
AO,future,15,12.65
AO,future,16,57.19
AO,future,17,3.2
AO,future,18,11.16
AO,future,19,16.68
AO,future,20,25.06
AO,future,21,51.54
AO,future,22,11.09
AO,future,23,19.82
AO,future,24,71.23
AO,future,25,18.97
AO,future,26,26.82
AO,future,27,
AO,future,28,54.43
AO,future,29,83.62
AO,future,30,55.26
AO,future,31,3.7
AO,future,32,26.42
AO,future,33,12.98
AO,future,34,6.37
AO,future,35,2.9
AO,future,36,10.82
AO,future,37,
AO,future,38,73.98
AO,future,39,36.77
AO,future,40,30.5
AO,future,41,63.35
AO,future,42,18.93
AO,future,43,86.79
AO,future,44,47.68
AO,future,45,9.62
AO,future,46,0.95
AO,future,47,31.69
AO,future,48,
AO,future,49,51.7
AO,future,50,100
AO,future,51,7.15
AO,future,52,
AO,future,53,96.3
AO,future,54,19.42
AO,future,55,67.64
AO,future,56,56.39
AO,future,57,6.7
AO,future,58,56.02
AO,future,59,19.08
AO,future,60,4.85
AO,future,61,24.68
AO,future,62,20.79
AO,future,63,43.14
AO,future,64,48.85
AO,future,65,9.06
AO,future,66,18.16
AO,future,67,12.82
AO,future,68,
AO,future,69,22.84
AO,future,70,10.86
AO,future,71,5.3
AO,future,72,8.93
AO,future,73,70.56
AO,future,74,2.01
AO,future,75,48.96
AO,future,76,6.89
AO,future,77,12.4
AO,future,78,10.87
AO,future,79,16.93
AO,future,80,38.71
AO,future,81,22.93
AO,future,82,11.75
AO,future,83,12.79
AO,future,84,
AO,future,85,10.2
AO,future,86,8.83
AO,future,87,15.32
AO,future,88,69.54
AO,future,89,22.15
AO,future,90,
AO,future,91,
AO,future,92,21.75
AO,future,93,27.63
AO,future,94,79.9
AO,future,95,4.84
AO,future,96,
AO,future,97,67.77
AO,future,98,0
AO,future,99,5.41
AO,future,100,13.8
AO,future,101,82.11
AO,future,102,100
AO,future,103,10.16
AO,pressures,1,39.08
AO,pressures,2,33.85
AO,pressures,3,53.97
AO,pressures,4,48.02
AO,pressures,5,53.45
AO,pressures,6,51.85
AO,pressures,7,49.34
AO,pressures,8,49.76
AO,pressures,9,56.09
AO,pressures,10,57.2
AO,pressures,11,49.3
AO,pressures,12,37.95
AO,pressures,13,48.68
AO,pressures,14,46.41
AO,pressures,15,48.42
AO,pressures,16,50.48
AO,pressures,17,46.02
AO,pressures,18,52.04
AO,pressures,19,51.01
AO,pressures,20,47.16
AO,pressures,21,53.93
AO,pressures,22,53.98
AO,pressures,23,54.56
AO,pressures,24,56.44
AO,pressures,25,48.56
AO,pressures,26,48.39
AO,pressures,27,57.29
AO,pressures,28,60.81
AO,pressures,29,56.38
AO,pressures,30,55.72
AO,pressures,31,43.29
AO,pressures,32,48.37
AO,pressures,33,56.19
AO,pressures,34,46.46
AO,pressures,35,44.73
AO,pressures,36,53.21
AO,pressures,37,44.51
AO,pressures,38,49.95
AO,pressures,39,50.48
AO,pressures,40,42.53
AO,pressures,41,55.27
AO,pressures,42,52.99
AO,pressures,43,59.97
AO,pressures,44,54.18
AO,pressures,45,49.8
AO,pressures,46,73.36
AO,pressures,47,53.89
AO,pressures,48,52.36
AO,pressures,49,44.46
AO,pressures,50,45.6
AO,pressures,51,53.62
AO,pressures,52,41.55
AO,pressures,53,45.69
AO,pressures,54,53.14
AO,pressures,55,48.69
AO,pressures,56,52.18
AO,pressures,57,44.68
AO,pressures,58,56.11
AO,pressures,59,59.29
AO,pressures,60,52.24
AO,pressures,61,52.24
AO,pressures,62,47.63
AO,pressures,63,54.35
AO,pressures,64,45.66
AO,pressures,65,46.05
AO,pressures,66,54.43
AO,pressures,67,51.72
AO,pressures,68,55.84
AO,pressures,69,49.59
AO,pressures,70,57.62
AO,pressures,71,79.98
AO,pressures,72,51.65
AO,pressures,73,51
AO,pressures,74,42.66
AO,pressures,75,48.2
AO,pressures,76,47.92
AO,pressures,77,47.66
AO,pressures,78,50.16
AO,pressures,79,49.27
AO,pressures,80,44.34
AO,pressures,81,60.79
AO,pressures,82,61.64
AO,pressures,83,49.55
AO,pressures,84,56.49
AO,pressures,85,47.41
AO,pressures,86,46.76
AO,pressures,87,56.34
AO,pressures,88,59.06
AO,pressures,89,52.53
AO,pressures,90,58.45
AO,pressures,91,55.98
AO,pressures,92,43.99
AO,pressures,93,51.03
AO,pressures,94,51.62
AO,pressures,95,43.86
AO,pressures,96,59.52
AO,pressures,97,50.97
AO,pressures,98,54.65
AO,pressures,99,52.59
AO,pressures,100,49.32
AO,pressures,101,44.05
AO,pressures,102,64.11
AO,pressures,103,49.15
AO,resilience,1,40.3
AO,resilience,2,30.03
AO,resilience,3,27.38
AO,resilience,4,36.35
AO,resilience,5,38.19
AO,resilience,6,28.39
AO,resilience,7,20.01
AO,resilience,8,27.73
AO,resilience,9,31.82
AO,resilience,10,28.45
AO,resilience,11,34.42
AO,resilience,12,42.76
AO,resilience,13,40.06
AO,resilience,14,38.75
AO,resilience,15,32.05
AO,resilience,16,22.76
AO,resilience,17,24.54
AO,resilience,18,23.52
AO,resilience,19,28.98
AO,resilience,20,23.31
AO,resilience,21,25.67
AO,resilience,22,25.47
AO,resilience,23,24.94
AO,resilience,24,33.8
AO,resilience,25,31.35
AO,resilience,26,30.31
AO,resilience,27,23.16
AO,resilience,28,27.55
AO,resilience,29,36.06
AO,resilience,30,39.49
AO,resilience,31,33.25
AO,resilience,32,28.85
AO,resilience,33,23.51
AO,resilience,34,31.52
AO,resilience,35,34.14
AO,resilience,36,22.99
AO,resilience,37,25.1
AO,resilience,38,25.74
AO,resilience,39,22.96
AO,resilience,40,35.48
AO,resilience,41,21.09
AO,resilience,42,23.04
AO,resilience,43,23.64
AO,resilience,44,27.46
AO,resilience,45,32.01
AO,resilience,46,28.18
AO,resilience,47,38.98
AO,resilience,48,26.61
AO,resilience,49,36.14
AO,resilience,50,28.82
AO,resilience,51,27.81
AO,resilience,52,35.24
AO,resilience,53,23.36
AO,resilience,54,26.98
AO,resilience,55,33.9
AO,resilience,56,39.81
AO,resilience,57,22.26
AO,resilience,58,18.31
AO,resilience,59,18.61
AO,resilience,60,28.52
AO,resilience,61,26.31
AO,resilience,62,31.48
AO,resilience,63,28.15
AO,resilience,64,28.92
AO,resilience,65,35.9
AO,resilience,66,27.96
AO,resilience,67,18.11
AO,resilience,68,18.27
AO,resilience,69,31.98
AO,resilience,70,29.32
AO,resilience,71,26.58
AO,resilience,72,18.12
AO,resilience,73,26.36
AO,resilience,74,24.58
AO,resilience,75,23.13
AO,resilience,76,23.48
AO,resilience,77,22.92
AO,resilience,78,24.61
AO,resilience,79,32.02
AO,resilience,80,25.29
AO,resilience,81,19.15
AO,resilience,82,35.32
AO,resilience,83,30.59
AO,resilience,84,18.26
AO,resilience,85,22.59
AO,resilience,86,35.16
AO,resilience,87,31.42
AO,resilience,88,35.95
AO,resilience,89,18.52
AO,resilience,90,34.39
AO,resilience,91,18.52
AO,resilience,92,35.36
AO,resilience,93,20.43
AO,resilience,94,34.69
AO,resilience,95,35.25
AO,resilience,96,18.3
AO,resilience,97,26.87
AO,resilience,98,25.41
AO,resilience,99,38.47
AO,resilience,100,31.35
AO,resilience,101,28.99
AO,resilience,102,32.06
AO,resilience,103,30.23
AO,score,0,30.83
AO,score,1,23.9
AO,score,2,17.22
AO,score,3,16.57
AO,score,4,18.35
AO,score,5,62.32
AO,score,6,35.74
AO,score,7,23.39
AO,score,8,39.35
AO,score,9,26.78
AO,score,10,33.35
AO,score,11,46.74
AO,score,12,32.73
AO,score,13,13.26
AO,score,14,2.59
AO,score,15,17.96
AO,score,16,53.72
AO,score,17,6.29
AO,score,18,16.51
AO,score,19,22.24
AO,score,20,34.33
AO,score,21,42.11
AO,score,22,18.75
AO,score,23,27.92
AO,score,24,57.94
AO,score,25,27.08
AO,score,26,26.11
AO,score,27,
AO,score,28,48.97
AO,score,29,67.89
AO,score,30,44.72
AO,score,31,8.09
AO,score,32,32.46
AO,score,33,20.24
AO,score,34,11.13
AO,score,35,6.37
AO,score,36,18.31
AO,score,37,
AO,score,38,60.26
AO,score,39,43.07
AO,score,40,36.92
AO,score,41,64.02
AO,score,42,27.16
AO,score,43,71.39
AO,score,44,47.65
AO,score,45,14.87
AO,score,46,2.54
AO,score,47,32.51
AO,score,48,
AO,score,49,50.16
AO,score,50,91.29
AO,score,51,10.63
AO,score,52,
AO,score,53,79.99
AO,score,54,23.3
AO,score,55,59.41
AO,score,56,45.5
AO,score,57,8.63
AO,score,58,53.81
AO,score,59,26.97
AO,score,60,10.07
AO,score,61,30.33
AO,score,62,24.01
AO,score,63,46.09
AO,score,64,45.83
AO,score,65,11.76
AO,score,66,25.29
AO,score,67,21.38
AO,score,68,
AO,score,69,26.47
AO,score,70,16.91
AO,score,71,9.53
AO,score,72,16.34
AO,score,73,57.49
AO,score,74,4.72
AO,score,75,43.22
AO,score,76,11.49
AO,score,77,17.03
AO,score,78,18.05
AO,score,79,22.76
AO,score,80,36.02
AO,score,81,31.36
AO,score,82,17.76
AO,score,83,18.7
AO,score,84,
AO,score,85,15.86
AO,score,86,13.13
AO,score,87,20.15
AO,score,88,60.24
AO,score,89,29.88
AO,score,90,
AO,score,91,
AO,score,92,25.19
AO,score,93,33.76
AO,score,94,71.11
AO,score,95,9.76
AO,score,96,
AO,score,97,55.19
AO,score,98,0
AO,score,99,10.41
AO,score,100,18.58
AO,score,101,70.34
AO,score,102,83.29
AO,score,103,15.23
AO,status,0,32.94
AO,status,1,30.62
AO,status,2,19.9
AO,status,3,21.83
AO,status,4,22.23
AO,status,5,47.58
AO,status,6,36.85
AO,status,7,30.77
AO,status,8,40.92
AO,status,9,32.99
AO,status,10,26.85
AO,status,11,49.94
AO,status,12,34.47
AO,status,13,17.18
AO,status,14,3.97
AO,status,15,23.26
AO,status,16,50.24
AO,status,17,9.39
AO,status,18,21.86
AO,status,19,27.79
AO,status,20,43.61
AO,status,21,32.69
AO,status,22,26.42
AO,status,23,36.01
AO,status,24,44.65
AO,status,25,35.19
AO,status,26,25.41
AO,status,27,
AO,status,28,43.51
AO,status,29,52.17
AO,status,30,34.19
AO,status,31,12.48
AO,status,32,38.51
AO,status,33,27.5
AO,status,34,15.89
AO,status,35,9.84
AO,status,36,25.79
AO,status,37,
AO,status,38,46.53
AO,status,39,49.37
AO,status,40,43.34
AO,status,41,64.69
AO,status,42,35.39
AO,status,43,55.99
AO,status,44,47.61
AO,status,45,20.13
AO,status,46,4.12
AO,status,47,33.33
AO,status,48,
AO,status,49,48.63
AO,status,50,82.58
AO,status,51,14.11
AO,status,52,
AO,status,53,63.68
AO,status,54,27.18
AO,status,55,51.17
AO,status,56,34.61
AO,status,57,10.57
AO,status,58,51.59
AO,status,59,34.87
AO,status,60,15.28
AO,status,61,35.98
AO,status,62,27.22
AO,status,63,49.05
AO,status,64,42.82
AO,status,65,14.46
AO,status,66,32.42
AO,status,67,29.95
AO,status,68,
AO,status,69,30.11
AO,status,70,22.97
AO,status,71,13.76
AO,status,72,23.76
AO,status,73,44.42
AO,status,74,7.43
AO,status,75,37.47
AO,status,76,16.08
AO,status,77,21.66
AO,status,78,25.22
AO,status,79,28.59
AO,status,80,33.33
AO,status,81,39.8
AO,status,82,23.77
AO,status,83,24.61
AO,status,84,
AO,status,85,21.52
AO,status,86,17.43
AO,status,87,24.99
AO,status,88,50.95
AO,status,89,37.62
AO,status,90,
AO,status,91,
AO,status,92,28.64
AO,status,93,39.89
AO,status,94,62.31
AO,status,95,14.69
AO,status,96,
AO,status,97,42.61
AO,status,98,0
AO,status,99,15.41
AO,status,100,23.36
AO,status,101,58.56
AO,status,102,66.57
AO,status,103,20.3
AO,trend,1,-0.66
AO,trend,2,-0.38
AO,trend,3,-0.59
AO,trend,4,-0.46
AO,trend,5,1
AO,trend,6,0.03
AO,trend,7,-0.57
AO,trend,8,-0.01
AO,trend,9,-0.44
AO,trend,10,0.86
AO,trend,11,-0.12
AO,trend,12,-0.15
AO,trend,13,-0.64
AO,trend,14,-1
AO,trend,15,-0.6
AO,trend,16,0.34
AO,trend,17,-0.88
AO,trend,18,-0.59
AO,trend,19,-0.49
AO,trend,20,-0.52
AO,trend,21,1
AO,trend,22,-0.73
AO,trend,23,-0.53
AO,trend,24,1
AO,trend,25,-0.6
AO,trend,26,0.17
AO,trend,27,
AO,trend,28,0.54
AO,trend,29,1
AO,trend,30,1
AO,trend,31,-1
AO,trend,32,-0.37
AO,trend,33,-0.63
AO,trend,34,-0.82
AO,trend,35,-1
AO,trend,36,-0.72
AO,trend,37,-1
AO,trend,38,1
AO,trend,39,-0.25
AO,trend,40,-0.41
AO,trend,41,0.14
AO,trend,42,-0.55
AO,trend,43,1
AO,trend,44,0.13
AO,trend,45,-0.69
AO,trend,46,-0.92
AO,trend,47,
AO,trend,48,
AO,trend,49,0.14
AO,trend,50,1
AO,trend,51,-0.61
AO,trend,52,
AO,trend,53,0.87
AO,trend,54,-0.3
AO,trend,55,0.55
AO,trend,56,1
AO,trend,57,-0.44
AO,trend,58,0.31
AO,trend,59,-0.48
AO,trend,60,-0.9
AO,trend,61,-0.34
AO,trend,62,-0.27
AO,trend,63,-0.05
AO,trend,64,0.29
AO,trend,65,-0.51
AO,trend,66,-0.53
AO,trend,67,-0.69
AO,trend,68,
AO,trend,69,-0.27
AO,trend,70,-0.65
AO,trend,71,-0.66
AO,trend,72,-0.77
AO,trend,73,1
AO,trend,74,-1
AO,trend,75,0.58
AO,trend,76,-0.73
AO,trend,77,-0.52
AO,trend,78,-0.72
AO,trend,79,-0.52
AO,trend,80,0.33
AO,trend,81,-0.43
AO,trend,82,-0.63
AO,trend,83,-0.62
AO,trend,84,
AO,trend,85,-0.66
AO,trend,86,-0.68
AO,trend,87,-0.45
AO,trend,88,0.66
AO,trend,89,-0.45
AO,trend,90,
AO,trend,91,
AO,trend,92,-0.32
AO,trend,93,-0.31
AO,trend,94,0.5
AO,trend,95,-0.96
AO,trend,96,
AO,trend,97,1
AO,trend,98,-1
AO,trend,99,-0.9
AO,trend,100,-0.52
AO,trend,101,0.67
AO,trend,102,1
AO,trend,103,-0.65
BD,future,0,64.76
BD,future,1,75.51
BD,future,2,74.65
BD,future,3,53.14
BD,future,4,65.61
BD,future,5,68.13
BD,future,6,58.53
BD,future,7,68.21
BD,future,8,64.06
BD,future,9,54.05
BD,future,10,70.28
BD,future,11,81.16
BD,future,12,54.92
BD,future,13,67.42
BD,future,14,77.72
BD,future,15,74.35
BD,future,16,61.42
BD,future,17,68
BD,future,18,56.25
BD,future,19,67.09
BD,future,20,70.13
BD,future,21,72.2
BD,future,22,67.5
BD,future,23,64.24
BD,future,24,54.81
BD,future,25,53.69
BD,future,26,81.42
BD,future,27,63.43
BD,future,28,60.49
BD,future,29,73.98
BD,future,30,78.66
BD,future,31,80.07
BD,future,32,55.97
BD,future,33,83.09
BD,future,34,72.22
BD,future,35,63.11
BD,future,36,58.49
BD,future,37,65.07
BD,future,38,82.55
BD,future,39,67.36
BD,future,40,73.27
BD,future,41,55.23
BD,future,42,56.79
BD,future,43,53.17
BD,future,44,69.64
BD,future,45,76.97
BD,future,46,61.67
BD,future,47,75.34
BD,future,48,81.84
BD,future,49,89.6
BD,future,50,69.38
BD,future,51,71.9
BD,future,52,32.3
BD,future,53,69.77
BD,future,54,78.24
BD,future,55,72.13
BD,future,56,64.45
BD,future,57,52.05
BD,future,58,55.37
BD,future,59,62.09
BD,future,60,77.96
BD,future,61,78.58
BD,future,62,78.5
BD,future,63,69.25
BD,future,64,61.19
BD,future,65,83.11
BD,future,66,65.21
BD,future,67,63.67
BD,future,68,56.81
BD,future,69,70.9
BD,future,70,52.86
BD,future,71,64.76
BD,future,72,50.25
BD,future,73,57.69
BD,future,74,57.11
BD,future,75,67.95
BD,future,76,70.72
BD,future,77,66.03
BD,future,78,62.83
BD,future,79,73.73
BD,future,80,63.18
BD,future,81,47.18
BD,future,82,80.33
BD,future,83,89.64
BD,future,84,48.54
BD,future,85,64.61
BD,future,86,67.99
BD,future,87,85.85
BD,future,88,63.42
BD,future,89,76.54
BD,future,90,78.14
BD,future,91,57.31
BD,future,92,82.45
BD,future,93,58.2
BD,future,94,66.71
BD,future,95,86.96
BD,future,96,43.32
BD,future,97,76.5
BD,future,98,73.23
BD,future,99,77.52
BD,future,100,67.32
BD,future,101,74.31
BD,future,102,60.41
BD,future,103,65.93
BD,pressures,1,
BD,pressures,2,
BD,pressures,3,
BD,pressures,4,
BD,pressures,5,
BD,pressures,6,
BD,pressures,7,
BD,pressures,8,
BD,pressures,9,
BD,pressures,10,
BD,pressures,11,
BD,pressures,12,
BD,pressures,13,
BD,pressures,14,
BD,pressures,15,
BD,pressures,16,
BD,pressures,17,
BD,pressures,18,
BD,pressures,19,
BD,pressures,20,
BD,pressures,21,
BD,pressures,22,
BD,pressures,23,
BD,pressures,24,
BD,pressures,25,
BD,pressures,26,
BD,pressures,27,
BD,pressures,28,
BD,pressures,29,
BD,pressures,30,
BD,pressures,31,
BD,pressures,32,
BD,pressures,33,
BD,pressures,34,
BD,pressures,35,
BD,pressures,36,
BD,pressures,37,
BD,pressures,38,
BD,pressures,39,
BD,pressures,40,
BD,pressures,41,
BD,pressures,42,
BD,pressures,43,
BD,pressures,44,
BD,pressures,45,
BD,pressures,46,
BD,pressures,47,
BD,pressures,48,
BD,pressures,49,
BD,pressures,50,
BD,pressures,51,
BD,pressures,52,
BD,pressures,53,
BD,pressures,54,
BD,pressures,55,
BD,pressures,56,
BD,pressures,57,
BD,pressures,58,
BD,pressures,59,
BD,pressures,60,
BD,pressures,61,
BD,pressures,62,
BD,pressures,63,
BD,pressures,64,
BD,pressures,65,
BD,pressures,66,
BD,pressures,67,
BD,pressures,68,
BD,pressures,69,
BD,pressures,70,
BD,pressures,71,
BD,pressures,72,
BD,pressures,73,
BD,pressures,74,
BD,pressures,75,
BD,pressures,76,
BD,pressures,77,
BD,pressures,78,
BD,pressures,79,
BD,pressures,80,
BD,pressures,81,
BD,pressures,82,
BD,pressures,83,
BD,pressures,84,
BD,pressures,85,
BD,pressures,86,
BD,pressures,87,
BD,pressures,88,
BD,pressures,89,
BD,pressures,90,
BD,pressures,91,
BD,pressures,92,
BD,pressures,93,
BD,pressures,94,
BD,pressures,95,
BD,pressures,96,
BD,pressures,97,
BD,pressures,98,
BD,pressures,99,
BD,pressures,100,
BD,pressures,101,
BD,pressures,102,
BD,pressures,103,
BD,resilience,1,
BD,resilience,2,
BD,resilience,3,
BD,resilience,4,
BD,resilience,5,
BD,resilience,6,
BD,resilience,7,
BD,resilience,8,
BD,resilience,9,
BD,resilience,10,
BD,resilience,11,
BD,resilience,12,
BD,resilience,13,
BD,resilience,14,
BD,resilience,15,
BD,resilience,16,
BD,resilience,17,
BD,resilience,18,
BD,resilience,19,
BD,resilience,20,
BD,resilience,21,
BD,resilience,22,
BD,resilience,23,
BD,resilience,24,
BD,resilience,25,
BD,resilience,26,
BD,resilience,27,
BD,resilience,28,
BD,resilience,29,
BD,resilience,30,
BD,resilience,31,
BD,resilience,32,
BD,resilience,33,
BD,resilience,34,
BD,resilience,35,
BD,resilience,36,
BD,resilience,37,
BD,resilience,38,
BD,resilience,39,
BD,resilience,40,
BD,resilience,41,
BD,resilience,42,
BD,resilience,43,
BD,resilience,44,
BD,resilience,45,
BD,resilience,46,
BD,resilience,47,
BD,resilience,48,
BD,resilience,49,
BD,resilience,50,
BD,resilience,51,
BD,resilience,52,
BD,resilience,53,
BD,resilience,54,
BD,resilience,55,
BD,resilience,56,
BD,resilience,57,
BD,resilience,58,
BD,resilience,59,
BD,resilience,60,
BD,resilience,61,
BD,resilience,62,
BD,resilience,63,
BD,resilience,64,
BD,resilience,65,
BD,resilience,66,
BD,resilience,67,
BD,resilience,68,
BD,resilience,69,
BD,resilience,70,
BD,resilience,71,
BD,resilience,72,
BD,resilience,73,
BD,resilience,74,
BD,resilience,75,
BD,resilience,76,
BD,resilience,77,
BD,resilience,78,
BD,resilience,79,
BD,resilience,80,
BD,resilience,81,
BD,resilience,82,
BD,resilience,83,
BD,resilience,84,
BD,resilience,85,
BD,resilience,86,
BD,resilience,87,
BD,resilience,88,
BD,resilience,89,
BD,resilience,90,
BD,resilience,91,
BD,resilience,92,
BD,resilience,93,
BD,resilience,94,
BD,resilience,95,
BD,resilience,96,
BD,resilience,97,
BD,resilience,98,
BD,resilience,99,
BD,resilience,100,
BD,resilience,101,
BD,resilience,102,
BD,resilience,103,
BD,score,0,73.53
BD,score,1,81.75
BD,score,2,78.86
BD,score,3,65.23
BD,score,4,71.96
BD,score,5,76.93
BD,score,6,68.07
BD,score,7,77.27
BD,score,8,72.94
BD,score,9,66.01
BD,score,10,79.25
BD,score,11,86.55
BD,score,12,64.45
BD,score,13,73.37
BD,score,14,79.75
BD,score,15,78.52
BD,score,16,69.91
BD,score,17,76.57
BD,score,18,67.15
BD,score,19,73.65
BD,score,20,78.54
BD,score,21,79.76
BD,score,22,76.37
BD,score,23,73.52
BD,score,24,64.29
BD,score,25,62.25
BD,score,26,84.25
BD,score,27,73.57
BD,score,28,71.09
BD,score,29,78.37
BD,score,30,83.48
BD,score,31,81.35
BD,score,32,63.63
BD,score,33,85.97
BD,score,34,75.45
BD,score,35,68.47
BD,score,36,68.91
BD,score,37,77.19
BD,score,38,88.85
BD,score,39,76.02
BD,score,40,77.93
BD,score,41,66.73
BD,score,42,67.6
BD,score,43,65.46
BD,score,44,76.18
BD,score,45,81.43
BD,score,46,71.8
BD,score,47,80.94
BD,score,48,84.24
BD,score,49,88.53
BD,score,50,75.53
BD,score,51,79.23
BD,score,52,40.54
BD,score,53,75.9
BD,score,54,85.13
BD,score,55,78.11
BD,score,56,71.19
BD,score,57,58.55
BD,score,58,66.43
BD,score,59,73.37
BD,score,60,81.88
BD,score,61,84.48
BD,score,62,82.52
BD,score,63,76.45
BD,score,64,67.68
BD,score,65,85.57
BD,score,66,74.36
BD,score,67,74.29
BD,score,68,65.77
BD,score,69,76.77
BD,score,70,64.17
BD,score,71,70.15
BD,score,72,61.85
BD,score,73,66.38
BD,score,74,66.63
BD,score,75,76.11
BD,score,76,78.82
BD,score,77,73.39
BD,score,78,71.62
BD,score,79,79.22
BD,score,80,70.47
BD,score,81,58.04
BD,score,82,85.33
BD,score,83,88.56
BD,score,84,54.33
BD,score,85,71.8
BD,score,86,73.75
BD,score,87,88.66
BD,score,88,71.16
BD,score,89,83.42
BD,score,90,82.74
BD,score,91,67.41
BD,score,92,85.51
BD,score,93,68.1
BD,score,94,73.23
BD,score,95,87.56
BD,score,96,54.4
BD,score,97,80.91
BD,score,98,79.79
BD,score,99,82.74
BD,score,100,73.16
BD,score,101,78.27
BD,score,102,67.48
BD,score,103,72.55
BD,status,0,82.29
BD,status,1,87.98
BD,status,2,83.07
BD,status,3,77.32
BD,status,4,78.32
BD,status,5,85.73
BD,status,6,77.61
BD,status,7,86.32
BD,status,8,81.81
BD,status,9,77.98
BD,status,10,88.22
BD,status,11,91.94
BD,status,12,73.97
BD,status,13,79.32
BD,status,14,81.77
BD,status,15,82.69
BD,status,16,78.39
BD,status,17,85.14
BD,status,18,78.04
BD,status,19,80.2
BD,status,20,86.94
BD,status,21,87.33
BD,status,22,85.25
BD,status,23,82.81
BD,status,24,73.78
BD,status,25,70.82
BD,status,26,87.07
BD,status,27,83.71
BD,status,28,81.68
BD,status,29,82.76
BD,status,30,88.3
BD,status,31,82.63
BD,status,32,71.3
BD,status,33,88.84
BD,status,34,78.69
BD,status,35,73.82
BD,status,36,79.33
BD,status,37,89.31
BD,status,38,95.14
BD,status,39,84.69
BD,status,40,82.59
BD,status,41,78.24
BD,status,42,78.41
BD,status,43,77.76
BD,status,44,82.72
BD,status,45,85.88
BD,status,46,81.94
BD,status,47,86.54
BD,status,48,86.64
BD,status,49,87.45
BD,status,50,81.69
BD,status,51,86.55
BD,status,52,48.78
BD,status,53,82.04
BD,status,54,92.02
BD,status,55,84.09
BD,status,56,77.92
BD,status,57,65.06
BD,status,58,77.5
BD,status,59,84.65
BD,status,60,85.79
BD,status,61,90.37
BD,status,62,86.54
BD,status,63,83.65
BD,status,64,74.16
BD,status,65,88.03
BD,status,66,83.52
BD,status,67,84.9
BD,status,68,74.72
BD,status,69,82.65
BD,status,70,75.48
BD,status,71,75.54
BD,status,72,73.45
BD,status,73,75.07
BD,status,74,76.14
BD,status,75,84.27
BD,status,76,86.92
BD,status,77,80.74
BD,status,78,80.42
BD,status,79,84.72
BD,status,80,77.76
BD,status,81,68.9
BD,status,82,90.33
BD,status,83,87.49
BD,status,84,60.12
BD,status,85,78.98
BD,status,86,79.51
BD,status,87,91.47
BD,status,88,78.91
BD,status,89,90.31
BD,status,90,87.34
BD,status,91,77.51
BD,status,92,88.57
BD,status,93,78.01
BD,status,94,79.75
BD,status,95,88.17
BD,status,96,65.47
BD,status,97,85.33
BD,status,98,86.34
BD,status,99,87.95
BD,status,100,79.01
BD,status,101,82.24
BD,status,102,74.55
BD,status,103,79.16
BD,trend,1,-0.15
BD,trend,2,-0.16
BD,trend,3,-0.25
BD,trend,4,-0.21
BD,trend,5,-0.1
BD,trend,6,-0.2
BD,trend,7,-0.11
BD,trend,8,-0.16
BD,trend,9,-0.29
BD,trend,10,-0.11
BD,trend,11,-0.03
BD,trend,12,-0.34
BD,trend,13,-0.16
BD,trend,14,0.06
BD,trend,15,-0.18
BD,trend,16,-0.14
BD,trend,17,-0.14
BD,trend,18,-0.25
BD,trend,19,-0.09
BD,trend,20,-0.13
BD,trend,21,-0.06
BD,trend,22,-0.13
BD,trend,23,-0.17
BD,trend,24,-0.26
BD,trend,25,-0.32
BD,trend,26,-0.1
BD,trend,27,-0.12
BD,trend,28,-0.17
BD,trend,29,-0.07
BD,trend,30,-0.04
BD,trend,31,0.13
BD,trend,32,-0.29
BD,trend,33,0.09
BD,trend,34,-0
BD,trend,35,-0.14
BD,trend,36,-0.23
BD,trend,37,-0.23
BD,trend,38,-0.05
BD,trend,39,-0.14
BD,trend,40,-0.1
BD,trend,41,-0.26
BD,trend,42,-0.26
BD,trend,43,-0.24
BD,trend,44,-0.06
BD,trend,45,-0.04
BD,trend,46,-0.15
BD,trend,47,-0.11
BD,trend,48,0.11
BD,trend,49,0.07
BD,trend,50,-0.13
BD,trend,51,-0.11
BD,trend,52,-0.49
BD,trend,53,-0.12
BD,trend,54,-0.08
BD,trend,55,-0.17
BD,trend,56,-0.2
BD,trend,57,-0.23
BD,trend,58,-0.28
BD,trend,59,-0.19
BD,trend,60,0.02
BD,trend,61,-0.03
BD,trend,62,-0.07
BD,trend,63,-0.12
BD,trend,64,-0.21
BD,trend,65,-0.01
BD,trend,66,-0.18
BD,trend,67,-0.19
BD,trend,68,-0.2
BD,trend,69,-0.14
BD,trend,70,-0.29
BD,trend,71,-0.16
BD,trend,72,-0.32
BD,trend,73,-0.28
BD,trend,74,-0.25
BD,trend,75,-0.15
BD,trend,76,-0.15
BD,trend,77,-0.16
BD,trend,78,-0.21
BD,trend,79,-0.12
BD,trend,80,-0.2
BD,trend,81,-0.38
BD,trend,82,-0.05
BD,trend,83,0.18
BD,trend,84,-0.08
BD,trend,85,-0.18
BD,trend,86,-0.19
BD,trend,87,0
BD,trend,88,-0.22
BD,trend,89,-0.05
BD,trend,90,-0.08
BD,trend,91,-0.25
BD,trend,92,-0.08
BD,trend,93,-0.27
BD,trend,94,-0.21
BD,trend,95,0.02
BD,trend,96,-0.52
