"","rgn_id","rgn_name","Year","newXao"
"329",71,"Puerto Varas",2018,0.210166139793768
"330",71,"Puerto Varas",2019,0.218837643836381
"331",71,"Puerto Varas",2020,0.216255807216101
"332",71,"Puerto Varas",2021,0.137598899208806
"333",72,"Punta Arenas",2017,0.606188234210567
"334",72,"Punta Arenas",2018,0.688353810401474
"335",72,"Punta Arenas",2019,0.488361043852694
"336",72,"Punta Arenas",2020,0.496344790724487
"337",72,"Punta Arenas",2021,0.237556112454718
"338",73,"Puqueldon",2017,0.206423060753665
"339",73,"Puqueldon",2018,0.213738082311731
"340",73,"Puqueldon",2019,0.26944717135742
"341",73,"Puqueldon",2020,0.256514734121382
"342",73,"Puqueldon",2021,0.444158899729871
"343",74,"Purranque",2017,0.219404715626515
"344",74,"Purranque",2018,0.465322787131025
"345",74,"Purranque",2019,0.197653531101901
"346",74,"Purranque",2020,0.144936481307306
"347",74,"Purranque",2021,0.0743132755079517
"348",75,"Queilen",2017,0.244635399765427
"349",75,"Queilen",2018,0.451171709384567
"350",75,"Queilen",2019,0.180801147670109
"351",75,"Queilen",2020,0.475618063805531
"352",75,"Queilen",2021,0.374669179145436
"353",76,"Quellon",2017,0.541935210799053
"354",76,"Quellon",2018,0.284438983095576
"355",76,"Quellon",2019,0.31525595432728
"356",76,"Quellon",2020,0.252889421785669
"357",76,"Quellon",2021,0.160789308414198
"358",77,"Quemchi",2017,0.598314389981632
"359",77,"Quemchi",2018,0.37129136600886
"360",77,"Quemchi",2019,0.371412172244342
"361",77,"Quemchi",2020,0.517183580488693
"362",77,"Quemchi",2021,0.216621891987535
"363",78,"Quinchao",2017,0.628350842513897
"364",78,"Quinchao",2018,0.457540489135601
"365",78,"Quinchao",2019,0.333495573292911
"366",78,"Quinchao",2020,0.301283925072515
"367",78,"Quinchao",2021,0.252158292579947
"368",79,"Quintero",2017,0.547778576864372
"369",79,"Quintero",2018,0.255053744124633
"370",79,"Quintero",2019,0.159180211082598
"371",79,"Quintero",2020,0.205090843492489
"372",79,"Quintero",2021,0.285924984304518
"373",80,"Rio Negro",2017,0.290750225971678
"374",80,"Rio Negro",2018,0.0946068092799037
"375",80,"Rio Negro",2019,0
"376",80,"Rio Negro",2021,0.333333333333333
"377",81,"Rio Verde",2017,0.762643346991077
"378",81,"Rio Verde",2018,0.375143268050064
"379",81,"Rio Verde",2019,0.718640280998063
"380",81,"Rio Verde",2020,0.452291010128628
"381",81,"Rio Verde",2021,0.397984032616945
"382",82,"Saavedra",2017,0.584201089812062
"383",82,"Saavedra",2018,0.381303930216246
"384",82,"Saavedra",2019,0.221179588172941
"385",82,"Saavedra",2020,0.343602336340469
"386",82,"Saavedra",2021,0.237726156778641
"387",83,"San antonio",2017,0.46065380839826
"388",83,"San antonio",2018,0.272101273913472
"389",83,"San antonio",2019,0.150175887340628
"390",83,"San antonio",2020,0.126349650987714
"391",83,"San antonio",2021,0.24614820133303
"392",85,"San Juan de la Costa",2017,0.464602324623846
"393",85,"San Juan de la Costa",2018,0.279773859103034
"394",85,"San Juan de la Costa",2019,0.098105909127385
"395",85,"San Juan de la Costa",2020,0.162737067682125
"396",85,"San Juan de la Costa",2021,0.215157201286172
"397",86,"San pedro de la paz",2017,0.529094094186223
"398",86,"San pedro de la paz",2018,0.140035633031231
"399",86,"San pedro de la paz",2019,0.0645645645645646
"400",86,"San pedro de la paz",2020,0.131119625372499
"401",86,"San pedro de la paz",2021,0.174291938997821
"402",87,"Santo domingo",2017,0.518337833051007
"403",87,"Santo domingo",2018,0.288138875472814
"404",87,"Santo domingo",2019,0.176112980344059
"405",87,"Santo domingo",2020,0.353616775947625
"406",87,"Santo domingo",2021,0.249874472710925
"407",88,"Talcahuano",2017,0.327899191639425
"408",88,"Talcahuano",2018,0.176477524347949
"409",88,"Talcahuano",2019,0.14717156640384
"410",88,"Talcahuano",2020,0.245262187562565
"411",88,"Talcahuano",2021,0.509468316021644
"412",89,"Taltal",2017,0.570629746044778
"413",89,"Taltal",2018,0.462663877866199
"414",89,"Taltal",2019,0.483330308200566
"415",89,"Taltal",2020,0.342127573416781
"416",89,"Taltal",2021,0.376187750968798
"417",92,"Tirua",2017,0.445771473606704
"418",92,"Tirua",2018,0.375243397420793
"419",92,"Tirua",2019,0.179158140358436
"420",92,"Tirua",2020,0.411797580088022
"421",92,"Tirua",2021,0.28636845138743
"422",93,"Tocopilla",2017,0.570070627923935
"423",93,"Tocopilla",2018,0.383922475434521
"424",93,"Tocopilla",2019,0.248734287301952
