"","rgn_id","rgn_name","SPP","REGION"
"1",1,"Algarrobo","PEJEGALLO","Valparaiso"
"2",1,"Algarrobo","SIERRA","Valparaiso"
"3",1,"Algarrobo","MERLUZA COMUN","Valparaiso"
"4",1,"Algarrobo","CONGRIO COLORADO","Valparaiso"
"5",1,"Algarrobo","LENGUADO","Valparaiso"
"6",1,"Algarrobo","VIEJA O MULATA","Valparaiso"
"7",1,"Algarrobo","CONGRIO NEGRO","Valparaiso"
"8",1,"Algarrobo","JAIBA MORA","Valparaiso"
"9",1,"Algarrobo","COJINOBA DEL NORTE / PIAFRI","Valparaiso"
"10",1,"Algarrobo","LAPA NEGRA","Valparaiso"
"11",1,"Algarrobo","CORVINA","Valparaiso"
"12",1,"Algarrobo","ROLLIZO","Valparaiso"
"13",1,"Algarrobo","TOLLO","Valparaiso"
"14",1,"Algarrobo","PIURE","Valparaiso"
"15",1,"Algarrobo","CABRILLA COMUN","Valparaiso"
"16",1,"Algarrobo","CABRILLA ESPAÑOLA","Valparaiso"
"17",1,"Algarrobo","BRECA O BILAGAY","Valparaiso"
"18",1,"Algarrobo","ALMEJA","Valparaiso"
"19",1,"Algarrobo","CARACOL TEGULA","Valparaiso"
"20",1,"Algarrobo","ERIZO","Valparaiso"
"21",1,"Algarrobo","BLANQUILLO","Valparaiso"
"22",1,"Algarrobo","JUREL","Valparaiso"
"23",1,"Algarrobo","VIDRIOLA, PALOMETA, DORADO O TOREMO","Valparaiso"
"24",1,"Algarrobo","JAIBA LIMON","Valparaiso"
"25",1,"Algarrobo","JAIBA PELUDA O PACHONA","Valparaiso"
"26",1,"Algarrobo","CONGRIO DORADO","Valparaiso"
"27",1,"Algarrobo","JERGUILLA","Valparaiso"
"28",1,"Algarrobo","JIBIA O CALAMAR ROJO","Valparaiso"
"29",1,"Algarrobo","REINETA","Valparaiso"
"30",1,"Algarrobo","MACHUELO O TRITRE","Valparaiso"
"31",1,"Algarrobo","PICOROCO","Valparaiso"
"32",1,"Algarrobo","ROBALO","Valparaiso"
"33",1,"Algarrobo","CABINZA","Valparaiso"
"34",1,"Algarrobo","LENGUADO DE OJOS CHICOS","Valparaiso"
"35",2,"Ancud","ROLLIZO","Los Lagos"
"36",2,"Ancud","MERLUZA DEL SUR O AUSTRAL","Los Lagos"
"37",2,"Ancud","JAIBA MARMOLA","Los Lagos"
"38",2,"Ancud","ALMEJA","Los Lagos"
"39",2,"Ancud","OSTRA CHILENA","Los Lagos"
"40",2,"Ancud","JAIBA PELUDA O PACHONA","Los Lagos"
"41",2,"Ancud","CONGRIO COLORADO","Los Lagos"
"42",2,"Ancud","ERIZO","Los Lagos"
"43",2,"Ancud","PICOROCO","Los Lagos"
"44",2,"Ancud","PULPO DEL SUR","Los Lagos"
"45",2,"Ancud","PEPINO DE MAR","Los Lagos"
"46",2,"Ancud","CORVINA","Los Lagos"
"47",2,"Ancud","JAIBA PANCHOTE O CANGREJO","Los Lagos"
"48",2,"Ancud","CENTOLLA","Los Lagos"
"49",2,"Ancud","CONGRIO DORADO","Los Lagos"
"50",2,"Ancud","PEJEGALLO","Los Lagos"
"51",2,"Ancud","LUGA NEGRA O CRESPA","Los Lagos"
"52",2,"Ancud","CHANCHARRO","Los Lagos"
"53",2,"Ancud","HUEPO O NAVAJA DE MAR","Los Lagos"
"54",2,"Ancud","CULENGUE","Los Lagos"
"55",2,"Ancud","CHORITO","Los Lagos"
"56",2,"Ancud","BACALAO DE PROFUNDIDAD","Los Lagos"
"57",2,"Ancud","CHORO","Los Lagos"
"58",2,"Ancud","CHOLGA","Los Lagos"
"59",2,"Ancud","PEJERREY DE MAR","Los Lagos"
"60",2,"Ancud","TOLLO","Los Lagos"
"61",2,"Ancud","LUGA-ROJA","Los Lagos"
"62",2,"Ancud","NAVAJUELA","Los Lagos"
"63",2,"Ancud","ROBALO","Los Lagos"
"64",2,"Ancud","REINETA","Los Lagos"
"65",2,"Ancud","JAIBA REINA","Los Lagos"
"66",2,"Ancud","PELILLO","Los Lagos"
"67",2,"Ancud","SIERRA","Los Lagos"
"68",2,"Ancud","CONGRIO NEGRO","Los Lagos"
"69",2,"Ancud","RAYA VOLANTIN","Los Lagos"
"70",2,"Ancud","TUMBAO","Los Lagos"
"71",2,"Ancud","CARACOL PALO PALO","Los Lagos"
"72",2,"Ancud","TAQUILLA","Los Lagos"
"73",2,"Ancud","CARACOL PICUYO","Los Lagos"
"74",2,"Ancud","JAIBA MORA","Los Lagos"
"75",2,"Ancud","HUIRO","Los Lagos"
"76",2,"Ancud","PIURE","Los Lagos"
"77",2,"Ancud","TIBURON FUME, GRIS O GATA DE MAR","Los Lagos"
"78",2,"Ancud","RAYA ESPINOSA","Los Lagos"
"79",2,"Ancud","COCHAYUYO","Los Lagos"
"80",2,"Ancud","JUREL","Los Lagos"
"81",2,"Ancud","CHICOREA DE MAR","Los Lagos"
"82",2,"Ancud","PEJESAPO","Los Lagos"
"83",2,"Ancud","CAROLA","Los Lagos"
"84",2,"Ancud","LAPA NEGRA","Los Lagos"
"85",2,"Ancud","JAIBA REMADORA","Los Lagos"
"86",2,"Ancud","MERLUZA COMUN","Los Lagos"
"87",2,"Ancud","ANGUILA COMUN","Los Lagos"
"88",2,"Ancud","HUIRO PALO","Los Lagos"
"89",2,"Ancud","CARACOL TEGULA","Los Lagos"
"90",2,"Ancud","LUCHE","Los Lagos"
"91",2,"Ancud","LENGUADO","Los Lagos"
"92",2,"Ancud","COJINOBA DEL SUR O AZUL","Los Lagos"
"93",2,"Ancud","JAIBA PANCORA","Los Lagos"
"94",2,"Ancud","ANGUILA BABOSA","Los Lagos"
"95",2,"Ancud","CARACOL RUBIO","Los Lagos"
"96",2,"Ancud","JIBIA O CALAMAR ROJO","Los Lagos"
"97",2,"Ancud","CONGRIO PLATEADO","Los Lagos"
"98",2,"Ancud","LAPA BONETE","Los Lagos"
"99",2,"Ancud","CABRILLA ESPAÑOLA","Los Lagos"
"100",3,"Antofagasta","PULPO DEL NORTE","Antofagasta"
"101",3,"Antofagasta","CABRILLA COMUN","Antofagasta"
"102",3,"Antofagasta","CONGRIO COLORADO","Antofagasta"
"103",3,"Antofagasta","SARDINA ESPAÑOLA","Antofagasta"
"104",3,"Antofagasta","VIDRIOLA, PALOMETA, DORADO O TOREMO","Antofagasta"
"105",3,"Antofagasta","LAPA NEGRA","Antofagasta"
"106",3,"Antofagasta","CONGRIO NEGRO","Antofagasta"
"107",3,"Antofagasta","ALMEJA","Antofagasta"
"108",3,"Antofagasta","PEZ SOL","Antofagasta"
"109",3,"Antofagasta","PEJEPERRO","Antofagasta"
"110",3,"Antofagasta","CHORO","Antofagasta"
"111",3,"Antofagasta","BLANQUILLO","Antofagasta"
"112",3,"Antofagasta","ALBACORA O PEZ ESPADA / IVI HEHEU","Antofagasta"
"113",3,"Antofagasta","JAIBA MORA","Antofagasta"
"114",3,"Antofagasta","COJINOBA DEL NORTE / PIAFRI","Antofagasta"
"115",3,"Antofagasta","BONITO","Antofagasta"
"116",3,"Antofagasta","ERIZO","Antofagasta"
"117",3,"Antofagasta","TIBURON O MARRAJO DENTUDO","Antofagasta"
"118",3,"Antofagasta","TOLLO","Antofagasta"
"119",3,"Antofagasta","CARACOL LOCATE","Antofagasta"
"120",3,"Antofagasta","DORADO DE ALTURA / MAHI MAHI","Antofagasta"
"121",3,"Antofagasta","BACALAO DE PROFUNDIDAD","Antofagasta"
"122",3,"Antofagasta","LENGUADO","Antofagasta"
"123",3,"Antofagasta","PIURE","Antofagasta"
"124",3,"Antofagasta","CORVINA","Antofagasta"
"125",3,"Antofagasta","JUREL","Antofagasta"
"126",3,"Antofagasta","JAIBA PELUDA O PACHONA","Antofagasta"
"127",3,"Antofagasta","BRECA O BILAGAY","Antofagasta"
"128",3,"Antofagasta","BABUNCO O BAUNCO","Antofagasta"
"129",3,"Antofagasta","EMPERADOR","Antofagasta"
"130",3,"Antofagasta","TOMOYO","Antofagasta"
"131",3,"Antofagasta","APAÑADO","Antofagasta"
"132",3,"Antofagasta","MARLIN","Antofagasta"
"133",3,"Antofagasta","SARGO","Antofagasta"
"134",3,"Antofagasta","ANCHOVETA","Antofagasta"
"135",3,"Antofagasta","PEJERREY DE MAR","Antofagasta"
"136",3,"Antofagasta","CABRILLA ESPAÑOLA","Antofagasta"
"137",3,"Antofagasta","ATUN CHAUCHERA","Antofagasta"
"138",3,"Antofagasta","PEJEZORRO","Antofagasta"
"139",3,"Antofagasta","AZULEJO","Antofagasta"
"140",3,"Antofagasta","LENGUADO DE OJOS CHICOS","Antofagasta"
"141",3,"Antofagasta","VIEJA O MULATA","Antofagasta"
"142",3,"Antofagasta","JAIBA MARMOLA","Antofagasta"
"143",3,"Antofagasta","TIBURON SARDINERO","Antofagasta"
"144",3,"Antofagasta","CABALLA","Antofagasta"
"145",3,"Antofagasta","ROLLIZO","Antofagasta"
"146",3,"Antofagasta","BESUGO","Antofagasta"
"147",3,"Antofagasta","ANCHOVETA BLANCA","Antofagasta"
"148",3,"Antofagasta","PICHIBUENO","Antofagasta"
"149",3,"Antofagasta","CHOLGA","Antofagasta"
"150",3,"Antofagasta","NAVAJUELA","Antofagasta"
"151",3,"Antofagasta","PICOROCO","Antofagasta"
"152",3,"Antofagasta","PEJEGALLO","Antofagasta"
"153",3,"Antofagasta","CULENGUE","Antofagasta"
"154",3,"Antofagasta","MERLUZA COMUN","Antofagasta"
"155",3,"Antofagasta","LISA","Antofagasta"
"156",3,"Antofagasta","CABINZA","Antofagasta"
"157",3,"Antofagasta","MARLIN RAYADO","Antofagasta"
"158",3,"Antofagasta","MACHUELO O TRITRE","Antofagasta"
"159",3,"Antofagasta","LAPA REINA","Antofagasta"
"160",3,"Antofagasta","JIBIA O CALAMAR ROJO","Antofagasta"
"161",3,"Antofagasta","MACHA","Antofagasta"
"162",3,"Antofagasta","ATUN ALETA AMARILLA / KAHI AVE AVE","Antofagasta"
"163",3,"Antofagasta","TOLLO DE CACHOS","Antofagasta"
"164",3,"Antofagasta","SAN PEDRO, PEJE CHANCHO O LORO","Antofagasta"
"165",3,"Antofagasta","JUREL FINO","Antofagasta"
"166",3,"Antofagasta","CHORITO","Antofagasta"
"167",3,"Antofagasta","PEJESAPO","Antofagasta"
"168",3,"Antofagasta","JAIBA REINA","Antofagasta"
"169",3,"Antofagasta","ATUN ALETA LARGA","Antofagasta"
"170",3,"Antofagasta","SARDINA COMUN","Antofagasta"
"171",3,"Antofagasta","CONGRIO DORADO","Antofagasta"
"172",3,"Antofagasta","QUIMERA","Antofagasta"
"173",3,"Antofagasta","LAPA ROSADA","Antofagasta"
"174",3,"Antofagasta","JERGUILLA","Antofagasta"
"175",3,"Antofagasta","TOLLO NEGRO DE CACHOS","Antofagasta"
"176",3,"Antofagasta","TIBURON DE GALAPAGOS / MANGO","Antofagasta"
"177",3,"Antofagasta","LAPA BONETE","Antofagasta"
"178",3,"Antofagasta","AYANQUE","Antofagasta"
"179",3,"Antofagasta","ACHA O HACHA","Antofagasta"
"180",3,"Antofagasta","GRANADERO GRANDE","Antofagasta"
"181",3,"Antofagasta","JAIBA LIMON","Antofagasta"
"182",3,"Antofagasta","MERLUZA AZUL","Antofagasta"
"183",3,"Antofagasta","SIERRA","Antofagasta"
"184",3,"Antofagasta","COJINOBA DEL SUR O AZUL","Antofagasta"
"185",3,"Antofagasta","PAMPANITO","Antofagasta"
"186",3,"Antofagasta","ALFONSINO","Antofagasta"
"187",3,"Antofagasta","RAYA DE HONDURA","Antofagasta"
"188",3,"Antofagasta","JAIBA REMADORA","Antofagasta"
"189",3,"Antofagasta","CONGRIO DE ISLA DE PASCUA / KOIRO","Antofagasta"
"190",3,"Antofagasta","JAIBA PANCORA","Antofagasta"
"191",4,"Arauco","NAVAJUELA","Biobio"
"192",4,"Arauco","HUEPO O NAVAJA DE MAR","Biobio"
"193",4,"Arauco","REINETA","Biobio"
"194",4,"Arauco","JIBIA O CALAMAR ROJO","Biobio"
"195",4,"Arauco","JAIBA MARMOLA","Biobio"
"196",4,"Arauco","TAQUILLA","Biobio"
"197",4,"Arauco","LENGUADO","Biobio"
"198",4,"Arauco","JAIBA REMADORA","Biobio"
"199",4,"Arauco","JAIBA PELUDA O PACHONA","Biobio"
"200",4,"Arauco","CARACOL TRUMULCO","Biobio"
"201",4,"Arauco","PEJEGALLO","Biobio"
"202",4,"Arauco","JAIBA LIMON","Biobio"
"203",4,"Arauco","PEJERREY DE MAR","Biobio"
"204",4,"Arauco","COCHAYUYO","Biobio"
"205",4,"Arauco","JAIBA REINA","Biobio"
"206",4,"Arauco","JAIBA MORA","Biobio"
"207",4,"Arauco","CONGRIO COLORADO","Biobio"
"208",4,"Arauco","SARDINA COMUN","Biobio"
"209",4,"Arauco","CORVINA","Biobio"
"210",4,"Arauco","CONGRIO DORADO","Biobio"
"211",4,"Arauco","PIURE","Biobio"
"212",4,"Arauco","ALMEJA","Biobio"
"213",4,"Arauco","MERLUZA COMUN","Biobio"
"214",4,"Arauco","CABRILLA ESPAÑOLA","Biobio"
"215",4,"Arauco","TOLLO","Biobio"
"216",4,"Arauco","JAIBA PACO","Biobio"
"217",4,"Arauco","CHORO","Biobio"
"218",4,"Arauco","LAPA NEGRA","Biobio"
"219",4,"Arauco","ROBALO","Biobio"
"220",4,"Arauco","SIERRA","Biobio"
"221",4,"Arauco","JAIBA PATUDA","Biobio"
"222",4,"Arauco","CARACOL RUBIO","Biobio"
"223",4,"Arauco","ROLLIZO","Biobio"
"224",4,"Arauco","CHOLGA","Biobio"
"225",4,"Arauco","VIEJA O MULATA","Biobio"
"226",4,"Arauco","PEPINO DE MAR","Biobio"
"227",4,"Arauco","ERIZO","Biobio"
"228",4,"Arauco","CONGRIO NEGRO","Biobio"
"229",4,"Arauco","MACHUELO O TRITRE","Biobio"
"230",4,"Arauco","JAIBA PANCHOTE O CANGREJO","Biobio"
"231",4,"Arauco","HUIRO NEGRO O CHASCON","Biobio"
"232",4,"Arauco","CABRILLA COMUN","Biobio"
"233",4,"Arauco","LENGUADO DE OJOS CHICOS","Biobio"
"234",4,"Arauco","JUREL","Biobio"
"235",4,"Arauco","LUGA NEGRA O CRESPA","Biobio"
"236",4,"Arauco","BLANQUILLO","Biobio"
"237",4,"Arauco","JAIBA PANCORA","Biobio"
"238",4,"Arauco","LISA","Biobio"
"239",4,"Arauco","MACHA","Biobio"
"240",4,"Arauco","BACALAO DE PROFUNDIDAD","Biobio"
"241",4,"Arauco","LUGA CUCHARA O CORTA","Biobio"
"242",4,"Arauco","ANCHOVETA","Biobio"
"243",4,"Arauco","TACA","Biobio"
"244",4,"Arauco","PICOROCO","Biobio"
"245",4,"Arauco","PAMPANITO","Biobio"
"246",4,"Arauco","LUCHE","Biobio"
"247",4,"Arauco","CAMARON DE ROCA","Biobio"
"248",4,"Arauco","CARACOL TEGULA","Biobio"
"249",4,"Arauco","BACALADILLO O MOTE","Biobio"
"250",4,"Arauco","CHORITO","Biobio"
"251",4,"Arauco","JERGUILLA","Biobio"
"252",5,"Arica","PIURE","Arica y Parinacota"
"253",5,"Arica","ANCHOVETA","Arica y Parinacota"
"254",5,"Arica","CABRILLA COMUN","Arica y Parinacota"
"255",5,"Arica","BONITO","Arica y Parinacota"
"256",5,"Arica","ERIZO","Arica y Parinacota"
"257",5,"Arica","CABINZA","Arica y Parinacota"
"258",5,"Arica","LANGOSTINO ENANO","Arica y Parinacota"
"259",5,"Arica","MEDUSA","Arica y Parinacota"
"260",5,"Arica","LAPA NEGRA","Arica y Parinacota"
"261",5,"Arica","CONGRIO NEGRO","Arica y Parinacota"
"262",5,"Arica","PEJERREY DE MAR","Arica y Parinacota"
"263",5,"Arica","CABALLA","Arica y Parinacota"
"264",5,"Arica","ALMEJA","Arica y Parinacota"
"265",5,"Arica","VIDRIOLA, PALOMETA, DORADO O TOREMO","Arica y Parinacota"
"266",5,"Arica","RONCACHO","Arica y Parinacota"
"267",5,"Arica","ACHA O HACHA","Arica y Parinacota"
"268",5,"Arica","JUREL","Arica y Parinacota"
"269",5,"Arica","APAÑADO","Arica y Parinacota"
"270",5,"Arica","CHORO","Arica y Parinacota"
"271",5,"Arica","CHOLGA","Arica y Parinacota"
"272",5,"Arica","LISA","Arica y Parinacota"
"273",5,"Arica","PULPO DEL NORTE","Arica y Parinacota"
"274",5,"Arica","CORVINA","Arica y Parinacota"
"275",5,"Arica","VIEJA O MULATA","Arica y Parinacota"
"276",5,"Arica","COJINOBA DEL NORTE / PIAFRI","Arica y Parinacota"
"277",5,"Arica","TIBURON O MARRAJO DENTUDO","Arica y Parinacota"
"278",5,"Arica","DORADO DE ALTURA / MAHI MAHI","Arica y Parinacota"
"279",5,"Arica","LENGUADO","Arica y Parinacota"
"280",5,"Arica","ALBACORA O PEZ ESPADA / IVI HEHEU","Arica y Parinacota"
"281",5,"Arica","SARGO","Arica y Parinacota"
"282",5,"Arica","BACALAO DE PROFUNDIDAD","Arica y Parinacota"
"283",5,"Arica","TOLLO DE CACHOS","Arica y Parinacota"
"284",5,"Arica","CABRILLA ESPAÑOLA","Arica y Parinacota"
"285",5,"Arica","AZULEJO","Arica y Parinacota"
"286",5,"Arica","JUREL FINO","Arica y Parinacota"
"287",5,"Arica","CULENGUE","Arica y Parinacota"
"288",5,"Arica","PICHIBUENO","Arica y Parinacota"
"289",5,"Arica","LENGUADO DE OJOS CHICOS","Arica y Parinacota"
"290",5,"Arica","PEJEPERRO","Arica y Parinacota"
"291",5,"Arica","PEJEGALLO","Arica y Parinacota"
"292",5,"Arica","CARACOL LOCATE","Arica y Parinacota"
"293",5,"Arica","JAIBA PELUDA O PACHONA","Arica y Parinacota"
"294",5,"Arica","JAIBA MORA","Arica y Parinacota"
"295",5,"Arica","BACALADILLO O MOTE","Arica y Parinacota"
"296",5,"Arica","TOLLO","Arica y Parinacota"
"297",5,"Arica","ROLLIZO","Arica y Parinacota"
"298",5,"Arica","ROCOCO","Arica y Parinacota"
"299",5,"Arica","MACHUELO O TRITRE","Arica y Parinacota"
"300",5,"Arica","JAIBA MARMOLA","Arica y Parinacota"
"301",5,"Arica","RONCACHO, POCHA O CORVINILLA","Arica y Parinacota"
"302",5,"Arica","CHORITO","Arica y Parinacota"
"303",5,"Arica","BLANQUILLO","Arica y Parinacota"
"304",5,"Arica","BRECA O BILAGAY","Arica y Parinacota"
"305",5,"Arica","BAGRE","Arica y Parinacota"
"306",5,"Arica","TOMOYO","Arica y Parinacota"
"307",5,"Arica","PAMPANITO","Arica y Parinacota"
"308",5,"Arica","PINTARROJA","Arica y Parinacota"
"309",5,"Arica","ROBALO","Arica y Parinacota"
"310",5,"Arica","PEJERRATA O GRANADERO","Arica y Parinacota"
"311",5,"Arica","ATUN ALETA AMARILLA / KAHI AVE AVE","Arica y Parinacota"
"312",5,"Arica","PEZ VOLADOR / HAHAVE","Arica y Parinacota"
"313",5,"Arica","AYANQUE","Arica y Parinacota"
"314",5,"Arica","JERGUILLA","Arica y Parinacota"
"315",5,"Arica","JAIBA PATUDA","Arica y Parinacota"
"316",5,"Arica","BABUNCO O BAUNCO","Arica y Parinacota"
"317",5,"Arica","CONGRIO COLORADO","Arica y Parinacota"
"318",5,"Arica","JIBIA O CALAMAR ROJO","Arica y Parinacota"
"319",5,"Arica","JAIBA PANCORA","Arica y Parinacota"
"320",5,"Arica","TIBURON MARTILLO COMUN","Arica y Parinacota"
"321",5,"Arica","MERLUZA DEL SUR O AUSTRAL","Arica y Parinacota"
"322",5,"Arica","ATUN NEGRO","Arica y Parinacota"
"323",5,"Arica","QUIMERA","Arica y Parinacota"
"324",5,"Arica","ANGELOTE","Arica y Parinacota"
"325",5,"Arica","TIBURON SARDINERO","Arica y Parinacota"
"326",5,"Arica","MORENA DE JUAN FERNANDEZ / KOREHA HA OKO","Arica y Parinacota"
"327",5,"Arica","ATUN LISTADO,BARRILETE,CACHURRETA/AUHOPU","Arica y Parinacota"
"328",5,"Arica","RAYA DE HONDURA","Arica y Parinacota"
"329",5,"Arica","LENGUADO FINO","Arica y Parinacota"
"330",5,"Arica","SIERRA","Arica y Parinacota"
"331",5,"Arica","SAN PEDRO, PEJE CHANCHO O LORO","Arica y Parinacota"
"332",5,"Arica","JAIBA PANCHOTE O CANGREJO","Arica y Parinacota"
"333",5,"Arica","JAIBA PACO","Arica y Parinacota"
"334",5,"Arica","RAYA ESPINOSA","Arica y Parinacota"
"335",5,"Arica","TUMBAO","Arica y Parinacota"
"336",5,"Arica","RAYA VOLANTIN","Arica y Parinacota"
"337",5,"Arica","JAIBA REMADORA","Arica y Parinacota"
"338",5,"Arica","PEJEZORRO","Arica y Parinacota"
"339",5,"Arica","QUIMERA NEGRA","Arica y Parinacota"
"340",5,"Arica","CALAMAR","Arica y Parinacota"
"341",5,"Arica","SARDINA ESPAÑOLA","Arica y Parinacota"
"342",6,"Aysen","CENTOLLA","Aysen"
"343",6,"Aysen","ALMEJA","Aysen"
"344",6,"Aysen","CONGRIO DORADO","Aysen"
"345",6,"Aysen","MERLUZA DEL SUR O AUSTRAL","Aysen"
"346",6,"Aysen","SARDINA AUSTRAL","Aysen"
"347",6,"Aysen","ROLLIZO","Aysen"
"348",6,"Aysen","JAIBA MARMOLA","Aysen"
"349",6,"Aysen","CHORO","Aysen"
"350",6,"Aysen","CHORITO","Aysen"
"351",6,"Aysen","ROBALO","Aysen"
"352",6,"Aysen","ERIZO","Aysen"
"353",6,"Aysen","ANCHOVETA","Aysen"
"354",6,"Aysen","CHOLGA","Aysen"
"355",6,"Aysen","LUGA-ROJA","Aysen"
"356",6,"Aysen","PEJERREY DE MAR","Aysen"
"357",6,"Aysen","RAYA ESPINOSA","Aysen"
"358",6,"Aysen","CULENGUE","Aysen"
"359",6,"Aysen","SIERRA","Aysen"
"360",6,"Aysen","CARACOL PALO PALO","Aysen"
"361",6,"Aysen","LAPA NEGRA","Aysen"
"362",6,"Aysen","CONGRIO COLORADO","Aysen"
"363",6,"Aysen","CARACOL LOCATE","Aysen"
"364",6,"Aysen","CHANCHARRO","Aysen"
"365",6,"Aysen","CABRILLA ESPAÑOLA","Aysen"
"366",6,"Aysen","JUREL","Aysen"
"367",6,"Aysen","RAYA VOLANTIN","Aysen"
"368",6,"Aysen","LUCHE","Aysen"
"369",6,"Aysen","PULPO DEL SUR","Aysen"
"370",6,"Aysen","CABRILLA COMUN","Aysen"
"371",6,"Aysen","REINETA","Aysen"
"372",6,"Aysen","CONGRIO NEGRO","Aysen"
"373",6,"Aysen","JAIBA MORA","Aysen"
"374",6,"Aysen","BROTULA","Aysen"
"375",6,"Aysen","PUYE","Aysen"
"376",6,"Aysen","BLANQUILLO","Aysen"
"377",6,"Aysen","TOLLO","Aysen"
"378",6,"Aysen","COJINOBA DEL SUR O AZUL","Aysen"
"379",6,"Aysen","CENTOLLON","Aysen"
"380",6,"Aysen","JAIBA REMADORA","Aysen"
"381",6,"Aysen","LENGUADO","Aysen"
"382",7,"Cabo de Hornos","CENTOLLA","Magallanes"
"383",7,"Cabo de Hornos","CENTOLLON","Magallanes"
"384",7,"Cabo de Hornos","CONGRIO DORADO","Magallanes"
"385",7,"Cabo de Hornos","ERIZO","Magallanes"
"386",8,"Calbuco","SARDINA AUSTRAL","Los Lagos"
"387",8,"Calbuco","PULPO DEL SUR","Los Lagos"
"388",8,"Calbuco","ROBALO","Los Lagos"
"389",8,"Calbuco","NAVAJUELA","Los Lagos"
"390",8,"Calbuco","ALMEJA","Los Lagos"
"391",8,"Calbuco","REINETA","Los Lagos"
"392",8,"Calbuco","CENTOLLA","Los Lagos"
"393",8,"Calbuco","HUEPO O NAVAJA DE MAR","Los Lagos"
"394",8,"Calbuco","SARDINA COMUN","Los Lagos"
"395",8,"Calbuco","MERLUZA DEL SUR O AUSTRAL","Los Lagos"
"396",8,"Calbuco","BACALADILLO O MOTE","Los Lagos"
"397",8,"Calbuco","CONGRIO DORADO","Los Lagos"
"398",8,"Calbuco","ERIZO","Los Lagos"
"399",8,"Calbuco","RAYA VOLANTIN","Los Lagos"
"400",8,"Calbuco","ROLLIZO","Los Lagos"
"401",8,"Calbuco","RAYA ESPINOSA","Los Lagos"
"402",8,"Calbuco","TUMBAO","Los Lagos"
"403",8,"Calbuco","CHORO","Los Lagos"
"404",8,"Calbuco","ANCHOVETA","Los Lagos"
"405",8,"Calbuco","CHORITO","Los Lagos"
"406",8,"Calbuco","PEJERREY DE MAR","Los Lagos"
"407",8,"Calbuco","CULENGUE","Los Lagos"
"408",8,"Calbuco","CHOLGA","Los Lagos"
"409",8,"Calbuco","JAIBA MARMOLA","Los Lagos"
"410",8,"Calbuco","PAMPANITO","Los Lagos"
"411",8,"Calbuco","PICOROCO","Los Lagos"
"412",8,"Calbuco","CABRILLA COMUN","Los Lagos"
"413",8,"Calbuco","SIERRA","Los Lagos"
"414",8,"Calbuco","CONGRIO NEGRO","Los Lagos"
"415",8,"Calbuco","LUGA NEGRA O CRESPA","Los Lagos"
"416",8,"Calbuco","JUREL","Los Lagos"
"417",8,"Calbuco","CONGRIO COLORADO","Los Lagos"
"418",8,"Calbuco","BACALAO DE PROFUNDIDAD","Los Lagos"
"419",8,"Calbuco","PEJEGALLO","Los Lagos"
"420",8,"Calbuco","CARACOL PALO PALO","Los Lagos"
"421",8,"Calbuco","TOLLO","Los Lagos"
"422",8,"Calbuco","LANGOSTINO DE LOS CANALES","Los Lagos"
"423",8,"Calbuco","LUCHE","Los Lagos"
"424",8,"Calbuco","JULIANA O TAWERA","Los Lagos"
"425",8,"Calbuco","LUGA-ROJA","Los Lagos"
"426",8,"Calbuco","JAIBA PANCORA","Los Lagos"
"427",8,"Calbuco","CORVINA","Los Lagos"
"428",8,"Calbuco","CHANCHARRO","Los Lagos"
"429",8,"Calbuco","CALAMAR","Los Lagos"
"430",8,"Calbuco","LANGOSTINO ENANO","Los Lagos"
"431",8,"Calbuco","COJINOBA DEL NORTE / PIAFRI","Los Lagos"
"432",8,"Calbuco","MERLUZA COMUN","Los Lagos"
"433",8,"Calbuco","PIURE","Los Lagos"
"434",8,"Calbuco","OSTRA CHILENA","Los Lagos"
"435",8,"Calbuco","JAIBA MORA","Los Lagos"
"436",8,"Calbuco","PEPINO DE MAR","Los Lagos"
"437",8,"Calbuco","JAIBA LIMON","Los Lagos"
"438",8,"Calbuco","MERLUZA DE COLA","Los Lagos"
"439",8,"Calbuco","PULPO ENANO","Los Lagos"
"440",8,"Calbuco","CARACOL RUBIO","Los Lagos"
"441",8,"Calbuco","JAIBA REINA","Los Lagos"
"442",8,"Calbuco","COCHAYUYO","Los Lagos"
"443",8,"Calbuco","TIBURON FUME, GRIS O GATA DE MAR","Los Lagos"
"444",8,"Calbuco","PULPO DEL NORTE","Los Lagos"
"445",8,"Calbuco","PELILLO","Los Lagos"
"446",8,"Calbuco","CARACOL TEGULA","Los Lagos"
"447",9,"Caldera","HUIRO PALO","Atacama"
"448",9,"Caldera","CONGRIO COLORADO","Atacama"
"449",9,"Caldera","DORADO DE ALTURA / MAHI MAHI","Atacama"
"450",9,"Caldera","ANCHOVETA","Atacama"
"451",9,"Caldera","VIDRIOLA, PALOMETA, DORADO O TOREMO","Atacama"
"452",9,"Caldera","TIBURON O MARRAJO DENTUDO","Atacama"
"453",9,"Caldera","ALBACORA O PEZ ESPADA / IVI HEHEU","Atacama"
"454",9,"Caldera","HUIRO NEGRO O CHASCON","Atacama"
"455",9,"Caldera","HUIRO","Atacama"
"456",9,"Caldera","CABALLA","Atacama"
"457",9,"Caldera","JAIBA PELUDA O PACHONA","Atacama"
"458",9,"Caldera","JUREL","Atacama"
"459",9,"Caldera","PEZ SOL","Atacama"
"460",9,"Caldera","VIEJA O MULATA","Atacama"
"461",9,"Caldera","SARDINA ESPAÑOLA","Atacama"
