"rgn_id","spp","catch","year"
100,"HUIRO PALO",45,2020
101,"HUIRO",12,2012
101,"HUIRO",29,2013
101,"HUIRO",88,2014
101,"HUIRO",57,2015
101,"HUIRO",42,2016
101,"HUIRO",138,2017
101,"HUIRO",38,2018
101,"HUIRO NEGRO O CHASCON",10,2012
101,"HUIRO NEGRO O CHASCON",91,2016
101,"HUIRO NEGRO O CHASCON",49,2017
101,"HUIRO NEGRO O CHASCON",10,2018
101,"HUIRO NEGRO O CHASCON",63,2020
101,"HUIRO NEGRO O CHASCON",24,2021
101,"HUIRO PALO",1,2012
101,"HUIRO PALO",15,2013
101,"HUIRO PALO",6,2014
101,"HUIRO PALO",1,2018
103,"ALGAS MIXTAS",1,2017
103,"HUIRO NEGRO O CHASCON",8,2014
103,"HUIRO NEGRO O CHASCON",3,2018
103,"HUIRO NEGRO O CHASCON",4,2019
