"COMUNA","MACROZONA","id","stock_id","res","ct","yr"
"SAN ANTONIO","CENTRO",36,"Strangomera bentincki","High",216,2021
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",172135,2021
"LEBU","CENTRO Y SUR",36,"Strangomera bentincki","High",117,2013
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",6,2016
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",213,2013
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",9,2013
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",193530,2014
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",177777,2015
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",81438,2020
"LEBU","CENTRO Y SUR",36,"Strangomera bentincki","High",7,2012
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",25,2012
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",4,2016
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",113774,2020
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",57332,2013
"LEBU","CENTRO Y SUR",36,"Strangomera bentincki","High",36,2014
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",57333,2013
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",326864,2012
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",89813,2020
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",113461,2019
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",2,2017
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",4,2015
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",73643,2013
"CONSTITUCION","CENTRO Y SUR",36,"Strangomera bentincki","High",3,2013
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",224822,2014
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",1,2019
"HUALPEN","CENTRO Y SUR",36,"Strangomera bentincki","High",1,2013
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",5,2015
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",3,2017
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",127375,2015
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",118563,2021
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",74251,2016
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",17,2020
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",160174,2019
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",102600,2016
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",48804,2017
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",94869,2017
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",167741,2015
"TOME","CENTRO Y SUR",36,"Strangomera bentincki","High",14,2014
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",94618,2019
"LEBU","CENTRO Y SUR",36,"Strangomera bentincki","High",3,2017
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",140713,2017
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",77993,2016
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",47862,2019
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",103360,2018
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",7481,2014
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",131058,2017
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",53568,2021
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",97908,2021
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",14265,2012
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",89803,2020
"ARAUCO","CENTRO Y SUR",36,"Strangomera bentincki","High",4,2021
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",143988,2018
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",37621,2013
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",55843,2015
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",41178,2018
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",106424,2013
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",34141,2020
"TALCAHUANO","CENTRO Y SUR",36,"Strangomera bentincki","High",145299,2018
"CORONEL","CENTRO Y SUR",36,"Strangomera bentincki","High",340344,2012
"LOTA","CENTRO Y SUR",36,"Strangomera bentincki","High",33399,2016
"SAAVEDRA","SUR",36,"Strangomera bentincki","High",4,2017
"CALBUCO","SUR",36,"Strangomera bentincki","High",1164,2015
"CASTRO","SUR",36,"Strangomera bentincki","High",42,2019
"SAAVEDRA","SUR",36,"Strangomera bentincki","High",2,2016
"TOLTEN","SUR",36,"Strangomera bentincki","High",2,2016
"VALDIVIA","SUR",36,"Strangomera bentincki","High",19753,2016
"QUELLON","SUR",36,"Strangomera bentincki","High",1,2018
"QUELLON","SUR",36,"Strangomera bentincki","High",16,2017
"TOLTEN","SUR",36,"Strangomera bentincki","High",1,2020
"TOLTEN","SUR",36,"Strangomera bentincki","High",1,2013
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",1,2018
"CORRAL","SUR",36,"Strangomera bentincki","High",109869,2012
"CASTRO","SUR",36,"Strangomera bentincki","High",136,2014
"SAAVEDRA","SUR",36,"Strangomera bentincki","High",28,2012
"CALBUCO","SUR",36,"Strangomera bentincki","High",1180,2014
"QUELLON","SUR",36,"Strangomera bentincki","High",17,2016
"CHAITEN","SUR",36,"Strangomera bentincki","High",10,2016
"CHONCHI","SUR",36,"Strangomera bentincki","High",1,2018
"CALBUCO","SUR",36,"Strangomera bentincki","High",5918,2017
"CASTRO","SUR",36,"Strangomera bentincki","High",15,2015
"VALDIVIA","SUR",36,"Strangomera bentincki","High",4094,2018
"CASTRO","SUR",36,"Strangomera bentincki","High",2,2016
"DALCAHUE","SUR",36,"Strangomera bentincki","High",34,2017
"HUALAIHUE","SUR",36,"Strangomera bentincki","High",39,2017
"QUELLON","SUR",36,"Strangomera bentincki","High",3,2013
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",15,2014
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",4,2017
"CHAITEN","SUR",36,"Strangomera bentincki","High",39,2017
"CALBUCO","SUR",36,"Strangomera bentincki","High",2821,2016
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",89,2013
"QUEILEN","SUR",36,"Strangomera bentincki","High",3,2020
"CALBUCO","SUR",36,"Strangomera bentincki","High",1774,2020
"CHAITEN","SUR",36,"Strangomera bentincki","High",5,2015
"QUEILEN","SUR",36,"Strangomera bentincki","High",15,2015
"SAAVEDRA","SUR",36,"Strangomera bentincki","High",1,2013
"CALBUCO","SUR",36,"Strangomera bentincki","High",2804,2016
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",102,2013
"CORRAL","SUR",36,"Strangomera bentincki","High",56230,2020
"CALBUCO","SUR",36,"Strangomera bentincki","High",1137,2015
"CASTRO","SUR",36,"Strangomera bentincki","High",34,2017
"CORRAL","SUR",36,"Strangomera bentincki","High",44812,2013
"VALDIVIA","SUR",36,"Strangomera bentincki","High",28182,2012
"CHONCHI","SUR",36,"Strangomera bentincki","High",7,2019
"CORRAL","SUR",36,"Strangomera bentincki","High",60484,2015
"VALDIVIA","SUR",36,"Strangomera bentincki","High",15978,2015
"VALDIVIA","SUR",36,"Strangomera bentincki","High",6,2021
"VALDIVIA","SUR",36,"Strangomera bentincki","High",13760,2013
"CORRAL","SUR",36,"Strangomera bentincki","High",62156,2019
"TOLTEN","SUR",36,"Strangomera bentincki","High",4,2017
"VALDIVIA","SUR",36,"Strangomera bentincki","High",99,2019
"QUEILEN","SUR",36,"Strangomera bentincki","High",2,2018
"PUERTO MONTT","SUR",36,"Strangomera bentincki","High",2,2021
"VALDIVIA","SUR",36,"Strangomera bentincki","High",22648,2014
"CALBUCO","SUR",36,"Strangomera bentincki","High",659,2018
"CALBUCO","SUR",36,"Strangomera bentincki","High",5934,2017
"CALBUCO","SUR",36,"Strangomera bentincki","High",1068,2021
"CORRAL","SUR",36,"Strangomera bentincki","High",84416,2014
"DALCAHUE","SUR",36,"Strangomera bentincki","High",10,2018
"QUELLON","SUR",36,"Strangomera bentincki","High",27,2015
"CORRAL","SUR",36,"Strangomera bentincki","High",67195,2016
"QUELLON","SUR",36,"Strangomera bentincki","High",2,2014
"CALBUCO","SUR",36,"Strangomera bentincki","High",548,2019
"MARIQUINA","SUR",36,"Strangomera bentincki","High",1,2017
"DALCAHUE","SUR",36,"Strangomera bentincki","High",11,2019
"CORRAL","SUR",36,"Strangomera bentincki","High",46079,2018
"HUALAIHUE","SUR",36,"Strangomera bentincki","High",5,2015
"CALBUCO","SUR",36,"Strangomera bentincki","High",4152,2013
"MAULLIN","SUR",36,"Strangomera bentincki","High",12,2013
"CALBUCO","SUR",36,"Strangomera bentincki","High",19156,2012
"QUEILEN","SUR",36,"Strangomera bentincki","High",24,2019
"VALDIVIA","SUR",36,"Strangomera bentincki","High",15,2020
"HUALAIHUE","SUR",36,"Strangomera bentincki","High",10,2016
"CORRAL","SUR",36,"Strangomera bentincki","High",72775,2021
"VALDIVIA","SUR",36,"Strangomera bentincki","High",9102,2017
"CASTRO","SUR",36,"Strangomera bentincki","High",13,2018
"CORRAL","SUR",36,"Strangomera bentincki","High",51107,2017
"CALBUCO","SUR",36,"Strangomera bentincki","High",4154,2013
"VALDIVIA","SUR",36,"Strangomera bentincki","High",9103,2017
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",897,2021
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",372,2017
"OSORNO","SUR",37,"Thyrsites atun","Medium",13,2015
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1018,2020
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",715,2019
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",1,2021
"OSORNO","SUR",37,"Thyrsites atun","Medium",38,2014
"CASTRO","SUR",37,"Thyrsites atun","Medium",1,2018
"QUELLON","SUR",37,"Thyrsites atun","Medium",7,2013
"CASTRO","SUR",37,"Thyrsites atun","Medium",2,2019
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",13,2015
"TOLTEN","SUR",37,"Thyrsites atun","Medium",323,2013
"QUEILEN","SUR",37,"Thyrsites atun","Medium",1,2019
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",1,2020
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",604,2018
"OSORNO","SUR",37,"Thyrsites atun","Medium",19,2018
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",5,2021
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",60,2016
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",237,2017
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",109,2016
"QUELLON","SUR",37,"Thyrsites atun","Medium",6,2017
"QUELLON","SUR",37,"Thyrsites atun","Medium",32,2015
"TOLTEN","SUR",37,"Thyrsites atun","Medium",24,2021
"OSORNO","SUR",37,"Thyrsites atun","Medium",109,2016
"TOLTEN","SUR",37,"Thyrsites atun","Medium",26,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",491,2020
"TOLTEN","SUR",37,"Thyrsites atun","Medium",61,2016
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",91,2014
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",5,2013
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",545,2020
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",6,2019
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",19,2018
"PURRANQUE","SUR",37,"Thyrsites atun","Medium",4,2015
"QUELLON","SUR",37,"Thyrsites atun","Medium",2,2016
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",206,2013
"ANCUD","SUR",37,"Thyrsites atun","Medium",14,2013
"CHAITEN","SUR",37,"Thyrsites atun","Medium",2,2017
"QUELLON","SUR",37,"Thyrsites atun","Medium",1,2021
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",23,2013
"OSORNO","SUR",37,"Thyrsites atun","Medium",4,2020
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",73,2012
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1785,2019
"OSORNO","SUR",37,"Thyrsites atun","Medium",237,2017
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",662,2015
"ANCUD","SUR",37,"Thyrsites atun","Medium",40,2015
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",4,2020
"PURRANQUE","SUR",37,"Thyrsites atun","Medium",1,2018
"ANCUD","SUR",37,"Thyrsites atun","Medium",97,2014
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",24,2014
"MAULLIN","SUR",37,"Thyrsites atun","Medium",39,2017
"CASTRO","SUR",37,"Thyrsites atun","Medium",9,2017
"CORRAL","SUR",37,"Thyrsites atun","Medium",28,2016
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",147,2012
"CORRAL","SUR",37,"Thyrsites atun","Medium",15,2014
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",948,2017
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1690,2018
"OSORNO","SUR",37,"Thyrsites atun","Medium",6,2019
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",9,2017
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",1,2018
"MARIQUINA","SUR",37,"Thyrsites atun","Medium",925,2016
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",58,2018
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",50,2017
"ANCUD","SUR",37,"Thyrsites atun","Medium",12,2012
"CASTRO","SUR",37,"Thyrsites atun","Medium",4,2016
"CASTRO","SUR",37,"Thyrsites atun","Medium",16,2012
"CORRAL","SUR",37,"Thyrsites atun","Medium",1,2013
"TOLTEN","SUR",37,"Thyrsites atun","Medium",50,2020
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",320,2013
"OSORNO","SUR",37,"Thyrsites atun","Medium",119,2013
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",615,2014
"OSORNO","SUR",37,"Thyrsites atun","Medium",147,2012
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",4,2016
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",24,2015
"CORRAL","SUR",37,"Thyrsites atun","Medium",36,2016
"CORRAL","SUR",37,"Thyrsites atun","Medium",30,2015
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",2,2016
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",11,2020
"CHAITEN","SUR",37,"Thyrsites atun","Medium",2,2017
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",59,2018
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",20,2015
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",1,2019
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",6,2020
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",5,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1556,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1085,2018
"TOLTEN","SUR",37,"Thyrsites atun","Medium",50,2019
"ANCUD","SUR",37,"Thyrsites atun","Medium",1,2018
"CORRAL","SUR",37,"Thyrsites atun","Medium",10,2012
"MAULLIN","SUR",37,"Thyrsites atun","Medium",11,2016
"MAULLIN","SUR",37,"Thyrsites atun","Medium",5,2013
"CORRAL","SUR",37,"Thyrsites atun","Medium",19,2019
"CHAITEN","SUR",37,"Thyrsites atun","Medium",2,2014
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",52,2019
"TOLTEN","SUR",37,"Thyrsites atun","Medium",132,2017
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",862,2015
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",303,2015
"OSORNO","SUR",37,"Thyrsites atun","Medium",5,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1068,2019
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1527,2015
"DALCAHUE","SUR",37,"Thyrsites atun","Medium",2,2015
"MAULLIN","SUR",37,"Thyrsites atun","Medium",1,2018
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",63,2018
"CASTRO","SUR",37,"Thyrsites atun","Medium",5,2013
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",132,2017
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",7,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",2600,2016
"CORRAL","SUR",37,"Thyrsites atun","Medium",32,2020
"CORRAL","SUR",37,"Thyrsites atun","Medium",31,2020
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1666,2016
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",659,2021
"SAAVEDRA","SUR",37,"Thyrsites atun","Medium",2,2019
"CALBUCO","SUR",37,"Thyrsites atun","Medium",50,2013
"CORRAL","SUR",37,"Thyrsites atun","Medium",21,2019
"CORRAL","SUR",37,"Thyrsites atun","Medium",17,2018
"CORRAL","SUR",37,"Thyrsites atun","Medium",35,2017
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1406,2012
"CASTRO","SUR",37,"Thyrsites atun","Medium",2,2015
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",28,2013
"TOLTEN","SUR",37,"Thyrsites atun","Medium",45,2020
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",1320,2017
"CORRAL","SUR",37,"Thyrsites atun","Medium",58,2021
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",243,2013
"TOLTEN","SUR",37,"Thyrsites atun","Medium",64,2018
"SAN JUAN DE LA COSTA","SUR",37,"Thyrsites atun","Medium",119,2013
"VALDIVIA","SUR",37,"Thyrsites atun","Medium",452,2013
"TOLTEN","SUR",37,"Thyrsites atun","Medium",306,2015
"PUERTO MONTT","SUR",37,"Thyrsites atun","Medium",14,2012
"QUELLON","SUR",37,"Thyrsites atun","Medium",12,2012
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",26,2016
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",1,2017
"CASABLANCA","CENTRO",38,"Isurus oxyrinchus","Low",5,2020
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",5,2020
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",68,2016
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",19,2017
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",4,2021
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",90,2014
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",3,2017
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",36,2018
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",42,2018
"CASABLANCA","CENTRO",38,"Isurus oxyrinchus","Low",11,2019
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",7,2019
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",4,2019
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",25,2016
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",97,2016
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",82,2015
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",83,2017
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",28,2013
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",17,2014
"OVALLE","CENTRO",38,"Isurus oxyrinchus","Low",1,2021
"EL QUISCO","CENTRO",38,"Isurus oxyrinchus","Low",1,2016
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",5,2018
"LOS VILOS","CENTRO",38,"Isurus oxyrinchus","Low",3,2019
"CASABLANCA","CENTRO",38,"Isurus oxyrinchus","Low",25,2018
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",14,2019
"CASABLANCA","CENTRO",38,"Isurus oxyrinchus","Low",16,2017
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",1,2014
"QUINTERO","CENTRO",38,"Isurus oxyrinchus","Low",38,2018
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",1,2013
"LOS VILOS","CENTRO",38,"Isurus oxyrinchus","Low",1,2015
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",20,2019
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",16,2021
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",17,2018
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",5,2020
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",7,2020
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",5,2020
"LOS VILOS","CENTRO",38,"Isurus oxyrinchus","Low",20,2018
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",6,2018
"COQUIMBO","CENTRO",38,"Isurus oxyrinchus","Low",69,2018
"LOS VILOS","CENTRO",38,"Isurus oxyrinchus","Low",1,2021
"CASABLANCA","CENTRO",38,"Isurus oxyrinchus","Low",72,2016
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",31,2015
"LA LIGUA","CENTRO",38,"Isurus oxyrinchus","Low",2,2018
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",26,2016
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",13,2017
"SAN ANTONIO","CENTRO",38,"Isurus oxyrinchus","Low",27,2016
"EL QUISCO","CENTRO",38,"Isurus oxyrinchus","Low",1,2018
"VALPARAISO","CENTRO",38,"Isurus oxyrinchus","Low",3,2019
"LOS VILOS","CENTRO",38,"Isurus oxyrinchus","Low",2,2021
